,代码,名称,盈利额
875,000538,云南白药,9362.0
876,002192,融捷股份,9359.0
877,300079,数码视讯,9356.0
878,301056,森赫股份,9355.0
879,601919,中远海控,9348.0
880,300299,富春股份,9323.0
881,300491,通合科技,9322.0
882,600059,古越龙山,9311.0
883,603043,广州酒家,9292.0
884,002219,*ST恒康,9289.0
885,601369,陕鼓动力,9282.0
886,603676,卫信康,9280.0
887,300970,华绿生物,9274.0
888,002168,惠程科技,9274.0
889,300103,达刚控股,9273.0
890,300771,智莱科技,9270.0
891,300554,三超新材,9260.0
892,603042,华脉科技,9253.0
893,688368,晶丰明源,9243.0
894,003009,中天火箭,9222.0
895,000858,五粮液,9218.0
896,600178,东安动力,9211.0
897,300711,广哈通信,9207.0
898,603860,中公高科,9200.0
899,600500,中化国际,9200.0
900,300202,*ST聚龙,9195.0
901,601038,一拖股份,9194.0
902,000518,四环生物,9180.0
903,688798,艾为电子,9177.0
904,688313,仕佳光子,9176.0
905,603289,泰瑞机器,9166.0
906,605056,咸亨国际,9154.0
907,300111,向日葵,9144.0
908,300987,川网传媒,9130.0
909,002956,西麦食品,9128.0
910,002078,太阳纸业,9126.0
911,002325,洪涛股份,9114.0
912,688378,奥来德,9106.0
913,300167,迪威迅,9096.0
914,603819,神力股份,9094.0
915,002214,大立科技,9090.0
916,002447,*ST晨鑫,9089.0
917,603839,安正时尚,9084.0
918,600781,ST辅仁,9062.0
919,000969,安泰科技,9054.0
920,603738,泰晶科技,9048.0
921,300153,科泰电源,9048.0
922,600105,永鼎股份,9009.0
923,603989,艾华集团,8980.0
924,002522,浙江众成,8980.0
925,002942,新农股份,8976.0
926,603813,原尚股份,8976.0
927,600070,浙江富润,8970.0
928,603901,永创智能,8964.0
929,002088,鲁阳节能,8962.0
930,300679,电连技术,8950.0
931,603536,惠发食品,8947.0
932,300976,达瑞电子,8942.0
933,603266,天龙股份,8942.0
934,688004,博汇科技,8935.0
935,301039,中集车辆,8911.0
936,300407,凯发电气,8905.0
937,600029,南方航空,8904.0
938,600588,用友网络,8902.0
939,002725,跃岭股份,8899.0
940,600682,南京新百,8895.0
941,000868,安凯客车,8890.0
942,300099,精准信息,8865.0
943,600640,新国脉,8856.0
944,688123,聚辰股份,8842.0
945,600512,腾达建设,8840.0
946,000738,航发控制,8830.0
947,000551,创元科技,8824.0
948,688165,埃夫特-U,8822.0
949,300144,宋城演艺,8815.0
950,300812,易天股份,8813.0
951,002293,罗莱生活,8808.0
952,600053,九鼎投资,8804.0
953,300893,松原股份,8802.0
954,688577,浙海德曼,8800.0
955,300031,宝通科技,8780.0
956,300287,飞利信,8772.0
957,001207,联科科技,8766.0
958,300936,中英科技,8763.0
959,688122,西部超导,8758.0
960,002579,中京电子,8755.0
961,000585,*ST东电,8753.0
962,600844,丹化科技,8746.0
963,601665,齐鲁银行,8733.0
964,000869,张裕A,8733.0
965,603658,安图生物,8731.0
966,688068,热景生物,8730.0
967,300330,华虹计通,8716.0
968,688659,元琛科技,8714.0
969,300649,杭州园林,8706.0
970,688100,威胜信息,8700.0
971,688055,龙腾光电,8698.0
972,600589,ST榕泰,8696.0
973,002635,安洁科技,8695.0
974,688529,豪森股份,8691.0
975,301021,英诺激光,8686.0
976,000860,顺鑫农业,8676.0
977,300829,金丹科技,8670.0
978,300465,高伟达,8666.0
979,688089,嘉必优,8664.0
980,000007,*ST全新,8643.0
981,300237,美晨生态,8640.0
982,000626,远大控股,8632.0
983,603309,维力医疗,8628.0
984,600655,豫园股份,8625.0
985,688022,瀚川智能,8612.0
986,300687,赛意信息,8595.0
987,300346,南大光电,8560.0
988,688181,八亿时空,8557.0
989,300579,数字认证,8556.0
990,300545,联得装备,8550.0
991,003018,金富科技,8550.0
992,300032,金龙机电,8546.0
993,002539,云图控股,8538.0
994,300252,金信诺,8533.0
995,000995,皇台酒业,8532.0
996,002187,广百股份,8531.0
997,000876,新希望,8528.0
998,002565,顺灏股份,8525.0
999,600260,ST凯乐,8525.0
1000,300108,吉药控股,8519.0
1001,000712,锦龙股份,8515.0
1002,300227,光韵达,8511.0
1003,300857,协创数据,8505.0
1004,300384,三联虹普,8505.0
1005,603506,南都物业,8488.0
1006,300271,华宇软件,8482.0
1007,688586,江航装备,8480.0
1008,600392,盛和资源,8476.0
1009,300243,瑞丰高材,8470.0
1010,002329,皇氏集团,8442.0
1011,002076,ST雪莱,8442.0
1012,300239,东宝生物,8436.0
1013,600107,美尔雅,8434.0
1014,600666,ST瑞德,8430.0
1015,000913,钱江摩托,8426.0
1016,688065,凯赛生物,8424.0
1017,605336,帅丰电器,8421.0
1018,000657,中钨高新,8414.0
1019,600184,光电股份,8411.0
1020,300200,高盟新材,8411.0
1021,002424,贵州百灵,8411.0
1022,601801,皖新传媒,8398.0
1023,601456,国联证券,8398.0
1024,600197,伊力特,8388.0
1025,603566,普莱柯,8382.0
1026,002718,友邦吊顶,8380.0
1027,600580,卧龙电驱,8359.0
1028,300248,新开普,8356.0
1029,300387,富邦股份,8352.0
1030,300473,德尔股份,8346.0
1031,300775,三角防务,8342.0
1032,300885,海昌新材,8336.0
1033,300862,蓝盾光电,8332.0
1034,600518,*ST康美,8330.0
1035,300685,艾德生物,8325.0
1036,002797,第一创业,8324.0
1037,601727,上海电气,8322.0
1038,300041,回天新材,8322.0
1039,002023,海特高新,8317.0
1040,300245,天玑科技,8316.0
1041,600300,ST维维,8315.0
1042,300071,*ST嘉信,8307.0
1043,688793,倍轻松,8298.0
1044,603011,合锻智能,8295.0
1045,002389,航天彩虹,8295.0
1046,002331,皖通科技,8292.0
1047,600193,创兴资源,8288.0
1048,300415,伊之密,8288.0
1049,002420,毅昌股份,8285.0
1050,600353,旭光电子,8284.0
1051,000957,中通客车,8266.0
1052,603212,赛伍技术,8259.0
1053,600158,中体产业,8253.0
1054,600171,上海贝岭,8244.0
1055,300717,华信新材,8218.0
1056,603317,天味食品,8217.0
1057,603697,有友食品,8206.0
1058,002873,新天药业,8202.0
1059,002563,森马服饰,8195.0
1060,300495,*ST美尚,8192.0
1061,002693,双成药业,8189.0
1062,300120,经纬辉开,8149.0
1063,300333,兆日科技,8144.0
1064,002997,瑞鹄模具,8128.0
1065,300457,赢合科技,8124.0
1066,301058,中粮工科,8122.0
1067,605108,同庆楼,8108.0
1068,600186,莲花健康,8108.0
1069,300386,飞天诚信,8092.0
1070,003003,天元股份,8091.0
1071,300526,中潜股份,8085.0
1072,600827,百联股份,8084.0
1073,688395,正弦电气,8082.0
1074,300166,东方国信,8081.0
1075,300853,申昊科技,8080.0
1076,002412,汉森制药,8080.0
1077,002125,湘潭电化,8078.0
1078,601990,南京证券,8076.0
1079,002463,沪电股份,8070.0
1080,600391,航发科技,8065.0
1081,688216,气派科技,8054.0
1082,002884,凌霄泵业,8052.0
1083,600380,健康元,8040.0
1084,600847,万里股份,8039.0
1085,002194,武汉凡谷,8034.0
1086,603983,丸美股份,8032.0
1087,300817,双飞股份,8031.0
1088,300739,明阳电路,8029.0
1089,300439,美康生物,8028.0
1090,603960,克来机电,8025.0
1091,300468,四方精创,8021.0
1092,688305,科德数控,8020.0
1093,000970,中科三环,8020.0
1094,300931,通用电梯,8006.0
1095,002495,佳隆股份,8001.0
1096,300539,横河精密,8001.0
1097,600705,中航产融,8000.0
1098,300453,三鑫医疗,7992.0
1099,300872,天阳科技,7982.0
1100,300058,蓝色光标,7976.0
1101,688551,科威尔,7971.0
1102,688365,光云科技,7964.0
1103,002050,三花智控,7962.0
1104,002402,和而泰,7960.0
1105,003043,华亚智能,7955.0
1106,300240,飞力达,7945.0
1107,000039,中集集团,7936.0
1108,603098,森特股份,7933.0
1109,600616,金枫酒业,7924.0
1110,300561,汇金科技,7923.0
1111,300836,佰奥智能,7920.0
1112,300666,江丰电子,7919.0
1113,002835,同为股份,7915.0
1114,603358,华达科技,7915.0
1115,688076,诺泰生物,7910.0
1116,300231,银信科技,7908.0
1117,300889,爱克股份,7890.0
1118,300383,光环新网,7881.0
1119,600980,北矿科技,7881.0
1120,688095,福昕软件,7878.0
1121,002419,天虹股份,7878.0
1122,688298,东方生物,7868.0
1123,688561,奇安信-U,7863.0
1124,300988,津荣天宇,7856.0
1125,002883,中设股份,7844.0
1126,600522,中天科技,7842.0
1127,002967,广电计量,7840.0
1128,600030,中信证券,7840.0
1129,002752,昇兴股份,7835.0
1130,301037,保立佳,7827.0
1131,300093,金刚玻璃,7822.0
1132,603139,康惠制药,7822.0
1133,300366,创意信息,7812.0
1134,300755,华致酒行,7811.0
1135,300249,依米康,7810.0
1136,300463,迈克生物,7809.0
1137,603269,海鸥股份,7804.0
1138,300722,新余国科,7802.0
1139,603035,常熟汽饰,7788.0
1140,601156,东航物流,7788.0
1141,600468,百利电气,7787.0
1142,688160,步科股份,7784.0
1143,600689,上海三毛,7780.0
1144,688018,乐鑫科技,7774.0
1145,688766,普冉股份,7770.0
1146,300210,森远股份,7757.0
1147,688256,寒武纪-U,7756.0
1148,300589,江龙船艇,7755.0
1149,002796,世嘉科技,7752.0
1150,002471,中超控股,7750.0
1151,688025,杰普特,7750.0
1152,300803,指南针,7746.0
1153,300074,华平股份,7741.0
1154,002162,悦心健康,7730.0
1155,603895,天永智能,7725.0
1156,301053,远信工业,7718.0
1157,002833,弘亚数控,7717.0
1158,300927,江天化学,7713.0
1159,002514,宝馨科技,7711.0
1160,601890,亚星锚链,7705.0
1161,603533,掌阅科技,7704.0
1162,000810,创维数字,7702.0
1163,000919,金陵药业,7696.0
1164,002210,*ST飞马,7692.0
1165,002102,ST冠福,7684.0
1166,000806,ST银河,7680.0
1167,600962,国投中鲁,7674.0
1168,300521,爱司凯,7668.0
1169,000816,智慧农业,7665.0
1170,002694,顾地科技,7661.0
1171,002084,海鸥住工,7650.0
1172,600898,ST美讯,7641.0
1173,002223,鱼跃医疗,7638.0
1174,300886,华业香料,7634.0
1175,300678,中科信息,7632.0
1176,300731,科创新源,7626.0
1177,600007,中国国贸,7612.0
1178,002177,御银股份,7610.0
1179,600234,科新发展,7605.0
1180,603648,畅联股份,7602.0
1181,605199,葫芦娃,7602.0
1182,600667,太极实业,7601.0
1183,605389,长龄液压,7600.0
1184,002354,天神娱乐,7594.0
1185,002898,赛隆药业,7592.0
1186,603678,火炬电子,7589.0
1187,002134,天津普林,7579.0
1188,300376,易事特,7572.0
1189,000513,丽珠集团,7570.0
1190,603877,太平鸟,7561.0
1191,300375,鹏翎股份,7560.0
1192,300599,雄塑科技,7553.0
1193,600869,远东股份,7550.0
1194,601877,正泰电器,7543.0
1195,002547,春兴精工,7538.0
1196,603713,密尔克卫,7538.0
1197,000423,东阿阿胶,7534.0
1198,300115,长盈精密,7531.0
1199,000889,中嘉博创,7530.0
1200,300937,药易购,7527.0
1201,603696,安记食品,7527.0
1202,002338,奥普光电,7526.0
1203,000733,振华科技,7520.0
1204,300799,左江科技,7518.0
1205,600385,*ST金泰,7516.0
1206,002628,成都路桥,7514.0
1207,300637,扬帆新材,7503.0
1208,600664,哈药股份,7499.0
1209,300668,杰恩设计,7490.0
1210,603661,恒林股份,7488.0
1211,300847,中船汉光,7482.0
1212,688101,三达膜,7476.0
1213,603825,华扬联众,7475.0
1214,300177,中海达,7475.0
1215,300368,汇金股份,7474.0
1216,300935,盈建科,7470.0
1217,002445,中南文化,7467.0
1218,002785,万里石,7467.0
1219,000893,亚钾国际,7455.0
1220,605598,上海港湾,7454.0
1221,605167,利柏特,7447.0
1222,300161,华中数控,7444.0
1223,000828,东莞控股,7439.0
1224,000676,智度股份,7438.0
1225,002106,莱宝高科,7437.0
1226,002772,众兴菌业,7431.0
1227,603316,诚邦股份,7429.0
1228,000566,海南海药,7428.0
1229,002621,美吉姆,7425.0
1230,603815,交建股份,7419.0
1231,002940,昂利康,7412.0
1232,688622,禾信仪器,7408.0
1233,688001,华兴源创,7401.0
1234,300503,昊志机电,7399.0
1235,300571,平治信息,7395.0
1236,002654,万润科技,7393.0
1237,300879,大叶股份,7378.0
1238,002197,证通电子,7363.0
1239,603355,莱克电气,7356.0
1240,603181,皇马科技,7354.0
1241,688139,海尔生物,7350.0
1242,300305,裕兴股份,7342.0
1243,688513,苑东生物,7338.0
1244,600836,上海易连,7322.0
1245,002536,飞龙股份,7320.0
1246,300667,必创科技,7298.0
1247,000812,陕西金叶,7293.0
1248,300553,集智股份,7291.0
1249,002671,龙泉股份,7280.0
1250,300657,弘信电子,7266.0
1251,688779,长远锂科,7264.0
1252,300481,濮阳惠成,7258.0
1253,603602,纵横通信,7251.0
1254,002387,维信诺,7250.0
1255,600306,*ST商城,7245.0
1256,300965,恒宇信通,7242.0
1257,688007,光峰科技,7238.0
1258,605080,浙江自然,7235.0
1259,000792,盐湖股份,7233.0
1260,600506,*ST香梨,7228.0
1261,002176,江特电机,7220.0
1262,603725,天安新材,7219.0
1263,300963,中洲特材,7219.0
1264,300808,久量股份,7205.0
1265,600599,ST熊猫,7203.0
1266,300644,南京聚隆,7198.0
1267,600480,凌云股份,7184.0
1268,002052,ST同洲,7176.0
1269,002811,郑中设计,7174.0
1270,301032,新柴股份,7174.0
1271,002324,普利特,7170.0
1272,603001,奥康国际,7169.0
1273,300160,秀强股份,7165.0
1274,600855,航天长峰,7161.0
1275,300051,ST三五,7158.0
1276,000711,京蓝科技,7152.0
1277,600538,国发股份,7140.0
1278,002781,奇信股份,7140.0
1279,000910,大亚圣象,7135.0
1280,688398,赛特新材,7132.0
1281,300389,艾比森,7130.0
1282,603000,人民网,7128.0
1283,002581,未名医药,7126.0
1284,300877,金春股份,7114.0
1285,600715,文投控股,7109.0
1286,000716,黑芝麻,7108.0
1287,002158,汉钟精机,7105.0
1288,603610,麒盛科技,7104.0
1289,002685,华东重机,7104.0
1290,300855,图南股份,7103.0
1291,688788,科思科技,7103.0
1292,002849,威星智能,7098.0
1293,600639,浦东金桥,7089.0
1294,603778,乾景园林,7089.0
1295,002313,日海智能,7084.0
1296,603106,恒银科技,7075.0
1297,000702,正虹科技,7075.0
1298,603389,亚振家居,7070.0
1299,605589,圣泉集团,7054.0
1300,002899,英派斯,7054.0
1301,300618,寒锐钴业,7049.0
1302,002136,安纳达,7048.0
1303,600156,华升股份,7047.0
1304,002409,雅克科技,7047.0
1305,600605,汇通能源,7046.0
1306,601236,红塔证券,7045.0
1307,002315,焦点科技,7036.0
1308,600501,航天晨光,7019.0
1309,300583,赛托生物,7018.0
1310,002276,万马股份,7014.0
1311,002938,鹏鼎控股,7014.0
1312,002853,皮阿诺,7014.0
1313,002191,劲嘉股份,7011.0
1314,300080,易成新能,7011.0
1315,300938,信测标准,7003.0
1316,002524,光正眼科,7000.0
1317,688218,江苏北人,7000.0
1318,600255,鑫科材料,7000.0
1319,002152,广电运通,6992.0
1320,600778,友好集团,6992.0
1321,002877,智能自控,6979.0
1322,300593,新雷能,6974.0
1323,300623,捷捷微电,6973.0
1324,603327,福蓉科技,6972.0
1325,600712,南宁百货,6972.0
1326,300967,晓鸣股份,6965.0
1327,601615,明阳智能,6954.0
1328,603157,*ST拉夏,6952.0
1329,300756,金马游乐,6936.0
1330,688129,东来技术,6932.0
1331,600329,中新药业,6919.0
1332,300873,海晨股份,6915.0
1333,002484,江海股份,6909.0
1334,002172,澳洋健康,6904.0
1335,600520,文一科技,6901.0
1336,300402,宝色股份,6893.0
1337,000710,贝瑞基因,6883.0
1338,001201,东瑞股份,6882.0
1339,002467,二六三,6880.0
1340,300474,景嘉微,6879.0
1341,002719,*ST麦趣,6877.0
1342,601921,浙版传媒,6874.0
1343,300168,万达信息,6873.0
1344,002270,华明装备,6872.0
1345,603002,宏昌电子,6868.0
1346,300860,锋尚文化,6866.0
1347,600865,百大集团,6863.0
1348,300837,浙矿股份,6860.0
1349,600083,*ST博信,6852.0
1350,002717,岭南股份,6850.0
1351,301042,安联锐视,6848.0
1352,603949,雪龙集团,6845.0
1353,000837,秦川机床,6844.0
1354,605050,福然德,6840.0
1355,301006,迈拓股份,6839.0
1356,688015,交控科技,6818.0
1357,600285,羚锐制药,6817.0
1358,000825,太钢不锈,6812.0
1359,000066,中国长城,6809.0
1360,603386,广东骏亚,6806.0
1361,002668,ST奥马,6800.0
1362,300966,共同药业,6793.0
1363,600993,马应龙,6792.0
1364,002640,*ST跨境,6790.0
1365,600004,白云机场,6786.0
1366,603880,南卫股份,6780.0
1367,002031,巨轮智能,6774.0
1368,000400,许继电气,6773.0
1369,300173,福能东方,6771.0
1370,002066,瑞泰科技,6768.0
1371,002808,恒久科技,6761.0
1372,002995,天地在线,6748.0
1373,300640,德艺文创,6737.0
1374,002367,康力电梯,6735.0
1375,002766,*ST索菱,6729.0
1376,688701,卓锦股份,6729.0
1377,300029,*ST天龙,6726.0
1378,002660,茂硕电源,6716.0
1379,600783,鲁信创投,6708.0
1380,301045,天禄科技,6705.0
1381,603595,东尼电子,6702.0
1382,603083,剑桥科技,6700.0
1383,605099,共创草坪,6700.0
1384,603369,今世缘,6683.0
1385,688096,京源环保,6680.0
1386,002454,松芝股份,6679.0
1387,300038,*ST数知,6666.0
1388,000978,桂林旅游,6666.0
1389,000596,古井贡酒,6662.0
1390,603096,新经典,6661.0
1391,002819,东方中科,6658.0
1392,002115,三维通信,6658.0
1393,002306,中科云网,6652.0
1394,300843,胜蓝股份,6652.0
1395,300371,汇中股份,6648.0
1396,688600,皖仪科技,6632.0
1397,002821,凯莱英,6626.0
1398,300511,雪榕生物,6625.0
1399,605258,协和电子,6624.0
1400,300792,壹网壹创,6624.0
1401,300901,中胤时尚,6622.0
1402,000895,双汇发展,6621.0
1403,600487,亨通光电,6616.0
1404,002085,万丰奥威,6616.0
1405,002544,杰赛科技,6603.0
1406,300973,立高食品,6594.0
1407,601007,金陵饭店,6594.0
1408,301043,绿岛风,6592.0
1409,603232,格尔软件,6590.0
1410,002365,永安药业,6589.0
1411,600773,西藏城投,6582.0
1412,600515,*ST基础,6582.0
1413,300408,三环集团,6577.0
1414,002800,天顺股份,6573.0
1415,600750,江中药业,6568.0
1416,002406,远东传动,6561.0
1417,300708,聚灿光电,6560.0
1418,601567,三星医疗,6558.0
1419,301031,中熔电气,6557.0
1420,001206,依依股份,6556.0
1421,301029,怡合达,6554.0
1422,300195,长荣股份,6552.0
1423,300302,同有科技,6550.0
1424,300219,鸿利智汇,6548.0
1425,003015,日久光电,6545.0
1426,300565,科信技术,6540.0
1427,688579,山大地纬,6540.0
1428,000026,飞亚达,6540.0
1429,002726,龙大肉食,6540.0
1430,002903,宇环数控,6538.0
1431,000691,亚太实业,6537.0
1432,002292,奥飞娱乐,6528.0
1433,002209,达意隆,6513.0
1434,300509,新美星,6510.0
1435,300133,华策影视,6504.0
1436,601021,春秋航空,6503.0
1437,300126,锐奇股份,6500.0
1438,300850,新强联,6499.0
1439,605289,罗曼股份,6496.0
1440,603100,川仪股份,6495.0
1441,300281,金明精机,6493.0
1442,601992,金隅集团,6486.0
1443,600602,云赛智联,6486.0
1444,601579,会稽山,6482.0
1445,600513,联环药业,6480.0
1446,002533,金杯电工,6479.0
1447,300615,欣天科技,6468.0
1448,002426,胜利精密,6464.0
1449,688195,腾景科技,6460.0
1450,002950,奥美医疗,6457.0
1451,688418,震有科技,6456.0
1452,600338,西藏珠峰,6449.0
1453,002751,易尚展示,6435.0
1454,600590,泰豪科技,6432.0
1455,002750,龙津药业,6425.0
1456,002596,海南瑞泽,6424.0
1457,300876,蒙泰高新,6422.0
1458,600271,航天信息,6420.0
1459,002646,青青稞酒,6414.0
1460,300337,银邦股份,6409.0
1461,003029,吉大正元,6407.0
1462,002280,联络互动,6406.0
1463,688318,财富趋势,6401.0
1464,600459,贵研铂业,6394.0
1465,301022,海泰科,6393.0
1466,300729,乐歌股份,6392.0
1467,688655,迅捷兴,6392.0
1468,300426,唐德影视,6387.0
1469,002015,协鑫能科,6380.0
1470,688027,国盾量子,6380.0
1471,605118,力鼎光电,6376.0
1472,300959,线上线下,6375.0
1473,300601,康泰生物,6372.0
1474,301070,开勒股份,6370.0
1475,600057,厦门象屿,6370.0
1476,603586,金麒麟,6364.0
1477,300272,开能健康,6354.0
1478,600203,福日电子,6354.0
1479,300292,吴通控股,6352.0
1480,688161,威高骨科,6350.0
1481,000532,华金资本,6349.0
1482,600776,东方通信,6344.0
1483,000768,中航西飞,6341.0
1484,605133,嵘泰股份,6330.0
1485,688609,九联科技,6327.0
1486,002917,金奥博,6320.0
1487,300984,金沃股份,6320.0
1488,300128,锦富技术,6319.0
1489,002203,海亮股份,6318.0
1490,300134,大富科技,6317.0
1491,000404,长虹华意,6301.0
1492,600749,西藏旅游,6300.0
1493,688658,悦康药业,6300.0
1494,605305,中际联合,6290.0
1495,300059,东方财富,6282.0
1496,300774,倍杰特,6280.0
1497,300884,狄耐克,6276.0
1498,605020,永和股份,6275.0
1499,300098,高新兴,6271.0
1500,603505,金石资源,6248.0
1501,300807,天迈科技,6245.0
1502,002813,路畅科技,6240.0
1503,300291,华录百纳,6238.0
1504,600130,波导股份,6236.0
1505,603709,中源家居,6235.0
1506,300905,宝丽迪,6234.0
1507,002003,伟星股份,6234.0
1508,603828,柯利达,6231.0
1509,300552,万集科技,6220.0
1510,300785,值得买,6214.0
1511,688601,力芯微,6206.0
1512,300841,康华生物,6196.0
1513,601005,重庆钢铁,6192.0
1514,300508,维宏股份,6187.0
1515,002256,兆新股份,6182.0
1516,601811,新华文轩,6182.0
1517,603580,艾艾精工,6180.0
1518,600006,东风汽车,6180.0
1519,688228,开普云,6178.0
1520,300450,先导智能,6175.0
1521,600493,凤竹纺织,6174.0
1522,300053,欧比特,6169.0
1523,603848,好太太,6156.0
1524,002576,通达动力,6154.0
1525,603192,汇得科技,6153.0
1526,600393,ST粤泰,6152.0
1527,300403,汉宇集团,6148.0
1528,300285,国瓷材料,6148.0
1529,300686,智动力,6146.0
1530,002304,洋河股份,6143.0
1531,002639,雪人股份,6138.0
1532,301026,浩通科技,6138.0
1533,002474,榕基软件,6137.0
1534,002836,新宏泽,6132.0
1535,605008,长鸿高科,6132.0
1536,600730,中国高科,6131.0
1537,603156,养元饮品,6128.0
1538,000061,农产品,6125.0
1539,600621,华鑫股份,6123.0
1540,002417,深南股份,6116.0
1541,603937,丽岛新材,6116.0
1542,600166,福田汽车,6115.0
1543,600906,财达证券,6112.0
1544,003028,振邦智能,6110.0
1545,002155,湖南黄金,6101.0
1546,300869,康泰医学,6096.0
1547,300044,*ST赛为,6092.0
1548,002002,鸿达兴业,6090.0
1549,301061,匠心家居,6090.0
1550,300563,神宇股份,6088.0
1551,300329,海伦钢琴,6080.0
1552,300825,阿尔特,6079.0
1553,600056,中国医药,6074.0
1554,000050,深天马A,6073.0
1555,600552,凯盛科技,6070.0
1556,688768,容知日新,6065.0
1557,600302,标准股份,6062.0
1558,000707,*ST双环,6059.0
1559,688063,派能科技,6057.0
1560,002227,奥特迅,6054.0
1561,688558,国盛智科,6054.0
1562,002951,金时科技,6048.0
1563,603668,天马科技,6042.0
1564,601607,上海医药,6038.0
1565,301068,大地海洋,6038.0
1566,002009,天奇股份,6031.0
1567,603829,洛凯股份,6029.0
1568,002348,高乐股份,6022.0
1569,603967,中创物流,6017.0
1570,300220,金运激光,6013.0
1571,300392,腾信股份,6012.0
1572,002341,新纶新材,6007.0
1573,601958,金钼股份,5998.0
1574,300466,赛摩智能,5996.0
1575,300182,捷成股份,5981.0
1576,300725,药石科技,5979.0
1577,002127,南极电商,5978.0
1578,000877,天山股份,5976.0
1579,300123,亚光科技,5968.0
1580,002880,卫光生物,5964.0
1581,600861,北京城乡,5963.0
1582,002343,慈文传媒,5955.0
1583,600519,贵州茅台,5950.0
1584,000428,华天酒店,5946.0
1585,002661,克明食品,5942.0
1586,603650,彤程新材,5940.0
1587,603939,益丰药房,5940.0
1588,300150,世纪瑞尔,5933.0
1589,600095,湘财股份,5931.0
1590,600828,茂业商业,5914.0
1591,600148,长春一东,5908.0
1592,300911,亿田智能,5904.0
1593,002273,水晶光电,5892.0
1594,002556,辉隆股份,5884.0
1595,000800,一汽解放,5879.0
1596,300859,*ST西域,5873.0
1597,002169,智光电气,5872.0
1598,601799,星宇股份,5867.0
1599,600033,福建高速,5864.0
1600,603037,凯众股份,5863.0
1601,601100,恒立液压,5863.0
1602,605588,冠石科技,5862.0
1603,300838,浙江力诺,5856.0
1604,605255,天普股份,5853.0
1605,601989,中国重工,5852.0
1606,002515,金字火腿,5852.0
1607,600143,金发科技,5848.0
1608,300110,华仁药业,5840.0
1609,300064,*ST金刚,5833.0
1610,688226,威腾电气,5830.0
1611,600895,张江高科,5830.0
1612,000795,英洛华,5829.0
1613,688059,华锐精密,5824.0
1614,002433,太安堂,5814.0
1615,300986,志特新材,5812.0
1616,002933,新兴装备,5811.0
1617,002240,盛新锂能,5810.0
1618,603158,腾龙股份,5806.0
1619,300993,玉马遮阳,5798.0
1620,002738,中矿资源,5797.0
1621,688611,杭州柯林,5791.0
1622,000726,鲁泰A,5789.0
1623,600960,渤海汽车,5775.0
1624,300926,博俊科技,5774.0
1625,688128,中国电研,5766.0
1626,603029,天鹅股份,5763.0
1627,300432,富临精工,5762.0
1628,603626,科森科技,5760.0
1629,600072,中船科技,5755.0
1630,000032,深桑达A,5750.0
1631,600062,华润双鹤,5742.0
1632,300445,康斯特,5740.0
1633,002033,丽江股份,5736.0
1634,300895,铜牛信息,5731.0
1635,601519,大智慧,5722.0
1636,300735,光弘科技,5721.0
1637,002980,华盛昌,5720.0
1638,603929,亚翔集成,5718.0
1639,600576,祥源文化,5715.0
1640,603189,网达软件,5714.0
1641,600010,包钢股份,5712.0
1642,000620,新华联,5710.0
1643,001914,招商积余,5709.0
1644,603321,梅轮电梯,5706.0
1645,600685,中船防务,5700.0
1646,301019,宁波色母,5699.0
1647,000559,万向钱潮,5697.0
1648,688590,新致软件,5697.0
1649,688260,昀冢科技,5697.0
1650,002397,梦洁股份,5695.0
1651,002739,万达电影,5694.0
1652,688528,秦川物联,5691.0
1653,688379,华光新材,5688.0
1654,002935,天奥电子,5686.0
1655,600081,东风科技,5684.0
1656,603933,睿能科技,5672.0
1657,603559,中通国脉,5668.0
1658,002949,华阳国际,5664.0
1659,600146,*ST环球,5663.0
1660,002253,川大智胜,5662.0
1661,603722,阿科力,5658.0
1662,300350,华鹏飞,5654.0
1663,688399,硕世生物,5652.0
1664,000925,众合科技,5646.0
1665,603199,九华旅游,5643.0
1666,000070,特发信息,5642.0
1667,601882,海天精工,5641.0
1668,002401,中远海科,5637.0
1669,600088,中视传媒,5637.0
1670,600054,黄山旅游,5635.0
1671,603390,通达电气,5627.0
1672,300651,金陵体育,5622.0
1673,002218,拓日新能,5621.0
1674,600647,同达创业,5616.0
1675,002446,盛路通信,5608.0
1676,605116,奥锐特,5607.0
1677,002310,东方园林,5606.0
1678,000046,泛海控股,5605.0
1679,600543,莫高股份,5602.0
1680,600856,ST中天,5599.0
1681,000411,英特集团,5599.0
1682,002388,新亚制程,5597.0
1683,000156,华数传媒,5585.0
1684,300864,南大环境,5583.0
1685,002664,长鹰信质,5582.0
1686,300852,四会富仕,5580.0
1687,688670,金迪克,5577.0
1688,002722,金轮股份,5576.0
1689,002614,奥佳华,5576.0
1690,601858,中国科传,5573.0
1691,003033,征和工业,5572.0
1692,002780,三夫户外,5570.0
1693,000547,航天发展,5565.0
1694,603766,隆鑫通用,5558.0
1695,002300,太阳电缆,5554.0
1696,300208,青岛中程,5547.0
1697,002370,亚太药业,5537.0
1698,600610,中毅达,5526.0
1699,600809,山西汾酒,5520.0
1700,300671,富满微,5520.0
1701,300776,帝尔激光,5512.0
1702,000565,渝三峡A,5510.0
1703,603005,晶方科技,5508.0
1704,600223,鲁商发展,5502.0
1705,002875,安奈儿,5500.0
1706,600115,中国东航,5498.0
1707,600835,上海机电,5491.0
