trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb61,min1,min2,min3,max1,max2,max3,close,pb1,maxdif
20141222,1.8908,1.7694,1.5751,1.4964,1.4386,1.4125,1.3638,1.3466,1.4158,1.4851,1.3466,1.3638,1.4125,1.8908,1.7694,1.5751,3.41,1.82,-0.07079999999999997
20141223,1.8896,1.7688,1.5747,1.4964,1.4387,1.4132,1.3652,1.3486,1.4205,1.492,1.3486,1.3652,1.4132,1.8896,1.7688,1.5747,3.341,1.77,-0.11959999999999993
20141224,1.8883,1.7682,1.5743,1.4964,1.4388,1.4137,1.3664,1.3505,1.4247,1.4984,1.3505,1.3664,1.4137,1.8883,1.7682,1.5743,3.248,1.72,-0.16830000000000012
20141225,1.8869,1.7675,1.5737,1.4964,1.4389,1.4141,1.3675,1.352,1.4284,1.5038,1.352,1.3675,1.4141,1.8869,1.7675,1.5737,3.366,1.79,-0.09689999999999999
20141226,1.8857,1.7669,1.5733,1.4965,1.439,1.4146,1.3688,1.3539,1.4327,1.51,1.3539,1.3688,1.4146,1.8857,1.7669,1.5733,3.497,1.84,-0.04569999999999985
20141229,1.8844,1.7663,1.5729,1.4966,1.4393,1.4152,1.3701,1.356,1.4374,1.517,1.356,1.3701,1.4152,1.8844,1.7663,1.5729,3.48,1.85,-0.034399999999999986
20141230,1.8833,1.7657,1.5725,1.4968,1.4396,1.4159,1.3714,1.3582,1.442,1.5243,1.3582,1.3714,1.4159,1.8833,1.7657,1.5725,3.48,1.85,-0.033299999999999885
20141231,1.8822,1.7652,1.572,1.4969,1.4399,1.4165,1.3728,1.3602,1.4466,1.5313,1.3602,1.3728,1.4165,1.8822,1.7652,1.572,3.574,1.91,0.027799999999999825
20150105,1.8811,1.7647,1.5715,1.4972,1.4403,1.4173,1.3743,1.3626,1.4518,1.5393,1.3626,1.3743,1.4173,1.8811,1.7647,1.5715,3.688,1.96,0.07889999999999997
20150106,1.8802,1.7642,1.5711,1.4975,1.4408,1.4181,1.3759,1.3652,1.4573,1.548,1.3652,1.3759,1.4181,1.8802,1.7642,1.5711,3.663,1.95,0.06979999999999986
20150107,1.8792,1.7637,1.5708,1.4978,1.4413,1.4189,1.3775,1.3679,1.4627,1.5566,1.3679,1.3775,1.4189,1.8792,1.7637,1.5708,3.662,1.96,0.08079999999999998
20150108,1.8782,1.7634,1.5704,1.4981,1.4418,1.4197,1.3792,1.3706,1.4684,1.5654,1.3706,1.3792,1.4197,1.8782,1.7634,1.5704,3.582,1.91,0.03179999999999983
20150109,1.8771,1.763,1.57,1.4984,1.4421,1.4204,1.3807,1.3731,1.4736,1.5734,1.3731,1.3807,1.4204,1.8771,1.763,1.5734,3.556,1.91,0.03289999999999993
20150112,1.876,1.7626,1.5695,1.4987,1.4426,1.421,1.382,1.3757,1.4788,1.5816,1.3757,1.382,1.421,1.876,1.7626,1.5816,3.545,1.88,0.0040000000000000036
20150113,1.8749,1.7622,1.569,1.4989,1.4429,1.4216,1.3834,1.3781,1.4835,1.5892,1.3781,1.3834,1.4216,1.8749,1.7622,1.5892,3.538,1.88,0.005099999999999882
20150114,1.8737,1.7619,1.5685,1.4991,1.4433,1.4221,1.3847,1.3806,1.4883,1.5969,1.3806,1.3847,1.4221,1.8737,1.7619,1.5969,3.53,1.88,0.006299999999999972
20150115,1.8725,1.7614,1.568,1.4994,1.4437,1.4226,1.386,1.383,1.493,1.6046,1.383,1.386,1.4226,1.8725,1.7614,1.6046,3.63,1.95,0.0774999999999999
20150116,1.8713,1.7611,1.5675,1.4997,1.4442,1.4233,1.3875,1.3857,1.4984,1.6134,1.3857,1.3875,1.4233,1.8713,1.7611,1.6134,3.662,1.97,0.09870000000000001
20150119,1.8702,1.7607,1.5671,1.5,1.4448,1.4241,1.3891,1.3886,1.5039,1.6228,1.3886,1.3891,1.4241,1.8702,1.7607,1.6228,3.296,1.81,-0.06020000000000003
20150120,1.869,1.7602,1.5666,1.5,1.4451,1.4245,1.3904,1.3908,1.5082,1.6295,1.3904,1.3908,1.4245,1.869,1.7602,1.6295,3.382,1.84,-0.028999999999999915
20150121,1.8678,1.7596,1.5661,1.5,1.4454,1.425,1.3916,1.3932,1.5125,1.637,1.3916,1.3932,1.425,1.8678,1.7596,1.637,3.537,1.93,0.06220000000000003
20150122,1.8667,1.7592,1.5656,1.5002,1.4459,1.4256,1.3931,1.3959,1.5176,1.6462,1.3931,1.3959,1.4256,1.8667,1.7592,1.6462,3.543,1.94,0.07329999999999992
20150123,1.8656,1.7588,1.5652,1.5005,1.4464,1.4262,1.3946,1.3985,1.5226,1.6557,1.3946,1.3985,1.4262,1.8656,1.7588,1.6557,3.56,1.95,0.08440000000000003
20150126,1.8644,1.7584,1.5647,1.5007,1.4469,1.4269,1.3962,1.4012,1.5276,1.6651,1.3962,1.4012,1.4269,1.8644,1.7584,1.6651,3.594,1.96,0.09559999999999991
20150127,1.8634,1.758,1.5643,1.5009,1.4475,1.4276,1.3978,1.4039,1.5324,1.6743,1.3978,1.4039,1.4276,1.8634,1.758,1.6743,3.558,1.94,0.0766
20150128,1.8623,1.7576,1.5639,1.5011,1.448,1.4282,1.3994,1.4066,1.537,1.6833,1.3994,1.4066,1.4282,1.8623,1.7576,1.6833,3.501,1.91,0.047699999999999854
20150129,1.8612,1.7571,1.5635,1.5013,1.4485,1.4287,1.4009,1.4091,1.5413,1.6918,1.4009,1.4091,1.4287,1.8612,1.7571,1.6918,3.464,1.88,0.018799999999999928
20150130,1.86,1.7566,1.563,1.5014,1.4489,1.4293,1.4023,1.4115,1.5453,1.6997,1.4023,1.4115,1.4293,1.86,1.7566,1.6997,3.421,1.85,-0.010000000000000009
20150202,1.8588,1.7561,1.5626,1.5014,1.4493,1.4297,1.4036,1.4139,1.5492,1.707,1.4036,1.4139,1.4297,1.8588,1.7561,1.707,3.344,1.8,-0.05879999999999996
20150203,1.8576,1.7554,1.5621,1.5014,1.4497,1.4301,1.4047,1.4159,1.5525,1.7138,1.4047,1.4159,1.4301,1.8576,1.7554,1.7138,3.423,1.85,-0.007599999999999829
20150204,1.8565,1.7548,1.5617,1.5015,1.4501,1.4305,1.4059,1.4181,1.5561,1.7213,1.4059,1.4181,1.4305,1.8565,1.7548,1.7213,3.384,1.83,-0.026499999999999968
20150205,1.8554,1.7542,1.5612,1.5015,1.4505,1.4309,1.4071,1.4202,1.5597,1.7285,1.4071,1.4202,1.4309,1.8554,1.7542,1.7285,3.344,1.81,-0.045399999999999885
20150206,1.8543,1.7536,1.5607,1.5015,1.4508,1.4311,1.4082,1.4221,1.5632,1.7349,1.4082,1.4221,1.4311,1.8543,1.7536,1.7349,3.294,1.77,-0.08430000000000004
20150209,1.8532,1.7529,1.5602,1.5014,1.4511,1.4313,1.4093,1.4239,1.5664,1.7405,1.4093,1.4239,1.4313,1.8532,1.7529,1.7405,3.332,1.8,-0.053199999999999914
20150210,1.8522,1.7523,1.5597,1.5014,1.4514,1.4315,1.4104,1.4258,1.5697,1.7464,1.4104,1.4258,1.4315,1.8522,1.7523,1.7464,3.399,1.83,-0.022199999999999998
20150211,1.8512,1.7516,1.5593,1.5013,1.4518,1.4318,1.4114,1.4278,1.5732,1.753,1.4114,1.4278,1.4318,1.8512,1.753,1.7516,3.421,1.84,-0.011199999999999877
20150212,1.8502,1.751,1.5589,1.5013,1.4521,1.432,1.4126,1.4299,1.5768,1.7598,1.4126,1.4299,1.432,1.8502,1.7598,1.751,3.435,1.85,-0.00019999999999997797
20150213,1.8492,1.7504,1.5585,1.5013,1.4525,1.4323,1.4137,1.4319,1.5806,1.767,1.4137,1.4319,1.4323,1.8492,1.767,1.7504,3.457,1.86,0.010800000000000143
20150216,1.8483,1.7499,1.5583,1.5013,1.4528,1.4326,1.4149,1.434,1.5843,1.7744,1.4149,1.4326,1.434,1.8483,1.7744,1.7499,3.486,1.87,0.021700000000000053
20150217,1.8473,1.7493,1.5581,1.5014,1.4532,1.433,1.4162,1.4362,1.5881,1.782,1.4162,1.433,1.4362,1.8473,1.782,1.7493,3.517,1.89,0.04269999999999996
20150225,1.8464,1.7487,1.5578,1.5014,1.4537,1.4333,1.4175,1.4386,1.592,1.7898,1.4175,1.4333,1.4386,1.8464,1.7898,1.7487,3.463,1.87,0.023600000000000065
20150226,1.8454,1.7482,1.5575,1.5014,1.4541,1.4337,1.4187,1.441,1.5961,1.797,1.4187,1.4337,1.441,1.8454,1.797,1.7482,3.566,1.92,0.0746
20150227,1.8445,1.7477,1.5573,1.5015,1.4546,1.4342,1.4202,1.4436,1.6005,1.8046,1.4202,1.4342,1.4436,1.8445,1.8046,1.7477,3.559,1.92,0.0754999999999999
20150302,1.8436,1.7472,1.557,1.5016,1.4552,1.4348,1.4216,1.4461,1.6049,1.8118,1.4216,1.4348,1.4461,1.8436,1.8118,1.7472,3.587,1.94,0.09640000000000004
20150303,1.8427,1.7468,1.5568,1.5017,1.4558,1.4355,1.4231,1.4487,1.6096,1.819,1.4231,1.4355,1.4487,1.8427,1.819,1.7468,3.489,1.89,0.0472999999999999
20150304,1.8418,1.7462,1.5565,1.5017,1.4563,1.436,1.4244,1.4511,1.6139,1.8251,1.4244,1.436,1.4511,1.8418,1.8251,1.7462,3.518,1.9,0.05819999999999981
20150305,1.8408,1.7457,1.5563,1.5017,1.4568,1.4366,1.4258,1.4535,1.6184,1.8308,1.4258,1.4366,1.4535,1.8408,1.8308,1.7457,3.488,1.88,0.0391999999999999
20150306,1.8398,1.7451,1.5561,1.5017,1.4573,1.4371,1.4271,1.4559,1.6229,1.8362,1.4271,1.4371,1.4559,1.8398,1.8362,1.7451,3.466,1.87,0.030200000000000005
20150309,1.8389,1.7445,1.5559,1.5016,1.4577,1.4376,1.4284,1.4582,1.6273,1.8407,1.4284,1.4376,1.4577,1.8407,1.8389,1.7445,3.534,1.91,0.06929999999999992
20150310,1.8379,1.744,1.5557,1.5016,1.4583,1.4381,1.4298,1.4607,1.632,1.8456,1.4298,1.4381,1.4583,1.8456,1.8379,1.744,3.509,1.9,0.054400000000000004
20150311,1.8369,1.7435,1.5555,1.5016,1.4589,1.4387,1.4313,1.4634,1.6364,1.8492,1.4313,1.4387,1.4589,1.8492,1.8369,1.7435,3.514,1.91,0.060799999999999965
20150312,1.836,1.7429,1.5553,1.5016,1.4596,1.4393,1.4327,1.466,1.6408,1.8525,1.4327,1.4393,1.4596,1.8525,1.836,1.7429,3.578,1.95,0.09749999999999992
20150313,1.835,1.7425,1.5552,1.5016,1.4603,1.4399,1.4342,1.4688,1.6455,1.8556,1.4342,1.4399,1.4603,1.8556,1.835,1.7425,3.598,1.96,0.10440000000000005
20150316,1.834,1.7421,1.555,1.5017,1.461,1.4406,1.4357,1.4716,1.6502,1.8605,1.4357,1.4406,1.461,1.8605,1.834,1.7421,3.687,2.0,0.13949999999999996
20150317,1.8331,1.7417,1.555,1.5019,1.4619,1.4414,1.4373,1.4746,1.6552,1.8654,1.4373,1.4414,1.4619,1.8654,1.8331,1.7417,3.734,2.03,0.16459999999999986
20150318,1.8322,1.7413,1.555,1.5021,1.4628,1.4422,1.4389,1.4777,1.6604,1.871,1.4389,1.4422,1.4628,1.871,1.8322,1.7413,3.833,2.07,0.19899999999999984
20150319,1.8314,1.741,1.555,1.5023,1.4637,1.4432,1.4405,1.4809,1.6661,1.8772,1.4405,1.4432,1.4637,1.8772,1.8314,1.741,3.813,2.07,0.19279999999999986
20150320,1.8306,1.7407,1.5551,1.5025,1.4647,1.4442,1.4422,1.4841,1.6716,1.8833,1.4422,1.4442,1.4647,1.8833,1.8306,1.7407,3.867,2.09,0.20669999999999988
20150323,1.8297,1.7404,1.5552,1.5028,1.4657,1.4452,1.4438,1.4875,1.6773,1.889,1.4438,1.4452,1.4657,1.889,1.8297,1.7404,3.945,2.13,0.24099999999999988
20150324,1.8289,1.7401,1.5554,1.5031,1.4666,1.4463,1.4456,1.491,1.6834,1.8949,1.4456,1.4463,1.4666,1.8949,1.8289,1.7401,3.941,2.13,0.23509999999999986
20150325,1.8281,1.7398,1.5556,1.5034,1.4676,1.4474,1.4474,1.4944,1.6896,1.9008,1.4474,1.4474,1.4676,1.9008,1.8281,1.7398,3.917,2.1,0.19920000000000004
20150326,1.8274,1.7395,1.5557,1.5038,1.4685,1.4485,1.4492,1.4977,1.6954,1.9057,1.4485,1.4492,1.4685,1.9057,1.8274,1.7395,3.92,2.11,0.20429999999999993
20150327,1.8266,1.7391,1.5558,1.5041,1.4695,1.4495,1.451,1.501,1.7012,1.9105,1.4495,1.451,1.4695,1.9105,1.8266,1.7391,3.95,2.1,0.1895
20150330,1.8258,1.7388,1.556,1.5044,1.4704,1.4505,1.4528,1.5043,1.7071,1.9159,1.4505,1.4528,1.4704,1.9159,1.8258,1.7388,4.076,2.15,0.23409999999999997
20150331,1.8251,1.7386,1.5562,1.5048,1.4714,1.4515,1.4547,1.5079,1.7134,1.923,1.4515,1.4547,1.4714,1.923,1.8251,1.7386,4.031,2.12,0.19700000000000006
20150401,1.8243,1.7383,1.5563,1.5052,1.4724,1.4526,1.4565,1.5114,1.7192,1.9284,1.4526,1.4565,1.4724,1.9284,1.8243,1.7383,4.097,2.16,0.23160000000000025
20150402,1.8235,1.738,1.5566,1.5056,1.4735,1.4537,1.4586,1.515,1.7253,1.9336,1.4537,1.4586,1.4735,1.9336,1.8235,1.738,4.091,2.17,0.23639999999999994
20150403,1.8227,1.7378,1.5568,1.5061,1.4746,1.4549,1.4606,1.5186,1.7316,1.9389,1.4549,1.4606,1.4746,1.9389,1.8227,1.7378,4.157,2.18,0.2411000000000001
20150407,1.822,1.7376,1.5571,1.5066,1.4758,1.4562,1.4627,1.5223,1.7378,1.9443,1.4562,1.4627,1.4758,1.9443,1.822,1.7378,4.23,2.25,0.3057000000000001
20150408,1.8213,1.7374,1.5574,1.5072,1.4771,1.4577,1.4649,1.5263,1.7446,1.9498,1.4577,1.4649,1.4771,1.9498,1.8213,1.7446,4.264,2.27,0.32020000000000004
20150409,1.8207,1.7373,1.5577,1.5079,1.4784,1.4592,1.4671,1.5302,1.7515,1.9549,1.4592,1.4671,1.4784,1.9549,1.8207,1.7515,4.233,2.25,0.2950999999999999
20150410,1.82,1.7372,1.5581,1.5086,1.4797,1.4607,1.4693,1.5341,1.7582,1.9598,1.4607,1.4693,1.4797,1.9598,1.82,1.7582,4.332,2.29,0.33020000000000005
20150413,1.8193,1.7371,1.5585,1.5093,1.481,1.4623,1.4716,1.538,1.7653,1.9652,1.4623,1.4716,1.481,1.9652,1.8193,1.7653,4.404,2.34,0.3747999999999998
20150414,1.8187,1.737,1.559,1.5101,1.4824,1.4639,1.474,1.5422,1.7729,1.9723,1.4639,1.474,1.4824,1.9723,1.8187,1.7729,4.406,2.34,0.3676999999999999
20150415,1.8181,1.737,1.5595,1.5109,1.4838,1.4656,1.4764,1.5463,1.7805,1.9793,1.4656,1.4764,1.4838,1.9793,1.8181,1.7805,4.369,2.32,0.3406999999999998
20150416,1.8174,1.7369,1.56,1.5117,1.4851,1.4672,1.4788,1.5505,1.7879,1.9866,1.4672,1.4788,1.4851,1.9866,1.8174,1.7879,4.512,2.38,0.39339999999999997
20150417,1.8168,1.7367,1.5606,1.5126,1.4865,1.469,1.4813,1.5548,1.7958,1.9948,1.469,1.4813,1.4865,1.9948,1.8168,1.7958,4.59,2.43,0.43520000000000025
20150420,1.8162,1.7366,1.5612,1.5135,1.4879,1.4709,1.484,1.5594,1.8042,2.0038,1.4709,1.484,1.4879,2.0038,1.8162,1.8042,4.49,2.39,0.3862000000000001
20150421,1.8156,1.7364,1.5618,1.5144,1.4893,1.4727,1.4866,1.5639,1.8122,2.011,1.4727,1.4866,1.4893,2.011,1.8156,1.8122,4.585,2.43,0.41900000000000004
20150422,1.8151,1.7362,1.5623,1.5152,1.4908,1.4746,1.4893,1.5686,1.8207,2.0185,1.4746,1.4893,1.4908,2.0185,1.8207,1.8151,4.71,2.48,0.4615
20150423,1.8146,1.7361,1.5629,1.5162,1.4924,1.4766,1.4921,1.5735,1.8295,2.0295,1.4766,1.4921,1.4924,2.0295,1.8295,1.8146,4.705,2.49,0.46050000000000013
20150424,1.8141,1.7358,1.5636,1.5172,1.4939,1.4786,1.4951,1.5784,1.8386,2.0402,1.4786,1.4939,1.4951,2.0402,1.8386,1.8141,4.688,2.47,0.4298000000000002
20150427,1.8136,1.7356,1.5642,1.5181,1.4955,1.4805,1.498,1.5833,1.8476,2.049,1.4805,1.4955,1.498,2.049,1.8476,1.8136,4.785,2.54,0.4910000000000001
20150428,1.8131,1.7354,1.5649,1.5191,1.4971,1.4826,1.5011,1.5885,1.8573,2.0589,1.4826,1.4971,1.5011,2.0589,1.8573,1.8131,4.723,2.52,0.46110000000000007
20150429,1.8126,1.7352,1.5656,1.5201,1.4987,1.4847,1.5042,1.5939,1.8666,2.0682,1.4847,1.4987,1.5042,2.0682,1.8666,1.8126,4.749,2.48,0.41179999999999994
20150430,1.8121,1.735,1.5663,1.521,1.5002,1.4867,1.5072,1.599,1.8755,2.0767,1.4867,1.5002,1.5072,2.0767,1.8755,1.8121,4.739,2.4,0.3232999999999997
20150504,1.8117,1.7347,1.5669,1.5218,1.5016,1.4885,1.51,1.6038,1.8838,2.0843,1.4885,1.5016,1.51,2.0843,1.8838,1.8117,4.765,2.42,0.3357000000000001
20150505,1.8113,1.7343,1.5675,1.5226,1.5031,1.4905,1.5129,1.6087,1.8922,2.0926,1.4905,1.5031,1.5129,2.0926,1.8922,1.8113,4.584,2.32,0.22739999999999982
20150506,1.8108,1.7339,1.568,1.5233,1.5044,1.4923,1.5155,1.6132,1.8998,2.0998,1.4923,1.5044,1.5155,2.0998,1.8998,1.8108,4.536,2.28,0.1801999999999997
20150507,1.8102,1.7335,1.5683,1.524,1.5056,1.494,1.518,1.6176,1.907,2.1069,1.494,1.5056,1.518,2.1069,1.907,1.8102,4.457,2.22,0.1131000000000002
20150508,1.8097,1.7331,1.5687,1.5246,1.5069,1.4955,1.5203,1.6218,1.9138,2.1138,1.4955,1.5069,1.5203,2.1138,1.9138,1.8097,4.526,2.27,0.15620000000000012
20150511,1.8092,1.7327,1.569,1.5253,1.5081,1.4972,1.5228,1.6261,1.921,2.1207,1.4972,1.5081,1.5228,2.1207,1.921,1.8092,4.675,2.34,0.21930000000000005
20150512,1.8088,1.7324,1.5695,1.526,1.5096,1.4989,1.5255,1.6307,1.9288,2.129,1.4989,1.5096,1.5255,2.129,1.9288,1.8088,4.729,2.37,0.2410000000000001
20150513,1.8084,1.7322,1.57,1.5268,1.511,1.5008,1.5284,1.6353,1.9366,2.1382,1.5008,1.511,1.5268,2.1382,1.9366,1.8084,4.685,2.36,0.2218
20150514,1.8081,1.7319,1.5705,1.5277,1.5124,1.5026,1.5311,1.64,1.9442,2.1479,1.5026,1.5124,1.5277,2.1479,1.9442,1.8081,4.674,2.36,0.21209999999999996
20150515,1.8078,1.7316,1.571,1.5285,1.5139,1.5044,1.5339,1.6446,1.9517,2.157,1.5044,1.5139,1.5285,2.157,1.9517,1.8078,4.588,2.32,0.1629999999999998
20150518,1.8075,1.7313,1.5714,1.5293,1.5152,1.5061,1.5366,1.6491,1.959,2.1651,1.5061,1.5152,1.5293,2.1651,1.959,1.8075,4.554,2.3,0.13490000000000002
20150519,1.8072,1.7309,1.5718,1.53,1.5166,1.5078,1.5392,1.6536,1.9662,2.1726,1.5078,1.5166,1.53,2.1726,1.9662,1.8072,4.711,2.37,0.19740000000000002
20150520,1.807,1.7306,1.5722,1.5309,1.518,1.5097,1.5418,1.6584,1.9741,2.1811,1.5097,1.518,1.5309,2.1811,1.9741,1.807,4.733,2.37,0.1889000000000003
20150521,1.8069,1.7303,1.5727,1.5318,1.5195,1.5115,1.5445,1.6631,1.982,2.1895,1.5115,1.5195,1.5318,2.1895,1.982,1.8069,4.83,2.41,0.22050000000000036
20150522,1.8068,1.73,1.5733,1.5328,1.521,1.5133,1.5473,1.668,1.9902,2.1984,1.5133,1.521,1.5328,2.1984,1.9902,1.8068,4.934,2.48,0.2816000000000001
20150525,1.8068,1.7299,1.5739,1.5338,1.5227,1.5153,1.5502,1.6731,1.9989,2.208,1.5153,1.5227,1.5338,2.208,1.9989,1.8068,5.09,2.56,0.35199999999999987
20150526,1.8068,1.7298,1.5746,1.535,1.5245,1.5174,1.5534,1.6785,2.0082,2.2193,1.5174,1.5245,1.535,2.2193,2.0082,1.8068,5.165,2.61,0.3906999999999998
20150527,1.8068,1.7299,1.5754,1.5362,1.5265,1.5197,1.5567,1.6842,2.0176,2.2307,1.5197,1.5265,1.5362,2.2307,2.0176,1.8068,5.165,2.62,0.3893
20150528,1.8069,1.73,1.5762,1.5374,1.5284,1.522,1.5601,1.6899,2.027,2.2421,1.522,1.5284,1.5374,2.2421,2.027,1.8069,4.815,2.45,0.20789999999999997
20150529,1.8069,1.73,1.5768,1.5385,1.5301,1.5239,1.563,1.6949,2.0348,2.2505,1.5239,1.5301,1.5385,2.2505,2.0348,1.8069,4.818,2.45,0.1995
20150601,1.8069,1.73,1.5774,1.5395,1.5318,1.5258,1.5658,1.6999,2.0424,2.2597,1.5258,1.5318,1.5395,2.2597,2.0424,1.8069,5.07,2.59,0.3302999999999998
20150602,1.807,1.7301,1.5783,1.5407,1.5337,1.528,1.569,1.7055,2.0509,2.271,1.528,1.5337,1.5407,2.271,2.0509,1.807,5.156,2.63,0.359
20150603,1.8072,1.7302,1.5791,1.542,1.5356,1.5302,1.5723,1.7113,2.0598,2.2833,1.5302,1.5356,1.542,2.2833,2.0598,1.8072,5.113,2.63,0.3466999999999998
20150604,1.8073,1.7304,1.58,1.5432,1.5376,1.5325,1.5757,1.717,2.0682,2.2957,1.5325,1.5376,1.5432,2.2957,2.0682,1.8073,5.171,2.65,0.35429999999999984
20150605,1.8074,1.7305,1.5809,1.5445,1.5396,1.5349,1.579,1.7228,2.0767,2.3079,1.5349,1.5396,1.5445,2.3079,2.0767,1.8074,5.179,2.69,0.3820999999999999
20150608,1.8076,1.7307,1.5819,1.5458,1.5417,1.5373,1.5825,1.7288,2.085,2.3208,1.5373,1.5417,1.5458,2.3208,2.085,1.8076,5.306,2.76,0.4391999999999996
20150609,1.8078,1.731,1.583,1.5472,1.5439,1.5399,1.5861,1.735,2.0936,2.3348,1.5399,1.5439,1.5472,2.3348,2.0936,1.8078,5.263,2.75,0.4152
20150610,1.808,1.7313,1.584,1.5487,1.5461,1.5425,1.5898,1.7412,2.1017,2.3479,1.5425,1.5461,1.5487,2.3479,2.1017,1.808,5.258,2.74,0.3921000000000001
20150611,1.8082,1.7316,1.585,1.5501,1.5483,1.5451,1.5934,1.7474,2.1106,2.3607,1.5451,1.5483,1.5501,2.3607,2.1106,1.8082,5.259,2.75,0.3893
20150612,1.8084,1.7318,1.5861,1.5516,1.5506,1.5478,1.597,1.7535,2.1192,2.373,1.5478,1.5506,1.5516,2.373,2.1192,1.8084,5.298,2.77,0.3969999999999998
20150615,1.8086,1.7321,1.5871,1.5531,1.5528,1.5506,1.6008,1.7597,2.128,2.3851,1.5506,1.5528,1.5531,2.3851,2.128,1.8086,5.171,2.72,0.3349000000000002
20150616,1.8089,1.7324,1.5882,1.5545,1.5549,1.5532,1.6044,1.7657,2.1365,2.3957,1.5532,1.5545,1.5549,2.3957,2.1365,1.8089,5.035,2.63,0.23429999999999973
20150617,1.809,1.7325,1.5891,1.5558,1.5569,1.5557,1.6079,1.7714,2.1441,2.4049,1.5557,1.5558,1.5569,2.4049,2.1441,1.809,5.11,2.67,0.2650999999999999
20150618,1.8092,1.7327,1.5901,1.5571,1.5588,1.5582,1.6114,1.7773,2.1517,2.4144,1.5571,1.5582,1.5588,2.4144,2.1517,1.8092,4.909,2.57,0.15559999999999974
20150619,1.8093,1.7328,1.591,1.5583,1.5606,1.5606,1.6147,1.7827,2.1583,2.4216,1.5583,1.5606,1.5606,2.4216,2.1583,1.8093,4.603,2.41,-0.011600000000000055
20150623,1.8093,1.7328,1.5917,1.5593,1.5622,1.5627,1.6176,1.7875,2.1635,2.4262,1.5593,1.5622,1.5627,2.4262,2.1635,1.8093,4.766,2.48,0.05379999999999985
