trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb61,min1,min2,min3,max1,max2,max3,close,pb1,maxdif
20170316,2.3045,2.3071,2.3637,2.3078,2.3333,2.254,1.8521,1.8009,1.8413,1.8501,1.8009,1.8413,1.8501,2.3637,2.3333,2.3078,8.63,2.0003,-0.36339999999999995
20170317,2.3041,2.3071,2.3622,2.3074,2.3338,2.2507,1.853,1.8022,1.8429,1.8497,1.8022,1.8429,1.8497,2.3622,2.3338,2.3074,8.33,1.9308,-0.4314
20170320,2.3036,2.307,2.3605,2.3069,2.3342,2.247,1.8535,1.8032,1.844,1.8489,1.8032,1.844,1.8489,2.3605,2.3342,2.307,8.3,1.9239,-0.4366000000000001
20170321,2.303,2.3068,2.359,2.3065,2.3346,2.2437,1.8537,1.8042,1.8451,1.8478,1.8042,1.8451,1.8478,2.359,2.3346,2.3068,8.24,1.9141,-0.4449000000000001
20170322,2.3023,2.3067,2.3576,2.3062,2.335,2.2404,1.8543,1.805,1.846,1.8474,1.805,1.846,1.8474,2.3576,2.335,2.3067,8.11,1.8839,-0.47370000000000023
20170323,2.3016,2.3066,2.3562,2.3058,2.3354,2.2369,1.8546,1.8056,1.8464,1.8475,1.8056,1.8464,1.8475,2.3562,2.3354,2.3066,8.23,1.9117,-0.4444999999999999
20170324,2.3007,2.3065,2.3546,2.3056,2.3358,2.2335,1.855,1.8065,1.8472,1.8481,1.8065,1.8472,1.8481,2.3546,2.3358,2.3065,8.35,1.9396,-0.41500000000000004
20170327,2.2999,2.3065,2.3532,2.3055,2.3362,2.2304,1.8556,1.8077,1.8481,1.8491,1.8077,1.8481,1.8491,2.3532,2.3362,2.3065,8.4,1.9512,-0.40200000000000014
20170328,2.2991,2.3065,2.3518,2.3053,2.3367,2.2273,1.8561,1.809,1.8489,1.8506,1.809,1.8489,1.8506,2.3518,2.3367,2.3065,8.25,1.9164,-0.4353999999999998
20170329,2.2983,2.3065,2.3503,2.3048,2.3371,2.2241,1.8564,1.8098,1.8495,1.8513,1.8098,1.8495,1.8513,2.3503,2.3371,2.3065,8.2,1.9048,-0.4454999999999998
20170330,2.2973,2.3065,2.3488,2.3043,2.3374,2.2208,1.8569,1.8107,1.8501,1.8524,1.8107,1.8501,1.8524,2.3488,2.3374,2.3065,8.22,1.9094,-0.43940000000000023
20170331,2.2964,2.3066,2.3475,2.3037,2.3378,2.2174,1.8575,1.8115,1.8508,1.8533,1.8115,1.8508,1.8533,2.3475,2.3378,2.3066,8.11,1.8844,-0.46310000000000007
20170405,2.2956,2.3067,2.3464,2.3031,2.338,2.2139,1.8584,1.8121,1.8514,1.8541,1.8121,1.8514,1.8541,2.3464,2.338,2.3067,8.44,1.9611,-0.3853
20170406,2.2948,2.3069,2.3453,2.3027,2.3385,2.2103,1.8597,1.8128,1.8529,1.8556,1.8128,1.8529,1.8556,2.3453,2.3385,2.3069,8.41,1.9541,-0.3912
20170407,2.2941,2.3069,2.3442,2.3023,2.3389,2.2067,1.8607,1.8127,1.8544,1.8573,1.8127,1.8544,1.8573,2.3442,2.3389,2.3069,8.45,1.9634,-0.3807999999999998
20170410,2.2933,2.307,2.3432,2.3019,2.3393,2.2031,1.8619,1.8127,1.8561,1.8597,1.8127,1.8561,1.8597,2.3432,2.3393,2.307,8.26,1.9192,-0.42399999999999993
20170411,2.2926,2.3071,2.3421,2.3015,2.3397,2.199,1.8629,1.8126,1.8573,1.8613,1.8126,1.8573,1.8613,2.3421,2.3397,2.3071,8.39,1.9494,-0.3926999999999998
20170412,2.2919,2.3072,2.3407,2.3012,2.3401,2.195,1.8638,1.8129,1.8588,1.8632,1.8129,1.8588,1.8632,2.3407,2.3401,2.3072,8.46,1.9657,-0.375
20170413,2.2913,2.3072,2.3393,2.3009,2.3406,2.1911,1.8646,1.8132,1.8603,1.8657,1.8132,1.8603,1.8646,2.3406,2.3393,2.3072,8.36,1.9425,-0.3980999999999999
20170414,2.2906,2.3072,2.3381,2.3005,2.3411,2.1873,1.8655,1.8136,1.8617,1.8686,1.8136,1.8617,1.8655,2.3411,2.3381,2.3072,8.25,1.9169,-0.4241999999999999
20170417,2.2896,2.3072,2.3367,2.3001,2.3415,2.1835,1.8663,1.8139,1.863,1.8707,1.8139,1.863,1.8663,2.3415,2.3367,2.3072,8.22,1.9099,-0.4316
20170418,2.2887,2.3071,2.3351,2.2997,2.3419,2.1795,1.8672,1.8139,1.8645,1.8731,1.8139,1.8645,1.8672,2.3419,2.3351,2.3071,8.16,1.896,-0.44589999999999996
20170419,2.2878,2.3071,2.3338,2.2994,2.3423,2.1754,1.8681,1.8139,1.8656,1.8754,1.8139,1.8656,1.8681,2.3423,2.3338,2.3071,8.16,1.8707,-0.4715999999999998
20170420,2.2868,2.3069,2.3323,2.2991,2.3427,2.1713,1.869,1.8138,1.8667,1.8774,1.8138,1.8667,1.869,2.3427,2.3323,2.3069,8.24,1.8891,-0.4535999999999998
20170421,2.2861,2.3067,2.3308,2.2986,2.3429,2.167,1.8699,1.8137,1.8677,1.8795,1.8137,1.8677,1.8699,2.3429,2.3308,2.3067,8.33,1.9097,-0.43320000000000025
20170424,2.2854,2.3063,2.3293,2.2981,2.3433,2.1628,1.8707,1.8137,1.8688,1.8815,1.8137,1.8688,1.8707,2.3433,2.3293,2.3063,8.43,1.9326,-0.41070000000000007
20170425,2.2846,2.3059,2.3279,2.2976,2.3436,2.1585,1.8714,1.8139,1.8699,1.8837,1.8139,1.8699,1.8714,2.3436,2.3279,2.3059,8.41,1.928,-0.41559999999999997
20170426,2.284,2.3056,2.3266,2.2972,2.344,2.1541,1.8719,1.8144,1.871,1.886,1.8144,1.871,1.8719,2.344,2.3266,2.3056,8.43,1.9326,-0.41139999999999977
20170427,2.2832,2.3053,2.3253,2.2968,2.3443,2.1493,1.8723,1.8146,1.8722,1.8888,1.8146,1.8722,1.8723,2.3443,2.3253,2.3053,8.43,1.9326,-0.41169999999999995
20170428,2.2825,2.3051,2.3241,2.2965,2.3446,2.1442,1.8729,1.8148,1.8734,1.8914,1.8148,1.8729,1.8734,2.3446,2.3241,2.3051,8.44,1.9349,-0.40969999999999973
20170502,2.2817,2.3048,2.3228,2.2961,2.345,2.1391,1.8733,1.8148,1.8746,1.8941,1.8148,1.8733,1.8746,2.345,2.3228,2.3048,8.38,1.9212,-0.4238000000000002
20170503,2.281,2.3044,2.3216,2.2958,2.3453,2.134,1.8736,1.8147,1.8759,1.8971,1.8147,1.8736,1.8759,2.3453,2.3216,2.3044,8.42,1.9303,-0.41500000000000004
20170504,2.2803,2.3041,2.3203,2.2954,2.3456,2.1289,1.8738,1.8148,1.8769,1.9004,1.8148,1.8738,1.8769,2.3456,2.3203,2.3041,8.42,1.9303,-0.4153000000000002
20170505,2.2795,2.3038,2.319,2.295,2.346,2.1242,1.874,1.8151,1.878,1.9036,1.8151,1.874,1.878,2.346,2.319,2.3038,8.23,1.8868,-0.45920000000000005
20170508,2.2787,2.3035,2.3176,2.2946,2.3462,2.1192,1.8745,1.8151,1.8793,1.9058,1.8151,1.8745,1.8793,2.3462,2.3176,2.3035,8.27,1.896,-0.45020000000000016
20170509,2.278,2.3032,2.3162,2.294,2.3465,2.1142,1.8749,1.8153,1.8807,1.9082,1.8153,1.8749,1.8807,2.3465,2.3162,2.3032,8.07,1.8501,-0.49639999999999973
20170510,2.2772,2.3029,2.3147,2.2934,2.3466,2.1096,1.875,1.8154,1.8814,1.9095,1.8154,1.875,1.8814,2.3466,2.3147,2.3029,8.07,1.8501,-0.49649999999999994
20170511,2.2765,2.3026,2.3133,2.2927,2.3467,2.1045,1.8751,1.8155,1.8823,1.9106,1.8155,1.8751,1.8823,2.3467,2.3133,2.3026,8.18,1.8753,-0.4713999999999998
20170512,2.2758,2.3023,2.312,2.292,2.3468,2.0991,1.8753,1.8158,1.8834,1.9115,1.8158,1.8753,1.8834,2.3468,2.312,2.3023,8.24,1.8891,-0.4577
20170515,2.2752,2.302,2.3107,2.2914,2.347,2.0938,1.8757,1.8161,1.8846,1.9128,1.8161,1.8757,1.8846,2.347,2.3107,2.302,8.27,1.896,-0.45100000000000007
20170516,2.2746,2.3018,2.3093,2.2908,2.3473,2.0888,1.876,1.8165,1.8858,1.9145,1.8165,1.876,1.8858,2.3473,2.3093,2.3018,8.34,1.912,-0.43530000000000024
20170517,2.2741,2.3014,2.3077,2.2902,2.3476,2.0838,1.8763,1.817,1.8872,1.9164,1.817,1.8763,1.8872,2.3476,2.3077,2.3014,8.6,1.9716,-0.3759999999999999
20170518,2.2737,2.3012,2.3063,2.2897,2.3482,2.079,1.877,1.8179,1.889,1.9193,1.8179,1.877,1.889,2.3482,2.3063,2.3012,8.53,1.9556,-0.39259999999999984
20170519,2.2733,2.301,2.3049,2.2891,2.3486,2.0742,1.8775,1.8186,1.8907,1.9217,1.8186,1.8775,1.8907,2.3486,2.3049,2.301,8.53,1.9556,-0.3929999999999998
20170522,2.2728,2.3008,2.3035,2.2886,2.349,2.0701,1.8775,1.8193,1.8921,1.9242,1.8193,1.8775,1.8921,2.349,2.3035,2.3008,8.62,1.9762,-0.37280000000000024
20170523,2.2725,2.3005,2.3021,2.2881,2.3494,2.0661,1.8771,1.8201,1.8937,1.9271,1.8201,1.8771,1.8937,2.3494,2.3021,2.3005,8.73,2.0014,-0.3480000000000003
20170524,2.2722,2.3003,2.3008,2.2877,2.3498,2.0625,1.8761,1.8213,1.8954,1.9292,1.8213,1.8761,1.8954,2.3498,2.3008,2.3003,8.77,2.0106,-0.33919999999999995
20170525,2.2718,2.3002,2.2996,2.2873,2.3502,2.0589,1.8745,1.8229,1.8972,1.9309,1.8229,1.8745,1.8972,2.3502,2.3002,2.2996,8.93,2.0473,-0.30290000000000017
20170526,2.2716,2.3001,2.2984,2.2869,2.3507,2.0553,1.8728,1.8246,1.8996,1.933,1.8246,1.8728,1.8996,2.3507,2.3001,2.2984,8.92,2.045,-0.30569999999999986
20170531,2.2713,2.2999,2.2974,2.2867,2.3512,2.0517,1.8708,1.8264,1.9015,1.9352,1.8264,1.8708,1.9015,2.3512,2.2999,2.2974,9.01,2.0656,-0.2856000000000001
20170601,2.271,2.2998,2.2966,2.2865,2.3516,2.048,1.8692,1.8283,1.9022,1.9374,1.8283,1.8692,1.9022,2.3516,2.2998,2.2966,9.13,2.0931,-0.25849999999999973
20170602,2.2708,2.2997,2.2958,2.2864,2.3519,2.0442,1.8673,1.8303,1.9023,1.9402,1.8303,1.8673,1.9023,2.3519,2.2997,2.2958,9.12,2.0908,-0.2610999999999999
20170605,2.2706,2.2995,2.2951,2.2863,2.3521,2.0406,1.8657,1.8322,1.9024,1.9423,1.8322,1.8657,1.9024,2.3521,2.2995,2.2951,9.08,2.0816,-0.2705000000000002
20170606,2.2703,2.2994,2.2942,2.2861,2.3521,2.0371,1.8642,1.8341,1.9026,1.9459,1.8341,1.8642,1.9026,2.3521,2.2994,2.2942,9.12,2.0908,-0.26129999999999987
20170607,2.2701,2.2993,2.2934,2.2859,2.3523,2.0337,1.8633,1.836,1.9029,1.9481,1.836,1.8633,1.9029,2.3523,2.2993,2.2934,9.09,2.0839,-0.2684000000000002
20170608,2.27,2.2991,2.2927,2.2858,2.3525,2.0305,1.8621,1.838,1.9035,1.9499,1.838,1.8621,1.9035,2.3525,2.2991,2.2927,9.19,2.1069,-0.24560000000000004
20170609,2.2698,2.299,2.292,2.2856,2.3528,2.027,1.861,1.8399,1.9043,1.9522,1.8399,1.861,1.9043,2.3528,2.299,2.292,8.97,2.0564,-0.2963999999999998
20170612,2.2697,2.2989,2.2916,2.2852,2.353,2.0234,1.8601,1.8416,1.9042,1.9536,1.8416,1.8601,1.9042,2.353,2.2989,2.2916,8.98,2.0587,-0.29430000000000023
20170613,2.2697,2.2987,2.2912,2.2849,2.3533,2.02,1.8589,1.8435,1.9044,1.9547,1.8435,1.8589,1.9044,2.3533,2.2987,2.2912,8.97,2.0564,-0.29689999999999994
20170614,2.2696,2.2986,2.2909,2.2846,2.3535,2.0163,1.8577,1.8453,1.9045,1.956,1.8453,1.8577,1.9045,2.3535,2.2986,2.2909,8.99,2.061,-0.2925
20170615,2.2696,2.2983,2.2907,2.2844,2.3536,2.0124,1.8567,1.8472,1.9044,1.9573,1.8472,1.8567,1.9044,2.3536,2.2983,2.2907,9.41,2.1573,-0.19629999999999992
20170616,2.2697,2.2982,2.2905,2.2843,2.3534,2.0085,1.8566,1.8495,1.9052,1.9604,1.8495,1.8566,1.9052,2.3534,2.2982,2.2905,9.55,2.1894,-0.16400000000000015
20170619,2.2698,2.2981,2.2905,2.2843,2.3532,2.0047,1.8563,1.852,1.9066,1.9635,1.852,1.8563,1.9066,2.3532,2.2981,2.2905,9.73,2.2307,-0.12250000000000005
20170620,2.27,2.298,2.2903,2.2844,2.3529,2.0018,1.8563,1.854,1.9087,1.9684,1.854,1.8563,1.9087,2.3529,2.298,2.2903,9.86,2.2605,-0.09240000000000004
20170621,2.2703,2.298,2.2903,2.2844,2.3522,1.9991,1.856,1.8564,1.9108,1.9739,1.856,1.8564,1.9108,2.3522,2.298,2.2903,9.81,2.249,-0.10319999999999974
20170622,2.2706,2.2979,2.2902,2.2845,2.3514,1.9959,1.8557,1.8586,1.9134,1.9794,1.8557,1.8586,1.9134,2.3514,2.2979,2.2902,9.75,2.2353,-0.11609999999999987
20170623,2.2709,2.2979,2.2901,2.2845,2.3506,1.9927,1.8556,1.8608,1.9163,1.9851,1.8556,1.8608,1.9163,2.3506,2.2979,2.2901,9.8,2.2467,-0.10389999999999988
20170626,2.2712,2.298,2.2901,2.2845,2.3493,1.9895,1.8557,1.8631,1.9194,1.9906,1.8557,1.8631,1.9194,2.3493,2.298,2.2901,9.9,2.2696,-0.07969999999999988
20170627,2.2715,2.298,2.2903,2.2846,2.3477,1.9863,1.8558,1.8652,1.9226,1.996,1.8558,1.8652,1.9226,2.3477,2.298,2.2903,9.93,2.2765,-0.07120000000000015
20170628,2.2719,2.2981,2.2903,2.2847,2.3456,1.983,1.8559,1.8675,1.926,2.0014,1.8559,1.8675,1.926,2.3456,2.2981,2.2903,10.13,2.3224,-0.02320000000000011
20170629,2.2724,2.2983,2.29,2.2849,2.343,1.9795,1.8562,1.8704,1.9297,2.008,1.8562,1.8704,1.9297,2.343,2.2983,2.29,10.03,2.2994,-0.04360000000000008
20170630,2.2728,2.2984,2.2899,2.2851,2.3398,1.9761,1.8564,1.8731,1.9335,2.0145,1.8564,1.8731,1.9335,2.3398,2.2984,2.2899,9.93,2.2765,-0.06329999999999991
20170703,2.2733,2.2984,2.2896,2.2853,2.3366,1.9726,1.8559,1.8755,1.9369,2.0205,1.8559,1.8755,1.9369,2.3366,2.2984,2.2896,9.82,2.2513,-0.08529999999999971
20170704,2.2738,2.2985,2.2892,2.2854,2.3335,1.9692,1.8556,1.878,1.9403,2.0265,1.8556,1.878,1.9403,2.3335,2.2985,2.2892,9.75,2.2353,-0.09819999999999984
20170705,2.2742,2.2985,2.2889,2.2856,2.331,1.9657,1.8552,1.8803,1.9433,2.031,1.8552,1.8803,1.9433,2.331,2.2985,2.2889,9.82,2.2513,-0.07969999999999988
20170706,2.2745,2.2987,2.2886,2.2857,2.3284,1.9624,1.8548,1.8827,1.9466,2.0359,1.8548,1.8827,1.9466,2.3284,2.2987,2.2886,9.7,2.2238,-0.10459999999999958
20170707,2.2749,2.2987,2.2884,2.2859,2.3258,1.9591,1.8544,1.8849,1.95,2.0402,1.8544,1.8849,1.95,2.3258,2.2987,2.2884,9.63,2.2077,-0.1181000000000001
20170710,2.2753,2.2988,2.2881,2.2859,2.3224,1.9558,1.8538,1.8869,1.9531,2.0449,1.8538,1.8869,1.9531,2.3224,2.2988,2.2881,9.69,2.2215,-0.10090000000000021
20170711,2.2757,2.299,2.2877,2.286,2.3191,1.9529,1.8532,1.889,1.9563,2.0494,1.8532,1.889,1.9529,2.3191,2.299,2.2877,9.71,2.2261,-0.09299999999999997
20170712,2.2761,2.2992,2.2873,2.2862,2.3163,1.9505,1.8526,1.8912,1.9597,2.0536,1.8526,1.8912,1.9505,2.3163,2.2992,2.2873,9.22,2.1137,-0.2025999999999999
20170713,2.2765,2.2992,2.2867,2.2861,2.3135,1.9477,1.8519,1.8926,1.9625,2.0564,1.8519,1.8926,1.9477,2.3135,2.2992,2.2867,9.3,2.1321,-0.1814
20170714,2.2767,2.2993,2.2863,2.2861,2.3108,1.9449,1.8513,1.8939,1.9653,2.06,1.8513,1.8939,1.9449,2.3108,2.2993,2.2863,9.26,2.1229,-0.18789999999999996
20170717,2.277,2.2995,2.2859,2.2861,2.308,1.9422,1.8508,1.8953,1.9683,2.0635,1.8508,1.8953,1.9422,2.308,2.2995,2.2861,9.14,2.0954,-0.21259999999999968
20170718,2.2772,2.2996,2.2854,2.2861,2.3058,1.9402,1.8501,1.8965,1.9711,2.0667,1.8501,1.8965,1.9402,2.3058,2.2996,2.2861,9.12,2.0908,-0.21499999999999986
20170719,2.2774,2.2996,2.2849,2.2862,2.3032,1.9386,1.8495,1.8978,1.9739,2.0703,1.8495,1.8978,1.9386,2.3032,2.2996,2.2862,9.54,2.1871,-0.11609999999999987
20170720,2.2778,2.2998,2.2844,2.2863,2.3002,1.9367,1.8491,1.8992,1.9774,2.0752,1.8491,1.8992,1.9367,2.3002,2.2998,2.2863,9.38,2.1504,-0.14979999999999993
20170721,2.2781,2.2998,2.2839,2.2865,2.2975,1.9351,1.8494,1.9005,1.9803,2.0792,1.8494,1.9005,1.9351,2.2998,2.2975,2.2865,9.18,2.1046,-0.19519999999999982
20170724,2.2784,2.2999,2.2834,2.2865,2.2947,1.9334,1.8495,1.9016,1.9828,2.082,1.8495,1.9016,1.9334,2.2999,2.2947,2.2865,9.08,2.0816,-0.21830000000000016
20170725,2.2785,2.2998,2.2828,2.2866,2.2917,1.932,1.8494,1.9026,1.9853,2.0845,1.8494,1.9026,1.932,2.2998,2.2917,2.2866,8.8,2.0175,-0.2822999999999998
20170726,2.2786,2.2998,2.2822,2.2865,2.2889,1.9299,1.8497,1.9034,1.9873,2.0859,1.8497,1.9034,1.9299,2.2998,2.2889,2.2865,8.83,2.0243,-0.27549999999999963
20170727,2.2787,2.2998,2.2815,2.2865,2.2863,1.9283,1.8498,1.9042,1.9894,2.0874,1.8498,1.9042,1.9283,2.2998,2.2865,2.2863,8.97,2.0564,-0.24339999999999984
20170728,2.2789,2.2998,2.2809,2.2864,2.2837,1.9273,1.8505,1.9051,1.9917,2.0894,1.8505,1.9051,1.9273,2.2998,2.2864,2.2837,8.87,2.0335,-0.26629999999999976
20170731,2.279,2.2999,2.2802,2.2864,2.2814,1.9257,1.851,1.9059,1.9942,2.0912,1.851,1.9059,1.9257,2.2999,2.2864,2.2814,8.91,2.0427,-0.2572000000000001
20170801,2.2792,2.3,2.2795,2.2863,2.2789,1.9236,1.8516,1.9067,1.9967,2.0931,1.8516,1.9067,1.9236,2.3,2.2863,2.2795,9.05,2.0748,-0.22519999999999962
20170802,2.2793,2.3001,2.2789,2.2863,2.2765,1.9215,1.8522,1.9077,1.9995,2.0954,1.8522,1.9077,1.9215,2.3001,2.2863,2.2793,9.14,2.0954,-0.20469999999999988
20170803,2.2795,2.3002,2.2784,2.2863,2.2742,1.9199,1.853,1.9091,2.0023,2.0989,1.853,1.9091,1.9199,2.3002,2.2863,2.2795,9.02,2.0679,-0.23229999999999995
20170804,2.2796,2.3003,2.2779,2.2863,2.2717,1.9186,1.8537,1.9103,2.005,2.1017,1.8537,1.9103,1.9186,2.3003,2.2863,2.2796,9.02,2.0679,-0.23240000000000016
20170807,2.2798,2.3003,2.2774,2.2863,2.269,1.9174,1.8542,1.9114,2.0074,2.1053,1.8542,1.9114,1.9174,2.3003,2.2863,2.2798,8.74,2.0037,-0.2966000000000002
20170808,2.2799,2.3003,2.2769,2.2863,2.2661,1.9158,1.8547,1.9122,2.0092,2.1078,1.8547,1.9122,1.9158,2.3003,2.2863,2.2799,8.82,2.022,-0.2783000000000002
20170809,2.28,2.3003,2.2764,2.2862,2.2639,1.9144,1.8554,1.9132,2.0108,2.1102,1.8554,1.9132,1.9144,2.3003,2.2862,2.28,8.84,2.0266,-0.27369999999999983
20170810,2.2802,2.3003,2.2758,2.2861,2.2618,1.9129,1.856,1.9141,2.0126,2.1124,1.856,1.9129,1.9141,2.3003,2.2861,2.2802,8.86,2.0312,-0.2690999999999999
20170811,2.2803,2.3004,2.2753,2.286,2.2595,1.9116,1.8566,1.915,2.0146,2.1146,1.8566,1.9116,1.915,2.3004,2.286,2.2803,8.57,1.9647,-0.3356999999999999
20170814,2.2804,2.3005,2.2748,2.2858,2.257,1.91,1.8576,1.9158,2.016,2.1155,1.8576,1.91,1.9158,2.3005,2.2858,2.2804,8.67,1.9586,-0.3419000000000001
20170815,2.2804,2.3005,2.2744,2.2855,2.2544,1.9086,1.8585,1.9167,2.0173,2.1153,1.8585,1.9086,1.9167,2.3005,2.2855,2.2804,8.53,1.927,-0.37349999999999994
20170816,2.2804,2.3006,2.274,2.2852,2.2519,1.9076,1.8596,1.9176,2.0183,2.1148,1.8596,1.9076,1.9176,2.3006,2.2852,2.2804,8.53,1.927,-0.37360000000000015
20170817,2.2804,2.3007,2.2736,2.2846,2.2492,1.9065,1.8604,1.9185,2.0193,2.1144,1.8604,1.9065,1.9185,2.3007,2.2846,2.2804,8.65,1.9541,-0.3466
20170818,2.2804,2.3008,2.2734,2.2841,2.2467,1.9055,1.8614,1.9195,2.0206,2.114,1.8614,1.9055,1.9195,2.3008,2.2841,2.2804,8.67,1.9586,-0.3422000000000003
20170821,2.2805,2.3009,2.2732,2.2836,2.2443,1.9048,1.8623,1.9206,2.0213,2.1133,1.8623,1.9048,1.9206,2.3009,2.2836,2.2805,8.71,1.9677,-0.33319999999999994
20170822,2.2804,2.301,2.2729,2.283,2.2421,1.9042,1.8632,1.9216,2.0217,2.1126,1.8632,1.9042,1.9216,2.301,2.283,2.2804,8.65,1.9541,-0.3469000000000002
20170823,2.2803,2.3011,2.2725,2.2826,2.24,1.9035,1.864,1.9226,2.022,2.1111,1.864,1.9035,1.9226,2.3011,2.2826,2.2803,8.72,1.9699,-0.33119999999999994
20170824,2.2802,2.3012,2.2721,2.2819,2.2379,1.9027,1.8649,1.9236,2.0225,2.1098,1.8649,1.9027,1.9236,2.3012,2.2819,2.2802,8.57,1.936,-0.3652000000000002
20170825,2.2801,2.3013,2.2717,2.2813,2.2358,1.9019,1.8658,1.9244,2.0226,2.1077,1.8658,1.9019,1.9244,2.3013,2.2813,2.2801,8.74,1.9744,-0.32689999999999997
20170828,2.28,2.3015,2.2713,2.2808,2.2339,1.9013,1.8666,1.9254,2.023,2.1058,1.8666,1.9013,1.9254,2.3015,2.2808,2.28,9.16,2.0693,-0.23219999999999974
20170829,2.28,2.3018,2.271,2.2805,2.232,1.9008,1.8676,1.9268,2.0238,2.1054,1.8676,1.9008,1.9268,2.3018,2.2805,2.28,9.06,2.0467,-0.2551000000000001
20170830,2.28,2.3021,2.2706,2.2801,2.2298,1.8999,1.8686,1.9279,2.0254,2.1048,1.8686,1.8999,1.9279,2.3021,2.2801,2.28,9.06,2.0467,-0.25539999999999985
20170831,2.2799,2.3024,2.2704,2.2797,2.2272,1.899,1.8696,1.9287,2.0261,2.1041,1.8696,1.899,1.9287,2.3024,2.2799,2.2797,9.12,2.0603,-0.2421000000000002
20170901,2.2799,2.3026,2.2702,2.2802,2.2246,1.8982,1.8704,1.9297,2.0268,2.1037,1.8704,1.8982,1.9297,2.3026,2.2802,2.2799,9.07,2.049,-0.25360000000000005
20170904,2.2798,2.3029,2.2699,2.2806,2.2221,1.8973,1.8713,1.9307,2.0275,2.1028,1.8713,1.8973,1.9307,2.3029,2.2806,2.2798,9.06,2.0467,-0.2562000000000002
