,trade_date,dif_pb,close,本次金额,累计买入金额,累计卖出金额,股票剩余资产
0,20140425,-0.004,7.82,-787.01,787.01,0.0,776.21
1,20140428,-0.069,7.87,-13384.17,14171.18,0.0,14146.65
2,20140429,-0.061,7.93,-11900.15,26071.33,0.0,26135.96
3,20140430,-0.069,7.87,-13384.17,39455.5,0.0,39300.31
4,20140505,-0.084,7.76,-16301.21,55756.71,0.0,55026.42
5,20140506,-0.086,7.74,-17033.22,72789.93,0.0,71891.09
6,20140507,-0.091,7.7,-17715.23,90505.15999999999,0.0,89207.19
7,20140508,-0.094,7.67,-18413.24,108918.4,0.0,107244.38
8,20140509,-0.095,7.65,-18365.24,127283.64,0.0,125301.54
9,20140512,-0.082,7.74,-16259.21,143542.85,0.0,143009.16
10,20140513,-0.086,7.7,-16945.22,160488.07,0.0,159188.69
11,20140514,-0.087,7.68,-16901.22,177389.29,0.0,175649.87
12,20140515,-0.088,7.65,-17600.23,194989.52000000002,0.0,192536.51
13,20140516,-0.081,7.68,-16133.21,211122.73,0.0,209399.19
14,20140519,-0.114,7.42,-22265.87,233388.6,0.0,224541.94
15,20140520,-0.118,7.37,-23590.22,256978.82,0.0,246583.03
16,20140521,-0.11,7.4,-21465.66,278444.48,0.0,269019.66
17,20140522,-0.106,7.41,-20753.47,299197.94999999995,0.0,290104.99
18,20140523,-0.097,7.46,-19401.26,318599.20999999996,0.0,311434.04
19,20140526,-0.091,7.49,-17981.24,336580.44999999995,0.0,330639.76
20,20140527,-0.097,7.44,-19349.26,355929.70999999996,0.0,347752.08
21,20140528,-0.094,7.45,-18630.25,374559.95999999996,0.0,366820.96
22,20140529,-0.096,7.42,-18555.25,393115.20999999996,0.0,383870.38
23,20140530,-0.09,7.45,-17885.24,411000.44999999995,0.0,403279.84
24,20140603,-0.089,7.44,-17117.23,428117.67999999993,0.0,419828.9
25,20140604,-0.092,7.4,-17765.24,445882.9199999999,0.0,435309.28
26,20140605,-0.082,7.46,-15671.21,461554.12999999995,0.0,454485.08
27,20140606,-0.087,7.4,-17025.23,478579.3599999999,0.0,467828.15
28,20140609,-0.087,7.38,-16979.23,495558.5899999999,0.0,483516.28
29,20140610,-0.076,7.45,-14905.2,510463.7899999999,0.0,502983.72
30,20140611,-0.083,7.38,-16241.22,526705.0099999999,0.0,514473.12
31,20140612,-0.086,7.34,-16887.23,543592.2399999999,0.0,528545.27
32,20140613,-0.069,7.45,-13415.18,557007.4199999999,0.0,549859.42
33,20140616,-0.036,7.68,-6917.09,563924.5099999999,0.0,573738.44
