,trade_date,dif_pb,close,本次金额,累计买入金额,累计卖出金额,股票剩余资产
0,20120705,-0.033,6.11,-6115.1,6115.1,0.0,6098.79
1,20120706,-0.014,6.25,-2505.04,8620.14,0.0,8736.11
2,20120709,-0.102,6.02,-19871.3,28491.44,0.0,28258.16
3,20120710,-0.087,6.05,-16945.28,45436.72,0.0,45317.53
4,20120711,-0.046,6.12,-9185.15,54621.87,0.0,55010.25
5,20120712,-0.014,6.18,-2477.04,57098.91,0.0,58018.44
6,20120713,-0.047,6.14,-9215.15,66314.06,0.0,66841.25
7,20120716,-0.182,5.94,-36243.67,102557.73,0.0,100852.08
8,20120717,-0.171,5.96,-33981.06,136538.78999999998,0.0,135120.62
9,20120718,-0.171,5.96,-33981.06,170519.84999999998,0.0,169049.58
10,20120719,-0.112,6.05,-22390.97,192910.81999999998,0.0,193959.03
11,20120720,-0.081,6.1,-15865.26,208776.08,0.0,211401.94
12,20120723,-0.091,6.09,-17666.29,226442.37,0.0,228694.01
13,20120724,-0.059,6.14,-11671.19,238113.56,0.0,242222.89
14,20120725,-0.107,6.07,-21250.66,259364.22,0.0,260679.44
15,20120726,-0.167,5.98,-32898.77,292262.99,0.0,289662.61
16,20120727,-0.2,5.93,-39741.6,332004.58999999997,0.0,326921.31
17,20120730,-0.26,5.84,-51989.88,383994.47,0.0,373869.66
18,20120731,-0.368,5.66,-73599.7,457594.17,0.0,435832.81
19,20120801,-0.295,5.76,-58767.71,516361.88,0.0,502210.71
20,20120802,-0.281,5.77,-55983.96,572345.84,0.0,558980.69
21,20120803,-0.144,5.97,-28663.64,601009.48,0.0,606976.14
22,20120806,-0.336,6.08,-66897.82,667907.3,0.0,684955.44
23,20120807,-0.36,6.03,-71776.13,739683.43,0.0,750988.6
24,20120808,-0.366,6.01,-72740.39,812423.8200000001,0.0,821126.61
25,20120809,-0.329,6.06,-65465.44,877889.26,0.0,893323.17
26,20120810,-0.281,6.13,-55797.86,933687.12,0.0,959354.62
27,20120813,-0.422,5.89,-84249.49,1017936.61,0.0,1005913.91
28,20120814,-0.385,5.94,-76646.45,1094583.06,0.0,1090982.15
29,20120815,-0.421,5.87,-83963.42,1178546.48,0.0,1161959.89
30,20120816,-0.447,5.82,-89069.79,1267616.27,0.0,1240995.44
31,20120817,-0.436,5.83,-86890.21,1354506.48,0.0,1329884.7
32,20120820,-0.43,5.83,-85723.9,1440230.38,0.0,1415477.1
33,20120821,-0.382,5.9,-76130.32,1516360.7,0.0,1508486.4
34,20120822,-0.414,5.84,-82366.0,1598726.7,0.0,1575385.26
35,20120823,-0.366,5.91,-72712.4,1671439.0999999999,0.0,1666869.53
36,20120824,-0.433,5.79,-86294.06,1757733.16,0.0,1719185.56
37,20120827,-0.503,5.65,-100596.92,1858330.0799999998,0.0,1778058.1
38,20120828,-0.452,5.71,-90242.13,1948572.21,0.0,1887044.11
39,20120829,-0.403,5.77,-80224.44,2028796.65,0.0,1986974.65
40,20120830,-0.48,5.62,-95565.59,2124362.2399999998,0.0,2030738.18
41,20120831,-0.453,5.64,-90264.16,2214626.4,0.0,2128090.73
42,20120903,-0.416,5.68,-82950.19,2297576.59,0.0,2226006.72
43,20120904,-0.453,5.6,-90184.15,2387760.7399999998,0.0,2284699.65
44,20120905,-0.422,5.63,-83909.46,2471670.1999999997,0.0,2380719.98
45,20120906,-0.364,5.7,-72409.37,2544079.57,0.0,2482619.18
46,20120907,-0.26,5.85,-51493.75,2595573.32,0.0,2599367.18
47,20120910,-0.23,5.88,-45876.25,2641449.57,0.0,2658503.39
48,20120911,-0.24,5.84,-47900.79,2689350.36,0.0,2688245.34
49,20120912,-0.203,5.88,-40582.83,2729933.19,0.0,2747178.89
50,20120913,-0.233,5.81,-46492.42,2776425.61,0.0,2760894.92
51,20120914,-0.222,5.81,-44167.8,2820593.4099999997,0.0,2804994.97
52,20120917,-0.338,5.6,-67218.0,2887811.4099999997,0.0,2770722.66
53,20120918,-0.328,5.6,-65537.55,2953348.9599999995,0.0,2836159.59
54,20120919,-0.294,5.64,-58671.7,3012020.6599999997,0.0,2914999.88
55,20120920,-0.392,5.46,-78098.95,3090119.61,0.0,2899945.28
56,20120921,-0.394,5.44,-78357.02,3168476.63,0.0,2967559.22
57,20120924,-0.409,5.4,-81561.9,3250038.53,0.0,3027175.1
58,20120925,-0.417,5.37,-83257.36,3333295.8899999997,0.0,3093486.55
59,20120926,-0.545,5.14,-108997.36,3442293.2499999995,0.0,3069818.05
60,20120927,-0.478,5.23,-95211.62,3537504.8699999996,0.0,3218635.97
61,20120928,-0.425,5.29,-84662.76,3622167.6299999994,0.0,3340094.36
62,20121008,-0.419,5.28,-83446.44,3705614.0699999994,0.0,3417098.4
63,20121009,-0.302,5.45,-59966.09,3765580.159999999,0.0,3586994.66
64,20121010,-0.292,5.45,-58330.65,3823910.809999999,0.0,3645235.7
65,20121011,-0.312,5.4,-62116.68,3886027.4899999993,0.0,3673813.78
66,20121012,-0.312,5.38,-61886.62,3947914.1099999994,0.0,3721998.32
67,20121015,-0.33,5.33,-65576.62,4013490.7299999995,0.0,3752882.44
68,20121016,-0.293,5.37,-58548.72,4072039.4499999997,0.0,3839505.93
69,20121017,-0.302,5.34,-60358.22,4132397.67,0.0,3878321.22
70,20121018,-0.231,5.44,-45708.26,4178105.9299999997,0.0,3996588.36
71,20121019,-0.233,5.42,-46082.37,4224188.3,0.0,4027906.31
72,20121022,-0.205,5.45,-40885.97,4265074.27,0.0,4091024.56
73,20121023,-0.2,5.44,-39722.66,4304796.93,0.0,4123179.59
74,20121024,-0.129,5.54,-25490.83,4330287.76,0.0,4224426.41
75,20121025,-0.163,5.72,-32040.57,4362328.33,0.0,4393676.03
76,20121026,-0.245,5.56,-48941.11,4411269.44,0.0,4319639.8
77,20121029,-0.275,5.49,-54914.73,4466184.170000001,0.0,4320085.25
78,20121030,-0.264,5.49,-52718.14,4518902.3100000005,0.0,4372722.41
79,20121031,-0.225,5.54,-44886.03,4563788.340000001,0.0,4457364.66
80,20121101,-0.183,5.6,-36409.75,4600198.090000001,0.0,4541994.09
81,20121102,-0.174,5.6,-34729.3,4634927.390000001,0.0,4576670.07
82,20121105,-0.16,5.61,-31985.56,4666912.95,0.0,4616779.3
83,20121106,-0.121,5.66,-23778.36,4690691.3100000005,0.0,4681669.67
84,20121107,-0.149,5.6,-29687.95,4720379.260000001,0.0,4661682.15
85,20121108,-0.315,5.3,-62556.82,4782936.080000001,0.0,4474405.36
86,20121109,-0.335,5.25,-66692.94,4849629.020000001,0.0,4498783.58
87,20121112,-0.33,5.24,-65517.63,4915146.650000001,0.0,4555631.18
88,20121113,-0.394,5.11,-78715.21,4993861.860000001,0.0,4521201.72
89,20121114,-0.384,5.11,-76670.66,5070532.520000001,0.0,4597754.41
90,20121115,-0.437,5.0,-87023.49,5157556.010000002,0.0,4585668.79
91,20121116,-0.467,4.93,-93202.18,5250758.190000001,0.0,4614526.79
92,20121119,-0.415,5.0,-83022.41,5333780.6000000015,0.0,4762943.37
93,20121120,-0.405,5.0,-81021.87,5414802.470000002,0.0,4843840.5
94,20121121,-0.366,5.05,-72739.62,5487542.090000002,0.0,4964907.54
95,20121122,-0.413,4.95,-82192.2,5569734.290000002,0.0,4948656.21
96,20121123,-0.385,4.98,-76712.71,5646447.000000002,0.0,5055243.27
97,20121126,-0.39,4.95,-77736.0,5724183.000000002,0.0,5102405.67
98,20121127,-0.507,4.73,-101249.45,5825432.450000002,0.0,4976720.83
99,20121128,-0.576,4.59,-114781.19,5940213.640000002,0.0,4944019.26
