trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb61,min1,min2,min3,max1,max2,max3,close,pb1,maxdif
20060411,4.5598,3.9519,3.6233,3.4016,3.0137,2.6211,2.3476,2.2589,2.1819,2.3216,2.1819,2.2589,2.3216,4.5598,3.9519,3.6233,5.63,2.657,-1.9028
20060412,4.5481,3.9496,3.6196,3.399,3.0099,2.6152,2.3468,2.2601,2.1835,2.3326,2.1835,2.2601,2.3326,4.5481,3.9496,3.6196,5.65,2.6665,-1.8815999999999997
20060413,4.5361,3.9474,3.6159,3.3965,3.0063,2.6122,2.3462,2.2614,2.1851,2.3422,2.1851,2.2614,2.3422,4.5361,3.9474,3.6159,5.46,2.5768,-1.9593000000000003
20060414,4.5239,3.9451,3.6122,3.3938,3.0026,2.6091,2.3452,2.2623,2.1852,2.3503,2.1852,2.2623,2.3452,4.5239,3.9451,3.6122,5.76,2.7184,-1.8055000000000003
20060417,4.5125,3.943,3.6086,3.3913,2.9995,2.6061,2.3448,2.2636,2.1863,2.3607,2.1863,2.2636,2.3448,4.5125,3.943,3.6086,4.1,2.6802,-1.8323
20060418,4.5008,3.9409,3.605,3.389,2.9966,2.6033,2.3442,2.265,2.1872,2.3708,2.1872,2.265,2.3442,4.5008,3.9409,3.605,4.05,2.6475,-1.8533
20060419,4.4889,3.9391,3.6014,3.3867,2.9936,2.6002,2.3434,2.2665,2.1882,2.3804,2.1882,2.2665,2.3434,4.4889,3.9391,3.6014,3.96,2.5887,-1.9002000000000003
20060420,4.4769,3.9371,3.5977,3.3842,2.9905,2.5971,2.3426,2.2678,2.1884,2.3895,2.1884,2.2678,2.3426,4.4769,3.9371,3.5977,3.9,2.5495,-1.9273999999999996
20060421,4.4646,3.9351,3.594,3.3816,2.9873,2.5941,2.3416,2.2688,2.1878,2.3978,2.1878,2.2688,2.3416,4.4646,3.9351,3.594,4.01,2.6214,-1.8432
20060424,4.4529,3.9332,3.5901,3.379,2.9842,2.5914,2.341,2.2704,2.1878,2.408,2.1878,2.2704,2.341,4.4529,3.9332,3.5901,3.93,2.5691,-1.8837999999999995
20060425,4.4411,3.9313,3.5863,3.3764,2.9808,2.5882,2.3402,2.2718,2.1882,2.4187,2.1882,2.2718,2.3402,4.4411,3.9313,3.5863,3.83,2.5037,-1.9373999999999998
20060426,4.4294,3.9295,3.5824,3.3736,2.9775,2.5848,2.3391,2.273,2.189,2.4281,2.189,2.273,2.3391,4.4294,3.9295,3.5824,4.0,2.6148,-1.8146000000000004
20060427,4.4181,3.9277,3.5785,3.371,2.9744,2.5816,2.3386,2.2745,2.1904,2.4381,2.1904,2.2745,2.3386,4.4181,3.9277,3.5785,3.93,2.5691,-1.8489999999999998
20060428,4.4064,3.926,3.5747,3.3685,2.9711,2.5781,2.338,2.2757,2.1915,2.4472,2.1915,2.2757,2.338,4.4064,3.926,3.5747,4.25,2.7783,-1.6280999999999994
20060508,4.3948,3.9244,3.5711,3.3663,2.9684,2.575,2.3383,2.2779,2.1942,2.46,2.1942,2.2779,2.3383,4.3948,3.9244,3.5711,4.35,2.8436,-1.5512000000000001
20060509,4.3834,3.9228,3.5675,3.3643,2.9659,2.572,2.3385,2.2804,2.1972,2.4728,2.1972,2.2804,2.3385,4.3834,3.9228,3.5675,4.43,2.8959,-1.4874999999999998
20060510,4.372,3.9212,3.564,3.3623,2.9635,2.5693,2.3385,2.2831,2.2004,2.4862,2.2004,2.2831,2.3385,4.372,3.9212,3.564,4.36,2.8502,-1.5217999999999998
20060511,4.3607,3.9195,3.5605,3.3602,2.9609,2.5664,2.3383,2.2855,2.2088,2.4975,2.2088,2.2855,2.3383,4.3607,3.9195,3.5605,4.3,2.811,-1.5496999999999996
20060512,4.3495,3.9178,3.5569,3.3581,2.9581,2.5633,2.3378,2.2878,2.2167,2.5069,2.2167,2.2878,2.3378,4.3495,3.9178,3.5569,4.33,2.8306,-1.5189
20060515,4.3382,3.9162,3.5533,3.356,2.9556,2.5605,2.3369,2.2907,2.2254,2.5178,2.2254,2.2907,2.3369,4.3382,3.9162,3.5533,4.39,2.8698,-1.4683999999999995
20060516,4.327,3.9147,3.5498,3.3539,2.9533,2.5578,2.3364,2.2936,2.2342,2.5293,2.2342,2.2936,2.3364,4.327,3.9147,3.5498,4.51,2.9482,-1.3788
20060517,4.3161,3.9131,3.5465,3.352,2.9511,2.5552,2.3364,2.2963,2.2435,2.5422,2.2435,2.2963,2.3364,4.3161,3.9131,3.5465,4.54,2.9679,-1.3481999999999994
20060518,4.3054,3.9116,3.5433,3.3498,2.9492,2.5527,2.336,2.2994,2.2531,2.5553,2.2531,2.2994,2.336,4.3054,3.9116,3.5433,4.44,2.9025,-1.4028999999999998
20060519,4.2942,3.91,3.5402,3.3475,2.9471,2.5501,2.3358,2.3022,2.2625,2.5673,2.2625,2.3022,2.3358,4.2942,3.91,3.5402,4.49,2.9352,-1.359
20060522,4.283,3.9085,3.5371,3.3452,2.945,2.5476,2.3358,2.3049,2.2721,2.5794,2.2721,2.3049,2.3358,4.283,3.9085,3.5371,4.42,2.8894,-1.3936000000000002
20060523,4.2719,3.9068,3.5339,3.3427,2.943,2.5449,2.3357,2.3072,2.2815,2.5894,2.2815,2.3072,2.3357,4.2719,3.9068,3.5339,4.3,2.811,-1.4608999999999996
20060524,4.2609,3.905,3.5306,3.3401,2.9407,2.5417,2.3354,2.3089,2.2901,2.5981,2.2901,2.3089,2.3354,4.2609,3.905,3.5306,4.39,2.8698,-1.3911000000000002
20060525,4.2498,3.9033,3.5274,3.3373,2.9384,2.5388,2.3354,2.311,2.2991,2.6068,2.2991,2.311,2.3354,4.2498,3.9033,3.5274,4.38,2.8633,-1.3864999999999994
20060526,4.2382,3.9015,3.5243,3.3343,2.9363,2.5358,2.3354,2.3132,2.3081,2.6152,2.3081,2.3132,2.3354,4.2382,3.9015,3.5243,4.47,2.9221,-1.3161
20060529,4.2267,3.8997,3.5213,3.3315,2.9342,2.533,2.3356,2.3154,2.3175,2.6237,2.3154,2.3175,2.3356,4.2267,3.8997,3.5213,4.48,2.9286,-1.2981000000000003
20060530,4.215,3.8978,3.5184,3.3286,2.9323,2.5304,2.3361,2.3179,2.3269,2.6323,2.3179,2.3269,2.3361,4.215,3.8978,3.5184,4.42,2.8894,-1.3255999999999997
20060531,4.2033,3.8958,3.5152,3.3256,2.9303,2.5277,2.3364,2.3201,2.3361,2.6388,2.3201,2.3361,2.3364,4.2033,3.8958,3.5152,4.37,2.8567,-1.3465999999999996
20060601,4.1912,3.8937,3.5122,3.3226,2.9282,2.525,2.3367,2.3226,2.345,2.6456,2.3226,2.3367,2.345,4.1912,3.8937,3.5122,4.4,2.8763,-1.3149000000000002
20060602,4.1792,3.8919,3.5091,3.3196,2.9262,2.5224,2.3371,2.3252,2.3541,2.6505,2.3252,2.3371,2.3541,4.1792,3.8919,3.5091,4.3,2.811,-1.3681999999999999
20060605,4.1673,3.8898,3.506,3.3163,2.9238,2.5198,2.3373,2.3278,2.3624,2.6544,2.3278,2.3373,2.3624,4.1673,3.8898,3.506,4.32,2.824,-1.3433000000000002
20060606,4.1556,3.8877,3.5029,3.3129,2.9215,2.5171,2.3376,2.3304,2.3712,2.6598,2.3304,2.3376,2.3712,4.1556,3.8877,3.5029,4.24,2.7717,-1.3838999999999997
20060607,4.1435,3.8856,3.4997,3.3093,2.9193,2.5142,2.338,2.3328,2.3793,2.6648,2.3328,2.338,2.3793,4.1435,3.8856,3.4997,3.99,2.6083,-1.5352000000000006
20060608,4.1315,3.8833,3.4965,3.3052,2.9167,2.5112,2.3384,2.3345,2.3859,2.6676,2.3345,2.3384,2.3859,4.1315,3.8833,3.4965,4.05,2.6475,-1.484
20060609,4.1196,3.8812,3.4934,3.3011,2.9143,2.5082,2.3388,2.3363,2.3927,2.6721,2.3363,2.3388,2.3927,4.1196,3.8812,3.4934,3.94,2.5756,-1.544
20060612,4.1075,3.8789,3.4903,3.2964,2.9118,2.5051,2.3392,2.3376,2.3988,2.6752,2.3376,2.3392,2.3988,4.1075,3.8789,3.4903,4.01,2.6214,-1.4861
20060613,4.0955,3.8766,3.4873,3.2909,2.9093,2.502,2.3394,2.339,2.4053,2.6798,2.339,2.3394,2.4053,4.0955,3.8766,3.4873,3.97,2.5952,-1.5003000000000002
20060614,4.0831,3.8739,3.4843,3.2855,2.9068,2.4991,2.3394,2.3402,2.4111,2.6837,2.3394,2.3402,2.4111,4.0831,3.8739,3.4843,3.9,2.5495,-1.5335999999999999
20060615,4.0706,3.8714,3.4813,3.2798,2.904,2.4976,2.3394,2.3415,2.4164,2.6858,2.3394,2.3415,2.4164,4.0706,3.8714,3.4813,3.92,2.5625,-1.5080999999999998
20060616,4.0585,3.8688,3.4785,3.2749,2.9019,2.496,2.3394,2.3425,2.4219,2.6888,2.3394,2.3425,2.4219,4.0585,3.8688,3.4785,4.04,2.641,-1.4175000000000004
20060619,4.0464,3.8664,3.4756,3.2705,2.8998,2.4945,2.34,2.3439,2.4281,2.6927,2.34,2.3439,2.4281,4.0464,3.8664,3.4756,4.02,2.6279,-1.4185000000000003
20060620,4.0341,3.8639,3.4728,3.2659,2.8977,2.4929,2.3405,2.3455,2.434,2.696,2.3405,2.3455,2.434,4.0341,3.8639,3.4728,4.09,2.6737,-1.3603999999999994
20060621,4.0218,3.8615,3.47,3.2613,2.8955,2.4912,2.3411,2.3471,2.4403,2.6996,2.3411,2.3471,2.4403,4.0218,3.8615,3.47,4.06,2.6541,-1.3676999999999997
20060622,4.0093,3.859,3.4672,3.2571,2.8932,2.4897,2.3417,2.3486,2.4465,2.7019,2.3417,2.3486,2.4465,4.0093,3.859,3.4672,4.18,2.7325,-1.2767999999999997
20060623,3.9967,3.8565,3.4644,3.2532,2.8913,2.4882,2.3426,2.3503,2.4527,2.7052,2.3426,2.3503,2.4527,3.9967,3.8565,3.4644,4.17,2.726,-1.2707000000000002
20060626,3.9945,3.854,3.4615,3.2494,2.8893,2.4866,2.3434,2.3519,2.4589,2.7082,2.3434,2.3519,2.4589,3.9945,3.854,3.4615,4.24,2.7717,-1.2227999999999999
20060627,3.9923,3.8516,3.4589,3.2449,2.8873,2.4851,2.3444,2.3538,2.4653,2.7123,2.3444,2.3538,2.4653,3.9923,3.8516,3.4589,4.19,2.7391,-1.2532
20060628,3.9902,3.8492,3.4562,3.2404,2.8851,2.4837,2.3449,2.3557,2.4711,2.7164,2.3449,2.3557,2.4711,3.9902,3.8492,3.4562,4.2,2.7456,-1.2446000000000002
20060629,3.9879,3.8469,3.4537,3.2358,2.8828,2.4824,2.3456,2.3579,2.4772,2.7198,2.3456,2.3579,2.4772,3.9879,3.8469,3.4537,4.34,2.8371,-1.1507999999999998
20060630,3.9858,3.8444,3.4513,3.2311,2.8808,2.4813,2.3465,2.3604,2.484,2.7245,2.3465,2.3604,2.4813,3.9858,3.8444,3.4513,4.37,2.8567,-1.1290999999999998
20060703,3.9837,3.842,3.449,3.2267,2.8789,2.4801,2.3474,2.3631,2.4911,2.7288,2.3474,2.3631,2.4801,3.9837,3.842,3.449,4.55,2.9744,-1.0092999999999996
20060704,3.9816,3.8398,3.4468,3.2224,2.8772,2.4793,2.3487,2.3664,2.4988,2.7349,2.3487,2.3664,2.4793,3.9816,3.8398,3.4468,4.49,2.9354,-1.0461999999999998
20060705,3.9794,3.8377,3.4446,3.218,2.8754,2.4783,2.3499,2.3696,2.5062,2.74,2.3499,2.3696,2.4783,3.9794,3.8377,3.4446,4.27,2.7916,-1.1878000000000002
20060706,3.9772,3.8354,3.4421,3.2133,2.8736,2.477,2.3507,2.3721,2.5122,2.7424,2.3507,2.3721,2.477,3.9772,3.8354,3.4421,4.29,2.8047,-1.1724999999999999
20060707,3.975,3.8335,3.4395,3.2087,2.8719,2.4759,2.3515,2.3747,2.5183,2.7447,2.3515,2.3747,2.4759,3.975,3.8335,3.4395,4.18,2.7328,-1.2422
20060710,3.9728,3.831,3.4368,3.2042,2.87,2.4746,2.352,2.377,2.5241,2.7468,2.352,2.377,2.4746,3.9728,3.831,3.4368,4.23,2.7654,-1.2073999999999998
20060711,3.9706,3.8285,3.4341,3.1997,2.8683,2.4734,2.3528,2.3796,2.5304,2.7499,2.3528,2.3796,2.4734,3.9706,3.8285,3.4341,4.34,2.8374,-1.1332
20060712,3.9684,3.826,3.4316,3.1951,2.8667,2.4723,2.3538,2.382,2.5372,2.7527,2.3538,2.382,2.4723,3.9684,3.826,3.4316,4.34,2.8374,-1.1309999999999998
20060713,3.9663,3.8235,3.4291,3.1905,2.865,2.4712,2.3547,2.3842,2.5441,2.7557,2.3547,2.3842,2.4712,3.9663,3.8235,3.4291,4.16,2.7197,-1.2466
20060714,3.9642,3.8209,3.4265,3.1857,2.863,2.4697,2.3554,2.3861,2.5494,2.7566,2.3554,2.3861,2.4697,3.9642,3.8209,3.4265,4.29,2.8047,-1.1595
20060718,3.9621,3.8187,3.424,3.1808,2.8611,2.4685,2.3564,2.3876,2.5553,2.7603,2.3564,2.3876,2.4685,3.9621,3.8187,3.424,4.29,2.8047,-1.1574
20060719,3.96,3.8164,3.4216,3.1763,2.8589,2.4674,2.3574,2.3893,2.5612,2.7617,2.3574,2.3893,2.4674,3.96,3.8164,3.4216,4.17,2.7262,-1.2338
20060720,3.9579,3.814,3.4191,3.1717,2.8566,2.4662,2.3582,2.3907,2.5666,2.7625,2.3582,2.3907,2.4662,3.9579,3.814,3.4191,4.17,2.7262,-1.2317
20060721,3.9558,3.8116,3.4167,3.1671,2.8544,2.465,2.3591,2.3923,2.5721,2.7638,2.3591,2.3923,2.465,3.9558,3.8116,3.4167,4.22,2.7589,-1.1968999999999999
20060724,3.9537,3.8093,3.4142,3.1626,2.8524,2.4645,2.3601,2.3941,2.578,2.7665,2.3601,2.3941,2.4645,3.9537,3.8093,3.4142,4.2,2.7458,-1.2079
20060725,3.9516,3.807,3.4118,3.1583,2.8502,2.4643,2.361,2.3961,2.5838,2.7698,2.361,2.3961,2.4643,3.9516,3.807,3.4118,4.24,2.772,-1.1796000000000002
20060726,3.9494,3.8049,3.4096,3.1538,2.8479,2.4639,2.362,2.3979,2.5901,2.7722,2.362,2.3979,2.4639,3.9494,3.8049,3.4096,4.26,2.7851,-1.1643
20060727,3.9474,3.8028,3.4073,3.1494,2.8458,2.4638,2.363,2.3998,2.5973,2.7758,2.363,2.3998,2.4638,3.9474,3.8028,3.4073,4.22,2.7589,-1.1885
20060728,3.9453,3.8005,3.405,3.1451,2.8436,2.4638,2.3639,2.4014,2.604,2.78,2.3639,2.4014,2.4638,3.9453,3.8005,3.405,4.22,2.7589,-1.1864
20060731,3.9432,3.7983,3.4028,3.1411,2.8411,2.4635,2.3648,2.4032,2.6102,2.7823,2.3648,2.4032,2.4635,3.9432,3.7983,3.4028,4.12,2.6935,-1.2497000000000003
20060801,3.941,3.796,3.4005,3.137,2.8386,2.4632,2.3657,2.4045,2.6158,2.7844,2.3657,2.4045,2.4632,3.941,3.796,3.4005,4.07,2.6608,-1.2801999999999998
20060802,3.9388,3.7937,3.398,3.1326,2.8362,2.4629,2.3665,2.4059,2.6212,2.7824,2.3665,2.4059,2.4629,3.9388,3.7937,3.398,4.03,2.6347,-1.3041
20060803,3.9365,3.7913,3.3955,3.1283,2.8338,2.4626,2.3671,2.4071,2.6259,2.779,2.3671,2.4071,2.4626,3.9365,3.7913,3.3955,4.06,2.6543,-1.2822
20060804,3.9341,3.7889,3.3932,3.124,2.8312,2.4623,2.3677,2.4083,2.6306,2.775,2.3677,2.4083,2.4623,3.9341,3.7889,3.3932,4.03,2.6347,-1.2993999999999999
20060807,3.9318,3.7865,3.3908,3.1199,2.8285,2.4619,2.3684,2.4095,2.6345,2.7715,2.3684,2.4095,2.4619,3.9318,3.7865,3.3908,3.94,2.5758,-1.3559999999999999
20060809,3.9293,3.784,3.3885,3.1156,2.8254,2.4614,2.3689,2.4106,2.6373,2.7677,2.3689,2.4106,2.4614,3.9293,3.784,3.3885,4.0,2.6151,-1.3142
20060810,3.9269,3.7814,3.3863,3.1115,2.8224,2.4612,2.3695,2.4121,2.641,2.7641,2.3695,2.4121,2.4612,3.9269,3.7814,3.3863,4.05,2.6478,-1.2790999999999997
20060811,3.9245,3.7788,3.3841,3.1076,2.8195,2.461,2.3701,2.4139,2.6449,2.7605,2.3701,2.4139,2.461,3.9245,3.7788,3.3841,4.11,2.687,-1.2375000000000003
20060814,3.9221,3.7763,3.3821,3.1039,2.8168,2.4609,2.371,2.4158,2.6492,2.7562,2.371,2.4158,2.4609,3.9221,3.7763,3.3821,4.05,2.6478,-1.2742999999999998
20060815,3.9197,3.7737,3.3801,3.1001,2.814,2.4606,2.3721,2.4176,2.6531,2.751,2.3721,2.4176,2.4606,3.9197,3.7737,3.3801,4.14,2.7066,-1.2131000000000003
20060816,3.9173,3.7712,3.3781,3.0964,2.8112,2.4604,2.3733,2.4197,2.6575,2.7477,2.3733,2.4197,2.4604,3.9173,3.7712,3.3781,4.21,2.7524,-1.1648999999999998
20060817,3.915,3.7687,3.3762,3.0927,2.8083,2.4603,2.3747,2.4219,2.6621,2.7447,2.3747,2.4219,2.4603,3.915,3.7687,3.3762,4.15,2.7131,-1.2019000000000002
20060818,3.9125,3.7662,3.3742,3.0891,2.8053,2.4599,2.3759,2.4241,2.6656,2.7419,2.3759,2.4241,2.4599,3.9125,3.7662,3.3742,4.13,2.7001,-1.2124000000000001
20060821,3.9099,3.7636,3.3723,3.0855,2.8022,2.4595,2.3771,2.4262,2.669,2.74,2.3771,2.4262,2.4595,3.9099,3.7636,3.3723,4.14,2.7066,-1.2033
20060822,3.9073,3.7611,3.3702,3.0819,2.7992,2.4591,2.3783,2.4278,2.6721,2.7374,2.3783,2.4278,2.4591,3.9073,3.7611,3.3702,4.2,2.7458,-1.1615000000000002
20060823,3.9048,3.7587,3.3682,3.0781,2.7963,2.4589,2.3798,2.4297,2.6753,2.7354,2.3798,2.4297,2.4589,3.9048,3.7587,3.3682,4.25,2.602,-1.3028
20060824,3.9021,3.7562,3.366,3.0741,2.7932,2.4583,2.381,2.4311,2.6769,2.7302,2.381,2.4311,2.4583,3.9021,3.7562,3.366,4.29,2.6265,-1.2755999999999998
20060825,3.8995,3.7536,3.3639,3.0703,2.7902,2.4578,2.3823,2.4325,2.6788,2.7252,2.3823,2.4325,2.4578,3.8995,3.7536,3.3639,4.24,2.5959,-1.3036000000000003
20060828,3.8969,3.751,3.3617,3.0664,2.7872,2.4574,2.3834,2.4339,2.6796,2.7204,2.3834,2.4339,2.4574,3.8969,3.751,3.3617,4.34,2.6571,-1.2398000000000002
20060829,3.8944,3.7485,3.3597,3.0625,2.7843,2.457,2.3844,2.4354,2.6814,2.7172,2.3844,2.4354,2.457,3.8944,3.7485,3.3597,4.27,2.6143,-1.2801
20060830,3.8918,3.746,3.3577,3.0586,2.7803,2.4565,2.3854,2.4367,2.6817,2.7129,2.3854,2.4367,2.4565,3.8918,3.746,3.3577,4.26,2.6081,-1.2837
20060831,3.8893,3.7436,3.3558,3.0546,2.776,2.4559,2.3865,2.438,2.682,2.7095,2.3865,2.438,2.4559,3.8893,3.7436,3.3558,4.3,2.6326,-1.2567
20060901,3.8868,3.7413,3.3542,3.0506,2.7713,2.4551,2.3876,2.4392,2.6831,2.7064,2.3876,2.4392,2.4551,3.8868,3.7413,3.3542,4.28,2.6204,-1.2664
20060904,3.8843,3.739,3.3525,3.0467,2.7669,2.4543,2.3887,2.4404,2.6844,2.7039,2.3887,2.4404,2.4543,3.8843,3.739,3.3525,4.34,2.6571,-1.2272000000000003
20060905,3.882,3.7368,3.3511,3.0432,2.762,2.4536,2.3901,2.4415,2.6861,2.7047,2.3901,2.4415,2.4536,3.882,3.7368,3.3511,4.5,2.7551,-1.1269
20060906,3.8798,3.7346,3.3497,3.0396,2.7572,2.4532,2.3917,2.4429,2.6893,2.7065,2.3917,2.4429,2.4532,3.8798,3.7346,3.3497,4.5,2.7551,-1.1246999999999998
20060907,3.8776,3.7325,3.3484,3.036,2.7526,2.4529,2.3935,2.4442,2.6923,2.7094,2.3935,2.4442,2.4529,3.8776,3.7325,3.3484,4.49,2.749,-1.1286
20060908,3.8754,3.7304,3.3471,3.0326,2.748,2.4525,2.3948,2.4454,2.6957,2.7115,2.3948,2.4454,2.4525,3.8754,3.7304,3.3471,4.56,2.7918,-1.0836000000000001
20060911,3.8731,3.7283,3.3456,3.0294,2.7433,2.4523,2.3962,2.4468,2.6992,2.7147,2.3962,2.4468,2.4523,3.8731,3.7283,3.3456,4.83,2.9571,-0.9159999999999999
20060912,3.871,3.7264,3.3442,3.0265,2.7387,2.4525,2.3982,2.4486,2.7036,2.7214,2.3982,2.4486,2.4525,3.871,3.7264,3.3442,4.85,2.9694,-0.9016000000000002
20060913,3.8689,3.7245,3.3429,3.0235,2.7346,2.4526,2.4002,2.4505,2.7084,2.7281,2.4002,2.4505,2.4526,3.8689,3.7245,3.3429,4.92,3.0122,-0.8567
20060914,3.8669,3.7227,3.3417,3.0207,2.7302,2.4527,2.4024,2.4527,2.7134,2.7342,2.4024,2.4527,2.4527,3.8669,3.7227,3.3417,4.97,3.0428,-0.8240999999999996
20060915,3.8649,3.7208,3.3402,3.018,2.7255,2.453,2.4048,2.4545,2.7185,2.741,2.4048,2.453,2.4545,3.8649,3.7208,3.3402,4.95,3.0306,-0.8342999999999998
20060918,3.8629,3.7188,3.3387,3.0154,2.7204,2.4533,2.4071,2.4562,2.7232,2.7468,2.4071,2.4533,2.4562,3.8629,3.7188,3.3387,4.84,2.9632,-0.8996999999999997
20060919,3.8609,3.7166,3.337,3.0126,2.7153,2.4535,2.4092,2.4576,2.7269,2.7519,2.4092,2.4535,2.4576,3.8609,3.7166,3.337,4.95,3.0306,-0.8302999999999998
20060920,3.859,3.7147,3.3354,3.01,2.7104,2.4537,2.411,2.4591,2.731,2.7568,2.411,2.4537,2.4591,3.859,3.7147,3.3354,5.03,3.0796,-0.7793999999999999
20060921,3.857,3.7128,3.3338,3.0074,2.7055,2.4542,2.4131,2.4606,2.7354,2.7626,2.4131,2.4542,2.4606,3.857,3.7128,3.3338,5.2,3.1837,-0.6733000000000002
20060922,3.8551,3.7111,3.3325,3.0048,2.701,2.4548,2.4151,2.4629,2.7408,2.7693,2.4151,2.4548,2.4629,3.8551,3.7111,3.3325,5.01,3.0673,-0.7878000000000003
20060925,3.8531,3.7092,3.331,3.0021,2.6965,2.4551,2.4167,2.4645,2.7455,2.7747,2.4167,2.4551,2.4645,3.8531,3.7092,3.331,5.21,3.1898,-0.6633
20060926,3.8513,3.7076,3.3296,2.9995,2.6923,2.4555,2.4186,2.467,2.7509,2.782,2.4186,2.4555,2.467,3.8513,3.7076,3.3296,5.0,3.0612,-0.7901000000000002
20060927,3.8494,3.7059,3.3279,2.9968,2.6878,2.4557,2.4204,2.4688,2.7551,2.7857,2.4204,2.4557,2.4688,3.8494,3.7059,3.3279,5.16,3.1592,-0.6902000000000004
20060928,3.8475,3.7044,3.3264,2.9942,2.6832,2.4562,2.4222,2.4714,2.7597,2.7906,2.4222,2.4562,2.4714,3.8475,3.7044,3.3264,5.19,3.1775,-0.6699999999999999
20060929,3.8457,3.7029,3.3248,2.9916,2.679,2.4566,2.4239,2.4739,2.7644,2.794,2.4239,2.4566,2.4739,3.8457,3.7029,3.3248,5.39,3.3,-0.5457000000000001
20061009,3.8441,3.7017,3.3231,2.9892,2.6748,2.4573,2.4261,2.4764,2.77,2.7999,2.4261,2.4573,2.4764,3.8441,3.7017,3.3231,5.93,3.6306,-0.21350000000000025
20061010,3.8427,3.7008,3.322,2.9873,2.6715,2.4585,2.4293,2.4805,2.778,2.8137,2.4293,2.4585,2.4805,3.8427,3.7008,3.322,5.93,3.6307,-0.21199999999999974
20061011,3.8415,3.7001,3.3208,2.9854,2.6679,2.4598,2.4325,2.4844,2.7859,2.8272,2.4325,2.4598,2.4844,3.8415,3.7001,3.3208,5.86,3.5878,-0.2536999999999998
20061012,3.8403,3.6993,3.3195,2.9835,2.6647,2.4609,2.4358,2.4881,2.794,2.8412,2.4358,2.4609,2.4881,3.8403,3.6993,3.3195,5.86,3.5878,-0.25249999999999995
20061013,3.839,3.6983,3.3183,2.9816,2.6617,2.4619,2.4391,2.4918,2.8023,2.8547,2.4391,2.4619,2.4918,3.839,3.6983,3.3183,5.85,3.5817,-0.25729999999999986
20061017,3.8377,3.6971,3.3171,2.9797,2.6588,2.4632,2.4425,2.4959,2.8098,2.8669,2.4425,2.4632,2.4959,3.8377,3.6971,3.3171,5.55,3.398,-0.43969999999999976
