trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb61,min1,min2,min3,max1,max2,max3,close,pb1,maxdif
20020829,6.7187,6.406,6.9017,7.0222,7.1889,7.2446,7.1548,6.5208,6.0923,5.8529,5.8529,6.0923,6.406,7.2446,7.1889,7.1548,11.75,5.8241,-1.4205000000000005
20020830,6.7143,6.4067,6.9041,7.0204,7.1893,7.2416,7.1504,6.5113,6.0881,5.859,5.859,6.0881,6.4067,7.2416,7.1893,7.1504,11.74,5.8191,-1.4225000000000003
20020902,6.71,6.4073,6.9064,7.0188,7.1887,7.2387,7.1465,6.5018,6.0818,5.8659,5.8659,6.0818,6.4073,7.2387,7.1887,7.1465,11.67,5.7174,-1.5213
20020903,6.7055,6.4078,6.9088,7.0173,7.1881,7.2355,7.1423,6.4925,6.0741,5.8674,5.8674,6.0741,6.4078,7.2355,7.1881,7.1423,11.7,5.7321,-1.5034
20020904,6.7009,6.4085,6.9111,7.0157,7.1877,7.2322,7.1378,6.4829,6.0652,5.8689,5.8689,6.0652,6.4085,7.2322,7.1877,7.1378,11.6,5.6831,-1.5491000000000001
20020905,6.6963,6.4088,6.9132,7.0141,7.1866,7.2285,7.133,6.473,6.0552,5.8695,5.8695,6.0552,6.4088,7.2285,7.1866,7.133,11.45,5.6096,-1.6189
20020906,6.6916,6.4093,6.9151,7.0123,7.1856,7.2244,7.1279,6.4639,6.0441,5.8686,5.8686,6.0441,6.4093,7.2244,7.1856,7.1279,11.36,5.5656,-1.6588000000000003
20020909,6.6868,6.4098,6.9168,7.0105,7.1835,7.2203,7.1228,6.4542,6.0297,5.8682,5.8682,6.0297,6.4098,7.2203,7.1835,7.1228,11.19,5.4823,-1.7379999999999995
20020910,6.6821,6.4102,6.9185,7.0086,7.1819,7.2161,7.1176,6.4443,6.017,5.8677,5.8677,6.017,6.4102,7.2161,7.1819,7.1176,11.11,5.4431,-1.7729999999999997
20020911,6.6774,6.4105,6.9202,7.0066,7.1806,7.2115,7.1121,6.4346,6.0013,5.8676,5.8676,6.0013,6.4105,7.2115,7.1806,7.1121,11.13,5.4529,-1.7586000000000004
20020912,6.6725,6.4107,6.9216,7.0045,7.1792,7.2075,7.1066,6.4248,5.9874,5.868,5.868,5.9874,6.4107,7.2075,7.1792,7.1066,11.18,5.4774,-1.7300999999999993
20020913,6.6678,6.4109,6.9231,7.0024,7.1774,7.2036,7.1012,6.4155,5.9734,5.8672,5.8672,5.9734,6.4109,7.2036,7.1774,7.1012,11.13,5.4529,-1.7507000000000001
20020916,6.663,6.411,6.9245,7.0005,7.1753,7.1998,7.0957,6.4053,5.9579,5.8665,5.8665,5.9579,6.4053,7.1998,7.1753,7.0957,11.06,5.4186,-1.7812000000000001
20020917,6.6582,6.4113,6.9255,6.9986,7.1734,7.1955,7.0898,6.395,5.9408,5.864,5.864,5.9408,6.395,7.1955,7.1734,7.0898,10.9,5.3402,-1.8552999999999997
20020918,6.653,6.4115,6.9265,6.9965,7.1716,7.191,7.0839,6.3844,5.9213,5.8576,5.8576,5.9213,6.3844,7.191,7.1716,7.0839,10.76,5.2716,-1.9193999999999996
20020919,6.6478,6.4116,6.9275,6.9944,7.1697,7.1863,7.0775,6.3747,5.9019,5.8405,5.8405,5.9019,6.3747,7.1863,7.1697,7.0775,10.78,5.2814,-1.9049000000000005
20020920,6.6428,6.4118,6.9284,6.9922,7.1677,7.182,7.0715,6.3639,5.8832,5.8252,5.8252,5.8832,6.3639,7.182,7.1677,7.0715,10.83,5.3059,-1.8761
20020923,6.6377,6.4119,6.9295,6.9901,7.1649,7.1778,7.0654,6.3535,5.8661,5.8129,5.8129,5.8661,6.3535,7.1778,7.1649,7.0654,10.7,5.2422,-1.9356
20020924,6.6323,6.4121,6.9305,6.988,7.1621,7.1729,7.0592,6.3434,5.847,5.7997,5.7997,5.847,6.3434,7.1729,7.1621,7.0592,10.42,5.105,-2.0679
20020925,6.6267,6.4121,6.9313,6.9856,7.1587,7.1678,7.0523,6.3331,5.8245,5.7814,5.7814,5.8245,6.3331,7.1678,7.1587,7.0523,10.44,5.1148,-2.053
20020926,6.6212,6.4121,6.9325,6.9834,7.1552,7.1623,7.0443,6.3231,5.8223,5.7653,5.7653,5.8223,6.3231,7.1623,7.1552,7.0443,10.36,5.0756,-2.0867000000000004
20020927,6.6153,6.412,6.9336,6.9812,7.1523,7.1562,7.0362,6.3145,5.8183,5.7481,5.7481,5.8183,6.3145,7.1562,7.1523,7.0362,10.39,5.0903,-2.0659
20021009,6.6095,6.412,6.9347,6.9789,7.1493,7.1501,7.0283,6.3061,5.8141,5.7321,5.7321,5.8141,6.3061,7.1501,7.1493,7.0283,9.75,4.7768,-2.3733000000000004
20021010,6.6033,6.4117,6.9355,6.9764,7.1465,7.144,7.0194,6.2959,5.8066,5.7102,5.7102,5.8066,6.2959,7.1465,7.144,7.0194,9.76,4.7817,-2.3648
20021011,6.5974,6.4115,6.9361,6.9739,7.1435,7.1375,7.0106,6.2858,5.7992,5.6894,5.6894,5.7992,6.2858,7.1435,7.1375,7.0106,10.05,4.9237,-2.2198
20021014,6.5915,6.4116,6.937,6.9716,7.1415,7.1314,7.0018,6.2765,5.793,5.6693,5.6693,5.793,6.2765,7.1415,7.1314,7.0018,10.07,4.9335,-2.2079999999999993
20021015,6.5856,6.4117,6.9377,6.9694,7.1391,7.1255,6.993,6.2676,5.787,5.6511,5.6511,5.787,6.2676,7.1391,7.1255,6.993,10.06,4.9286,-2.2104999999999997
20021016,6.5797,6.4119,6.9383,6.967,7.1364,7.12,6.9843,6.2593,5.7807,5.6328,5.6328,5.7807,6.2593,7.1364,7.12,6.9843,10.0,4.8993,-2.2371
20021017,6.5735,6.4117,6.9388,6.9645,7.1337,7.1138,6.9757,6.252,5.7694,5.6142,5.6142,5.7694,6.252,7.1337,7.1138,6.9757,9.7,4.7523,-2.3814
20021018,6.5674,6.4114,6.939,6.9618,7.1306,7.108,6.9667,6.2445,5.7573,5.5939,5.5939,5.7573,6.2445,7.1306,7.108,6.9667,9.88,4.8405,-2.2901000000000007
20021021,6.5611,6.4111,6.9394,6.9596,7.1275,7.1028,6.9579,6.2371,5.7465,5.5749,5.5749,5.7465,6.2371,7.1275,7.1028,6.9596,9.86,4.8307,-2.2968
20021022,6.5551,6.4109,6.9392,6.9577,7.1244,7.0982,6.9493,6.23,5.7347,5.5553,5.5553,5.7347,6.23,7.1244,7.0982,6.9577,10.03,4.914,-2.2104
20021023,6.5489,6.4108,6.9392,6.9558,7.1211,7.0944,6.9413,6.2228,5.7243,5.5371,5.5371,5.7243,6.2228,7.1211,7.0944,6.9558,10.0,4.8993,-2.2218
20021024,6.5428,6.4107,6.9386,6.9542,7.1167,7.0906,6.9331,6.2169,5.715,5.5186,5.5186,5.715,6.2169,7.1167,7.0906,6.9542,10.07,4.9335,-2.1831999999999994
20021025,6.5366,6.4105,6.9378,6.9526,7.1124,7.0867,6.9251,6.2126,5.7057,5.5017,5.5017,5.7057,6.2126,7.1124,7.0867,6.9526,9.84,4.8209,-2.2915
20021028,6.5305,6.4102,6.9371,6.9508,7.1079,7.0823,6.9163,6.2072,5.6949,5.483,5.483,5.6949,6.2072,7.1079,7.0823,6.9508,9.88,4.8405,-2.2674000000000003
20021029,6.5246,6.4099,6.9363,6.949,7.1038,7.0787,6.9076,6.2018,5.6837,5.465,5.465,5.6837,6.2018,7.1038,7.0787,6.949,9.9,4.8503,-2.2535
20021030,6.5188,6.4096,6.9356,6.9474,7.0993,7.0749,6.8988,6.1969,5.6723,5.4482,5.4482,5.6723,6.1969,7.0993,7.0749,6.9474,10.11,4.9531,-2.1462000000000003
20021031,6.513,6.4094,6.9346,6.946,7.0955,7.0715,6.8904,6.1921,5.6625,5.4332,5.4332,5.6625,6.1921,7.0955,7.0715,6.946,10.22,4.8167,-2.2788000000000004
20021101,6.5068,6.4089,6.9333,6.9438,7.0916,7.0673,6.8813,6.1885,5.6512,5.4156,5.4156,5.6512,6.1885,7.0916,7.0673,6.9438,10.5,4.9487,-2.1429
20021104,6.5008,6.4087,6.9316,6.9421,7.0876,7.0636,6.8723,6.1876,5.6411,5.4003,5.4003,5.6411,6.1876,7.0876,7.0636,6.9421,10.51,4.9534,-2.1342
20021105,6.4947,6.4084,6.9297,6.9401,7.0844,7.0601,6.8638,6.1873,5.6302,5.386,5.386,5.6302,6.1873,7.0844,7.0601,6.9401,10.61,5.0005,-2.0839
20021106,6.4883,6.4084,6.9286,6.9382,7.081,7.0565,6.8554,6.1852,5.6198,5.3722,5.3722,5.6198,6.1852,7.081,7.0565,6.9382,10.48,4.9392,-2.141800000000001
20021107,6.4821,6.4082,6.9273,6.9363,7.0779,7.0526,6.8471,6.1805,5.6087,5.3568,5.3568,5.6087,6.1805,7.0779,7.0526,6.9363,10.31,4.8591,-2.2188
20021108,6.4759,6.4081,6.926,6.9343,7.0745,7.0485,6.8388,6.1745,5.5966,5.3397,5.3397,5.5966,6.1745,7.0745,7.0485,6.9343,9.52,4.4868,-2.5877
20021111,6.4694,6.4076,6.9235,6.9319,7.07,7.0434,6.829,6.1678,5.5824,5.3161,5.3161,5.5824,6.1678,7.07,7.0434,6.9319,9.18,4.3265,-2.7435
20021112,6.4628,6.4069,6.9209,6.9294,7.0649,7.0382,6.8188,6.1606,5.5687,5.2904,5.2904,5.5687,6.1606,7.0649,7.0382,6.9294,9.02,4.2511,-2.8137999999999996
20021113,6.4561,6.4061,6.9181,6.9268,7.0594,7.0323,6.8079,6.152,5.5542,5.2642,5.2642,5.5542,6.152,7.0594,7.0323,6.9268,9.02,4.2511,-2.8083
20021114,6.4496,6.4052,6.9154,6.9244,7.0542,7.0259,6.7956,6.1434,5.5402,5.2384,5.2384,5.5402,6.1434,7.0542,7.0259,6.9244,8.95,4.2181,-2.8361
20021115,6.4434,6.4043,6.9124,6.9218,7.049,7.019,6.7834,6.1337,5.5273,5.2127,5.2127,5.5273,6.1337,7.049,7.019,6.9218,8.92,4.204,-2.8450000000000006
20021118,6.4374,6.4033,6.9095,6.9193,7.0434,7.0121,6.7702,6.1233,5.5137,5.1875,5.1875,5.5137,6.1233,7.0434,7.0121,6.9193,8.7,4.1003,-2.9431000000000003
20021119,6.431,6.4023,6.9059,6.9166,7.0381,7.0052,6.7568,6.1125,5.5002,5.1601,5.1601,5.5002,6.1125,7.0381,7.0052,6.9166,8.65,4.0768,-2.9612999999999996
20021120,6.4247,6.401,6.9023,6.9139,7.0331,6.9984,6.7441,6.1008,5.4843,5.1324,5.1324,5.4843,6.1008,7.0331,6.9984,6.9139,8.54,4.0249,-3.0082000000000004
20021121,6.4184,6.3995,6.8986,6.9113,7.028,6.9915,6.7312,6.0895,5.469,5.1039,5.1039,5.469,6.0895,7.028,6.9915,6.9113,8.44,3.9778,-3.0502
20021122,6.4121,6.3981,6.8946,6.9087,7.0228,6.9847,6.718,6.0758,5.4536,5.0749,5.0749,5.4536,6.0758,7.0228,6.9847,6.9087,8.72,4.1097,-2.9131
20021125,6.406,6.3968,6.8912,6.9063,7.0181,6.9783,6.7046,6.0626,5.4401,5.0465,5.0465,5.4401,6.0626,7.0181,6.9783,6.9063,8.66,4.0815,-2.9365999999999994
20021126,6.3998,6.3956,6.888,6.9038,7.0132,6.9718,6.6912,6.0489,5.4264,5.0184,5.0184,5.4264,6.0489,7.0132,6.9718,6.9038,8.53,4.0202,-2.9930000000000003
20021127,6.3937,6.3944,6.8847,6.9013,7.0085,6.9649,6.6782,6.0352,5.4118,4.9877,4.9877,5.4118,6.0352,7.0085,6.9649,6.9013,8.57,4.039,-2.9695
20021128,6.3875,6.3931,6.8818,6.8988,7.004,6.9581,6.6649,6.0221,5.3988,4.9581,4.9581,5.3988,6.0221,7.004,6.9581,6.8988,8.8,4.1474,-2.8565999999999994
20021129,6.3811,6.3919,6.879,6.8964,7.0,6.9516,6.6514,6.0097,5.3867,4.931,4.931,5.3867,6.0097,7.0,6.9516,6.8964,8.88,4.1852,-2.8148
20021202,6.3749,6.3908,6.8763,6.8939,6.9966,6.9449,6.6383,5.9964,5.3756,4.9046,4.9046,5.3756,5.9964,6.9966,6.9449,6.8939,8.6,4.0532,-2.9433999999999996
20021203,6.3685,6.3894,6.8736,6.8911,6.9929,6.9377,6.6255,5.981,5.3646,4.8763,4.8763,5.3646,5.981,6.9929,6.9377,6.8911,8.63,4.0673,-2.9255999999999993
20021204,6.3622,6.3882,6.8702,6.8884,6.9892,6.9307,6.6128,5.9642,5.3533,4.8475,4.8475,5.3533,5.9642,6.9892,6.9307,6.8884,8.55,4.0296,-2.9596
20021205,6.3561,6.3868,6.866,6.8857,6.9854,6.9236,6.5997,5.9472,5.3421,4.8182,4.8182,5.3421,5.9472,6.9854,6.9236,6.8857,8.49,4.0013,-2.9841000000000006
20021206,6.35,6.3854,6.8623,6.8829,6.9815,6.9162,6.5872,5.9301,5.3287,4.79,4.79,5.3287,5.9301,6.9815,6.9162,6.8829,8.46,3.9872,-2.9942999999999995
20021209,6.3438,6.384,6.8586,6.8802,6.9775,6.9088,6.5745,5.9133,5.3152,4.7614,4.7614,5.3152,5.9133,6.9775,6.9088,6.8802,8.78,4.138,-2.8395
20021210,6.3378,6.3828,6.8551,6.8776,6.9735,6.9017,6.5617,5.8967,5.3028,4.7361,4.7361,5.3028,5.8967,6.9735,6.9017,6.8776,8.55,4.0296,-2.9438999999999993
20021211,6.3318,6.3815,6.8515,6.8749,6.969,6.8946,6.5488,5.8795,5.2894,4.7102,4.7102,5.2894,5.8795,6.969,6.8946,6.8749,8.47,3.9919,-2.9771000000000005
20021212,6.3257,6.3803,6.8481,6.8723,6.9645,6.8874,6.5351,5.8624,5.2763,4.6844,4.6844,5.2763,5.8624,6.9645,6.8874,6.8723,8.64,4.072,-2.8925
20021213,6.32,6.3791,6.8445,6.8693,6.9601,6.8804,6.5207,5.8467,5.2645,4.6613,4.6613,5.2645,5.8467,6.9601,6.8804,6.8693,8.74,4.1192,-2.8408999999999995
20021216,6.3142,6.378,6.8412,6.8664,6.9555,6.8732,6.5063,5.8313,5.2536,4.6396,4.6396,5.2536,5.8313,6.9555,6.8732,6.8664,8.9,4.1946,-2.7608999999999995
20021217,6.3086,6.3769,6.838,6.8636,6.951,6.8658,6.4922,5.8152,5.2435,4.619,4.619,5.2435,5.8152,6.951,6.8658,6.8636,9.01,4.2464,-2.7045999999999992
20021218,6.3028,6.3759,6.8346,6.8609,6.9467,6.8591,6.4788,5.7999,5.233,4.5988,4.5988,5.233,5.7999,6.9467,6.8609,6.8591,9.0,4.2417,-2.705
20021219,6.297,6.3748,6.8311,6.8583,6.9426,6.8526,6.4653,5.7837,5.2227,4.5789,4.5789,5.2227,5.7837,6.9426,6.8583,6.8526,9.0,4.2417,-2.7009
20021220,6.2912,6.3738,6.8277,6.8553,6.9383,6.8457,6.4505,5.7666,5.2118,4.5596,4.5596,5.2118,5.7666,6.9383,6.8553,6.8457,9.05,4.2653,-2.673
20021223,6.2854,6.3729,6.8242,6.8524,6.9341,6.839,6.4353,5.7502,5.1998,4.542,4.542,5.1998,5.7502,6.9341,6.8524,6.839,8.93,4.2087,-2.7253999999999996
20021224,6.2797,6.3721,6.8208,6.8494,6.9298,6.8321,6.4211,5.7333,5.1826,4.5246,4.5246,5.1826,5.7333,6.9298,6.8494,6.8321,8.93,4.2087,-2.7211
20021225,6.2739,6.3713,6.8176,6.8464,6.9254,6.8251,6.4066,5.718,5.1661,4.507,4.507,5.1661,5.718,6.9254,6.8464,6.8251,8.88,4.1852,-2.7401999999999997
20021226,6.2681,6.3706,6.8137,6.8434,6.9208,6.8177,6.393,5.7033,5.1508,4.4886,4.4886,5.1508,5.7033,6.9208,6.8434,6.8177,8.61,4.0579,-2.8629
20021227,6.2622,6.3697,6.8099,6.8401,6.9156,6.8102,6.3793,5.6888,5.1345,4.4692,4.4692,5.1345,5.6888,6.9156,6.8401,6.8102,8.6,4.0532,-2.8624
20021230,6.2563,6.3688,6.806,6.8369,6.9106,6.8023,6.3654,5.6747,5.1167,4.452,4.452,5.1167,5.6747,6.9106,6.8369,6.806,8.5,4.0061,-2.9044999999999996
20021231,6.2504,6.3679,6.802,6.8338,6.906,6.7943,6.3505,5.6613,5.0995,4.4338,4.4338,5.0995,5.6613,6.906,6.8338,6.802,8.48,3.9966,-2.9093999999999998
20030102,6.2444,6.367,6.7982,6.8308,6.9012,6.7863,6.3361,5.6473,5.0821,4.4161,4.4161,5.0821,5.6473,6.9012,6.8308,6.7982,8.24,3.8835,-3.0177
20030103,6.2385,6.366,6.7945,6.8276,6.896,6.7786,6.3208,5.6339,5.0642,4.3963,4.3963,5.0642,5.6339,6.896,6.8276,6.7945,8.3,3.9118,-2.9842
20030106,6.2327,6.3652,6.791,6.8244,6.8911,6.7708,6.3057,5.6204,5.0462,4.3821,4.3821,5.0462,5.6204,6.8911,6.8244,6.791,8.35,3.9354,-2.9556999999999998
20030107,6.2318,6.3644,6.7876,6.8214,6.8858,6.7631,6.2908,5.607,5.0288,4.3683,4.3683,5.0288,5.607,6.8858,6.8214,6.7876,8.32,3.9212,-2.9646
20030108,6.2309,6.3636,6.7842,6.8186,6.8807,6.7556,6.2763,5.5941,5.0106,4.3518,4.3518,5.0106,5.5941,6.8807,6.8186,6.7842,8.5,4.0061,-2.8746
20030109,6.2302,6.3629,6.7808,6.8158,6.8761,6.7485,6.2619,5.5818,4.9939,4.3366,4.3366,4.9939,5.5818,6.8761,6.8158,6.7808,8.7,4.1003,-2.7758000000000003
20030110,6.2296,6.3623,6.7776,6.813,6.8715,6.7415,6.2483,5.5692,4.9779,4.3231,4.3231,4.9779,5.5692,6.8715,6.813,6.7776,8.61,4.0579,-2.8136
20030113,6.229,6.3616,6.7745,6.8102,6.867,6.7344,6.2345,5.5569,4.9617,4.3093,4.3093,4.9617,5.5569,6.867,6.8102,6.7745,8.54,4.0249,-2.8421000000000003
20030114,6.2286,6.3609,6.7712,6.8074,6.8623,6.7271,6.221,5.5462,4.9456,4.2973,4.2973,4.9456,5.5462,6.8623,6.8074,6.7712,8.92,4.204,-2.6583000000000006
20030115,6.2284,6.3603,6.7685,6.8049,6.8577,6.7201,6.2084,5.5365,4.9309,4.2869,4.2869,4.9309,5.5365,6.8577,6.8049,6.7685,9.07,4.2747,-2.583
20030116,6.2282,6.3598,6.7654,6.8024,6.8531,6.7133,6.1959,5.5267,4.9165,4.2778,4.2778,4.9165,5.5267,6.8531,6.8024,6.7654,9.2,4.336,-2.5171
20030117,6.228,6.3594,6.7625,6.8,6.8488,6.7069,6.1832,5.5168,4.9027,4.2683,4.2683,4.9027,5.5168,6.8488,6.8,6.7625,9.0,4.2417,-2.6071
20030120,6.2279,6.359,6.7595,6.7978,6.8445,6.6997,6.1701,5.5064,4.8881,4.2575,4.2575,4.8881,5.5064,6.8445,6.7978,6.7595,8.96,4.2229,-2.6216
20030121,6.2277,6.3586,6.7565,6.7958,6.8401,6.6925,6.1577,5.4965,4.8738,4.2459,4.2459,4.8738,5.4965,6.8401,6.7958,6.7565,9.26,4.3642,-2.4758999999999993
20030122,6.2277,6.3584,6.7537,6.7942,6.8354,6.6857,6.1453,5.4864,4.8607,4.2384,4.2384,4.8607,5.4864,6.8354,6.7942,6.7537,9.31,4.3878,-2.4475999999999996
20030123,6.2281,6.3584,6.7504,6.7926,6.8307,6.6788,6.133,5.4771,4.848,4.231,4.231,4.848,5.4771,6.8307,6.7926,6.7504,9.06,4.27,-2.5607000000000006
