,trade_date,dif_pb,close,本次金额,累计买入金额,累计卖出金额,股票剩余资产
0,20190621,-0.004,6.39,-644.01,644.01,0.0,633.35
1,20190624,-0.001,6.41,-0.0,644.01,0.0,635.35
2,20190625,-0.006,6.34,-639.01,1283.02,0.0,1261.71
3,20190626,-0.006,6.34,-639.01,1922.03,0.0,1895.07
4,20190627,-0.004,6.36,-641.01,2563.04,0.0,2536.42
5,20190628,-0.005,6.35,-640.01,3203.05,0.0,3166.77
6,20190701,-0.012,6.42,-1931.03,5134.08,0.0,5125.78
7,20190702,-0.01,6.44,-1937.03,7071.11,0.0,7071.81
8,20190703,-0.008,6.46,-1297.02,8368.13,0.0,8384.47
9,20190704,-0.01,6.44,-1937.03,10305.16,0.0,10288.54
10,20190705,-0.008,6.09,-1223.02,11528.18,0.0,10945.86
11,20190708,-0.017,6.0,-3005.05,14533.23,0.0,13780.97
12,20190709,-0.018,5.98,-3593.06,18126.29,0.0,17319.37
13,20190710,-0.017,5.98,-2995.05,21121.34,0.0,20306.24
14,20190711,-0.015,5.99,-3000.05,24121.39,0.0,23331.41
15,20190712,-0.009,6.03,-1211.02,25332.41,0.0,24691.69
16,20190715,-0.011,6.01,-1808.03,27140.44,0.0,26410.51
17,20190716,-0.011,6.0,-1805.03,28945.469999999998,0.0,28164.28
18,20190717,-0.014,5.96,-2389.04,31334.51,0.0,30357.5
19,20190718,-0.013,5.96,-2389.04,33723.549999999996,0.0,32738.48
20,20190719,-0.007,6.0,-1205.02,34928.56999999999,0.0,34156.68
21,20190722,-0.009,5.97,-1796.03,36724.59999999999,0.0,35774.62
22,20190723,-0.007,5.98,-1201.02,37925.61999999999,0.0,37029.03
23,20190724,-0.004,6.0,-605.01,38530.62999999999,0.0,37752.12
24,20190725,-0.016,6.05,-3030.05,41560.67999999999,0.0,41087.9
25,20190726,-0.017,6.04,-3025.05,44585.729999999996,0.0,44036.15
26,20190729,-0.017,6.04,-3025.05,47610.78,0.0,47052.33
27,20190730,-0.014,6.07,-2433.04,50043.82,0.0,49710.96
28,20190731,-0.014,6.07,-2433.04,52476.86,0.0,52135.89
29,20190801,-0.019,6.02,-3617.06,56093.92,0.0,55313.85
30,20190802,-0.006,5.96,-1197.02,57290.939999999995,0.0,55953.03
31,20190805,-0.017,5.85,-2930.05,60220.99,0.0,57841.62
32,20190806,-0.026,5.77,-5198.09,65419.08,0.0,62237.02
33,20190807,-0.029,5.74,-5745.1,71164.18000000001,0.0,67646.16
34,20190808,-0.025,5.77,-4621.08,75785.26000000001,0.0,72609.86
35,20190809,-0.024,5.78,-4629.08,80414.34000000001,0.0,77353.85
36,20190812,-0.018,5.83,-3503.06,83917.40000000001,0.0,81516.58
37,20190813,-0.021,5.8,-4065.07,87982.47000000002,0.0,85151.96
38,20190814,-0.022,5.79,-4058.07,92040.54000000002,0.0,89053.0
39,20190815,-0.022,5.79,-4058.07,96098.61000000003,0.0,93100.87
40,20190816,-0.024,5.77,-4621.08,100719.69000000003,0.0,97389.42
41,20190819,-0.017,5.83,-2920.05,103639.74000000003,0.0,101313.46
42,20190820,-0.018,5.82,-3497.06,107136.80000000003,0.0,104627.25
43,20190821,-0.018,5.82,-3497.06,110633.86000000003,0.0,108114.82
44,20190822,-0.019,5.81,-3491.06,114124.92000000003,0.0,111410.64
45,20190823,-0.017,5.83,-2920.05,117044.97000000003,0.0,114705.47
46,20190826,-0.022,5.78,-4051.07,121096.04000000004,0.0,117762.57
47,20190827,-0.018,5.82,-3497.06,124593.10000000003,0.0,122065.12
48,20190828,-0.016,5.83,-2920.05,127513.15000000004,0.0,125186.17
49,20190829,-0.016,5.83,-2920.05,130433.20000000004,0.0,128097.48
50,20190830,-0.018,5.81,-3491.06,133924.26000000004,0.0,131139.61
51,20190902,-0.011,5.88,-1769.03,135693.29000000004,0.0,134481.39
52,20190903,-0.009,5.9,-1775.03,137468.32000000004,0.0,136706.58
53,20190904,-0.012,6.01,-1808.03,139276.35000000003,0.0,141056.11
54,20190905,-0.006,6.06,-611.01,139887.36000000004,0.0,142834.87
55,20190906,-0.004,6.08,-613.01,140500.37000000005,0.0,143913.51
56,20190909,-0.002,6.09,-0.0,140500.37000000005,0.0,144150.21
57,20190910,-0.001,6.1,-0.0,140500.37000000005,0.0,144386.92
58,20190911,-0.005,6.15,-620.01,141120.38000000006,0.0,146184.66
59,20190912,-0.003,6.17,-0.0,141120.38000000006,0.0,146660.06
60,20190916,-0.007,6.13,-1231.02,142351.40000000005,0.0,146933.7
61,20190917,-0.004,6.06,-611.01,142962.41000000006,0.0,145861.03
62,20190918,-0.004,6.05,-610.01,143572.42000000007,0.0,146224.57
63,20190919,-0.001,6.08,-0.0,143572.42000000007,0.0,146949.66
64,20190920,-0.011,6.09,-1832.03,145404.45000000007,0.0,149016.04
65,20190923,-0.004,6.05,-610.01,146014.46000000008,0.0,148641.5
66,20190924,-0.005,6.04,-609.01,146623.4700000001,0.0,148999.05
67,20190925,-0.005,6.03,-608.01,147231.4800000001,0.0,149354.59
68,20190926,-0.002,6.06,-0.0,147231.4800000001,0.0,150097.66
69,20190927,-0.004,6.04,-609.01,147840.4900000001,0.0,150205.52
70,20190930,-0.005,6.02,-607.01,148447.50000000012,0.0,150309.38
71,20191008,-0.01,6.08,-1829.03,150276.53000000012,0.0,153629.19
72,20191009,-0.003,6.14,-0.0,150276.53000000012,0.0,155145.29
73,20191010,-0.006,6.11,-616.01,150892.54000000012,0.0,154997.47
74,20191011,0.022,6.17,4309.61,150892.54000000012,4309.61,152206.03
75,20191014,0.032,6.27,6258.63,150892.54000000012,10568.24,148410.88
76,20191015,0.031,6.26,5623.28,150892.54000000012,16191.52,142547.31
77,20191016,0.027,6.23,4973.94,150892.54000000012,21165.46,136886.48
78,20191017,0.025,6.22,4965.94,150892.54000000012,26131.399999999998,131697.05
