,trade_date,dif_pb,close,本次金额,累计买入金额,累计卖出金额,股票剩余资产
0,20161220,-0.003,3.36,-336.08,336.08,0.0,335.92
1,20161221,-0.008,3.397,-1359.14,1695.22,0.0,1698.08
2,20161222,-0.001,3.391,-0.0,1695.22,0.0,1695.08
3,20161223,-0.012,3.364,-2355.39,4050.6099999999997,0.0,4035.79
4,20161226,-0.003,3.3760000000000003,-337.68,4388.29,0.0,4387.7
5,20161227,-0.014,3.3710000000000004,-2697.47,7085.76,0.0,7077.33
6,20161228,-0.014,3.353,-2683.07,9768.83,0.0,9721.27
7,20161229,-0.025,3.355,-4698.17,14467.0,0.0,14422.89
8,20161230,-0.015,3.358,-2687.07,17154.07,0.0,17121.52
9,20170103,-0.006,3.3960000000000004,-1019.05,18173.12,0.0,18333.82
10,20170104,0.04,3.426,7877.83,18173.12,7877.83,10617.94
11,20170105,0.05,3.4189999999999996,9912.62,18173.12,17790.45,683.63
12,20170106,0.041,3.408,681.43,18173.12,18471.88,0.0
13,20170109,0.051,3.42,0.0,18173.12,18471.88,0.0
14,20170110,0.052,3.411,0.0,18173.12,18471.88,0.0
15,20170111,0.042,3.386,0.0,18173.12,18471.88,0.0
16,20170112,-0.007,3.3689999999999998,-1347.94,19521.059999999998,18471.88,1347.26
17,20170113,-0.007,3.375,-1350.34,20871.399999999998,18471.88,2699.33
18,20170116,-0.007,3.3710000000000004,-1348.74,22220.14,18471.88,4044.19
19,20170117,-0.007,3.3760000000000003,-1350.74,23570.88,18471.88,5400.25
20,20170118,-0.007,3.398,-1359.54,24930.420000000002,18471.88,6794.3
21,20170119,-0.007,3.386,-1354.74,26285.160000000003,18471.88,8124.37
22,20170120,0.042,3.415,8193.95,26285.160000000003,26665.83,0.0
23,20170123,0.041,3.361,0.0,26285.160000000003,26665.83,0.0
24,20170124,0.041,3.363,0.0,26285.160000000003,26665.83,0.0
25,20170125,0.051,3.373,0.0,26285.160000000003,26665.83,0.0
26,20170126,0.051,3.387,0.0,26285.160000000003,26665.83,0.0
27,20170203,0.04,3.367,0.0,26285.160000000003,26665.83,0.0
28,20170206,0.049,3.366,0.0,26285.160000000003,26665.83,0.0
29,20170207,0.049,3.36,0.0,26285.160000000003,26665.83,0.0
30,20170208,0.058,3.383,0.0,26285.160000000003,26665.83,0.0
31,20170209,0.067,3.395,0.0,26285.160000000003,26665.83,0.0
32,20170210,0.067,3.4130000000000003,0.0,26285.160000000003,26665.83,0.0
33,20170213,0.076,3.431,0.0,26285.160000000003,26665.83,0.0
34,20170214,0.085,3.435,0.0,26285.160000000003,26665.83,0.0
35,20170215,0.085,3.423,0.0,26285.160000000003,26665.83,0.0
36,20170216,0.084,3.438,0.0,26285.160000000003,26665.83,0.0
37,20170217,0.073,3.418,0.0,26285.160000000003,26665.83,0.0
38,20170220,0.093,3.4739999999999998,0.0,26285.160000000003,26665.83,0.0
39,20170221,0.102,3.4739999999999998,0.0,26285.160000000003,26665.83,0.0
40,20170222,0.102,3.485,0.0,26285.160000000003,26665.83,0.0
41,20170223,0.101,3.47,0.0,26285.160000000003,26665.83,0.0
42,20170224,0.101,3.467,0.0,26285.160000000003,26665.83,0.0
43,20170227,0.09,3.44,0.0,26285.160000000003,26665.83,0.0
44,20170228,0.099,3.445,0.0,26285.160000000003,26665.83,0.0
45,20170301,0.098,3.449,0.0,26285.160000000003,26665.83,0.0
46,20170302,0.087,3.437,0.0,26285.160000000003,26665.83,0.0
47,20170303,0.087,3.424,0.0,26285.160000000003,26665.83,0.0
48,20170306,0.086,3.4410000000000003,0.0,26285.160000000003,26665.83,0.0
49,20170307,0.096,3.446,0.0,26285.160000000003,26665.83,0.0
50,20170308,0.095,3.45,0.0,26285.160000000003,26665.83,0.0
51,20170309,0.085,3.4189999999999996,0.0,26285.160000000003,26665.83,0.0
52,20170310,0.074,3.4219999999999997,0.0,26285.160000000003,26665.83,0.0
53,20170313,0.093,3.4589999999999996,0.0,26285.160000000003,26665.83,0.0
54,20170314,0.093,3.451,0.0,26285.160000000003,26665.83,0.0
55,20170315,0.092,3.457,0.0,26285.160000000003,26665.83,0.0
56,20170316,0.102,3.478,0.0,26285.160000000003,26665.83,0.0
57,20170317,0.091,3.4389999999999996,0.0,26285.160000000003,26665.83,0.0
58,20170320,0.091,3.4410000000000003,0.0,26285.160000000003,26665.83,0.0
59,20170321,0.1,3.465,0.0,26285.160000000003,26665.83,0.0
60,20170322,0.09,3.447,0.0,26285.160000000003,26665.83,0.0
61,20170323,0.09,3.457,0.0,26285.160000000003,26665.83,0.0
62,20170324,0.099,3.49,0.0,26285.160000000003,26665.83,0.0
63,20170327,0.099,3.4739999999999998,0.0,26285.160000000003,26665.83,0.0
64,20170328,0.088,3.469,0.0,26285.160000000003,26665.83,0.0
65,20170329,0.088,3.4619999999999997,0.0,26285.160000000003,26665.83,0.0
66,20170330,0.067,3.429,0.0,26285.160000000003,26665.83,0.0
67,20170331,0.067,3.4539999999999997,0.0,26285.160000000003,26665.83,0.0
68,20170405,0.087,3.511,0.0,26285.160000000003,26665.83,0.0
69,20170406,0.097,3.5069999999999997,0.0,26285.160000000003,26665.83,0.0
70,20170407,0.096,3.514,0.0,26285.160000000003,26665.83,0.0
71,20170410,0.086,3.505,0.0,26285.160000000003,26665.83,0.0
72,20170411,0.095,3.514,0.0,26285.160000000003,26665.83,0.0
73,20170412,0.085,3.5010000000000003,0.0,26285.160000000003,26665.83,0.0
74,20170413,0.085,3.514,0.0,26285.160000000003,26665.83,0.0
75,20170414,0.074,3.485,0.0,26285.160000000003,26665.83,0.0
76,20170417,0.064,3.4730000000000003,0.0,26285.160000000003,26665.83,0.0
77,20170418,0.054,3.465,0.0,26285.160000000003,26665.83,0.0
78,20170419,0.034,3.438,0.0,26285.160000000003,26665.83,0.0
79,20170420,0.033,3.457,0.0,26285.160000000003,26665.83,0.0
80,20170421,0.043,3.46,0.0,26285.160000000003,26665.83,0.0
81,20170424,-0.003,3.423,-342.39,26627.550000000003,26665.83,342.21
82,20170425,0.023,3.4339999999999997,343.31,26627.550000000003,27009.140000000003,0.0
83,20170426,0.022,3.4419999999999997,0.0,26627.550000000003,27009.140000000003,0.0
