trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,min1,max1,pb1,mindif,maxdif
20051123,5.1339,3.8924,3.4045,3.2696,3.2444,3.3326,3.4522,3.5675,3.6099,3.2444,5.1339,3.5525,0.30810000000000004,-1.5813999999999995
20051124,5.1206,3.8891,3.4033,3.2691,3.2444,3.3346,3.4522,3.5674,3.6122,3.2444,5.1206,3.5429,0.29849999999999977,-1.5776999999999997
20051125,5.1075,3.886,3.4021,3.2687,3.2446,3.3366,3.4523,3.5671,3.614,3.2446,5.1075,3.4997,0.25509999999999966,-1.6078000000000001
20051128,5.0942,3.8829,3.4009,3.2683,3.2448,3.3385,3.452,3.5669,3.6156,3.2448,5.0942,3.4589,0.21409999999999973,-1.6353
20051129,5.0807,3.8797,3.3997,3.268,3.2448,3.3405,3.4516,3.5666,3.6176,3.2448,5.0807,3.4421,0.1972999999999998,-1.6386000000000003
20051130,5.0669,3.8763,3.3984,3.2676,3.2449,3.3424,3.4513,3.5662,3.6191,3.2449,5.0669,3.4301,0.18520000000000003,-1.6368000000000005
20051201,5.0534,3.8727,3.3973,3.2672,3.245,3.3439,3.451,3.5658,3.6198,3.245,5.0534,3.4469,0.20189999999999975,-1.6065
20051202,5.04,3.8694,3.396,3.2669,3.2452,3.3456,3.4508,3.5654,3.621,3.2452,5.04,3.4493,0.20409999999999995,-1.5907
20051205,5.0262,3.8659,3.3949,3.2668,3.2454,3.3472,3.4514,3.5653,3.6202,3.2454,5.0262,3.3485,0.10309999999999997,-1.6777000000000002
20051206,5.0125,3.8625,3.3936,3.2665,3.2455,3.3485,3.4517,3.5651,3.6196,3.2455,5.0125,3.1925,-0.052999999999999936,-1.8200000000000003
20051207,4.9989,3.859,3.3921,3.2661,3.2451,3.3496,3.4516,3.5644,3.6187,3.2451,4.9989,3.1877,-0.057399999999999896,-1.8112
20051208,4.9851,3.8552,3.3908,3.2659,3.2447,3.3506,3.4516,3.5636,3.6181,3.2447,4.9851,3.1685,-0.07620000000000005,-1.8166000000000002
20051209,4.9711,3.8512,3.3894,3.2657,3.2444,3.3517,3.4516,3.5628,3.6177,3.2444,4.9711,3.2669,0.022499999999999964,-1.7041999999999997
20051212,4.9573,3.8472,3.3882,3.2655,3.2443,3.3529,3.4517,3.5626,3.6181,3.2443,4.9573,3.2789,0.034600000000000186,-1.6784
