trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,min1,max1,pb1,mindif,maxdif
20121025,2.4585,2.1171,1.9369,1.8225,1.6718,1.5706,1.4802,1.3903,1.2502,1.2502,2.4585,1.2044,-0.04580000000000006,-1.2541
20121026,2.4552,2.1145,1.9358,1.8207,1.6698,1.5688,1.4783,1.3888,1.2479,1.2479,2.4552,1.1957,-0.052200000000000024,-1.2595
20121029,2.4519,2.1118,1.9345,1.8188,1.6678,1.5668,1.4765,1.3872,1.2456,1.2456,2.4519,1.1362,-0.10939999999999994,-1.3157
20121030,2.4482,2.1089,1.9332,1.8168,1.6658,1.5647,1.4745,1.3853,1.2428,1.2428,2.4482,1.1362,-0.1065999999999998,-1.3119999999999998
20121031,2.4444,2.1059,1.932,1.8147,1.6637,1.5623,1.4726,1.3833,1.2408,1.2408,2.4444,1.1362,-0.1045999999999998,-1.3081999999999998
20121101,2.4405,2.1029,1.9307,1.8126,1.6617,1.5599,1.4706,1.3813,1.2389,1.2389,2.4405,1.1527,-0.08619999999999983,-1.2878
20121102,2.4366,2.0999,1.9294,1.8104,1.6597,1.5575,1.4687,1.3793,1.237,1.237,2.4366,1.1692,-0.06780000000000008,-1.2673999999999999
20121105,2.4327,2.0971,1.9281,1.8083,1.6577,1.5551,1.4668,1.3777,1.2353,1.2353,2.4327,1.1637,-0.07160000000000011,-1.2690000000000001
20121106,2.4286,2.0942,1.9268,1.8062,1.6557,1.5528,1.4652,1.376,1.2336,1.2336,2.4286,1.1692,-0.06440000000000001,-1.2593999999999999
20121107,2.4246,2.0912,1.9255,1.8041,1.6538,1.5505,1.4637,1.3743,1.232,1.232,2.4246,1.172,-0.06000000000000005,-1.2526
20121108,2.4207,2.0888,1.9242,1.802,1.6519,1.5482,1.4622,1.3727,1.2305,1.2305,2.4207,1.1775,-0.052999999999999936,-1.2432
20121109,2.4167,2.0863,1.9229,1.7998,1.6501,1.5459,1.4606,1.371,1.229,1.229,2.4167,1.1802,-0.04880000000000018,-1.2365000000000002
20121112,2.4128,2.0839,1.9217,1.7976,1.6484,1.5437,1.4591,1.3694,1.2277,1.2277,2.4128,1.1857,-0.04200000000000004,-1.2270999999999999
20121113,2.4091,2.0815,1.9204,1.7955,1.6467,1.5414,1.4577,1.3678,1.2266,1.2266,2.4091,1.1885,-0.03810000000000002,-1.2206000000000001
20121114,2.4053,2.0793,1.9192,1.7933,1.645,1.5393,1.4562,1.3662,1.2256,1.2256,2.4053,1.1775,-0.04810000000000003,-1.2278
20121115,2.4017,2.0769,1.918,1.7912,1.6434,1.5377,1.4548,1.3648,1.2245,1.2245,2.4017,1.15,-0.07450000000000001,-1.2517
20121116,2.3979,2.0744,1.9168,1.7893,1.6417,1.5361,1.4532,1.3632,1.2232,1.2232,2.3979,1.1555,-0.0677000000000001,-1.2424
20121119,2.3941,2.0718,1.9158,1.7873,1.6401,1.5344,1.4517,1.3615,1.222,1.222,2.3941,1.1582,-0.06380000000000008,-1.2359
20121120,2.3903,2.0688,1.9147,1.7854,1.6385,1.5326,1.4502,1.3598,1.2207,1.2207,2.3903,1.1445,-0.07619999999999982,-1.2457999999999998
20121121,2.3863,2.0658,1.9136,1.7835,1.6368,1.531,1.4487,1.3582,1.2194,1.2194,2.3863,1.1472,-0.07220000000000004,-1.2390999999999999
20121122,2.3822,2.0632,1.9125,1.7815,1.6352,1.5296,1.4472,1.3566,1.2182,1.2182,2.3822,1.1417,-0.07650000000000001,-1.2405000000000002
20121123,2.3778,2.0604,1.9113,1.7795,1.6337,1.5283,1.4456,1.355,1.2169,1.2169,2.3778,1.1417,-0.07520000000000016,-1.2361000000000002
20121126,2.3733,2.0575,1.9102,1.7775,1.6323,1.5269,1.444,1.3535,1.2156,1.2156,2.3733,1.1445,-0.07109999999999994,-1.2288
20121127,2.3687,2.0546,1.909,1.7755,1.6308,1.5256,1.4426,1.352,1.2142,1.2142,2.3687,1.15,-0.06420000000000003,-1.2187000000000001
20121128,2.3641,2.0518,1.9078,1.7735,1.6294,1.5244,1.4412,1.3504,1.2129,1.2129,2.3641,1.1527,-0.06020000000000003,-1.2114
20121129,2.3597,2.0491,1.9065,1.7714,1.628,1.5232,1.4398,1.3489,1.2117,1.2117,2.3597,1.1445,-0.06719999999999993,-1.2152
20121130,2.3554,2.0465,1.9053,1.7694,1.6266,1.5219,1.4384,1.3473,1.2104,1.2104,2.3554,1.1472,-0.06319999999999992,-1.2082
20121203,2.351,2.0439,1.904,1.7674,1.6252,1.5206,1.437,1.3457,1.2093,1.2093,2.351,1.1472,-0.062100000000000044,-1.2038
20121204,2.3467,2.0413,1.9028,1.7654,1.6237,1.5193,1.4355,1.3442,1.2081,1.2081,2.3467,1.1472,-0.060899999999999954,-1.1994999999999998
20121205,2.3423,2.0388,1.9016,1.7634,1.6223,1.518,1.4341,1.3427,1.2069,1.2069,2.3423,1.1692,-0.03770000000000007,-1.1730999999999998
20121206,2.3379,2.0361,1.9004,1.7613,1.6209,1.5169,1.4326,1.3411,1.2059,1.2059,2.3379,1.1802,-0.025700000000000056,-1.1577
20121207,2.3337,2.0336,1.8993,1.7592,1.6196,1.5157,1.4314,1.3397,1.205,1.205,2.3337,1.183,-0.02200000000000002,-1.1506999999999998
20121210,2.3293,2.031,1.8981,1.757,1.6183,1.5143,1.4301,1.3381,1.2042,1.2042,2.3293,1.194,-0.010199999999999987,-1.1353
