trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,min1,max1,pb1,mindif,maxdif
19961219,13.2907,13.3207,15.2579,9.1289,4.587,4.5381,4.4598,4.7953,5.5671,4.4598,15.2579,6.3827,1.9228999999999994,-8.8752
19961220,13.2851,13.3147,15.2136,9.0829,4.592,4.5397,4.4664,4.8044,5.587,4.4664,15.2136,5.7709,1.3045,-9.442699999999999
19961221,13.2786,13.308,15.1712,9.0323,4.596,4.5404,4.4714,4.8105,5.6022,4.4714,15.1712,5.7709,1.2995,-9.400300000000001
19961222,13.2718,13.3016,15.1273,8.9807,4.6,4.5412,4.4764,4.8165,5.6174,4.4764,15.1273,5.7709,1.2945000000000002,-9.3564
19961223,13.2649,13.2951,15.081,8.9292,4.6039,4.5419,4.4814,4.8226,5.6332,4.4814,15.081,5.4997,1.0183,-9.581299999999999
19961224,13.2578,13.2888,15.0316,8.8773,4.6073,4.5426,4.4857,4.8278,5.6492,4.4857,15.0316,5.0964,0.6107000000000005,-9.935199999999998
19961225,13.2493,13.2824,14.9847,8.8279,4.6101,4.5434,4.4889,4.8306,5.6618,4.4889,14.9847,5.597,1.1081000000000003,-9.387699999999999
19961226,13.2419,13.2765,14.9385,8.7787,4.6137,4.5455,4.4935,4.8343,5.6803,4.4935,14.9385,5.9099,1.4164000000000003,-9.028599999999999
19961227,13.2351,13.2708,14.8926,8.7291,4.6178,4.5482,4.499,4.8402,5.7029,4.499,14.8926,5.6318,1.1328000000000005,-9.2608
19961228,13.228,13.2665,14.8486,8.6801,4.6216,4.5502,4.504,4.8438,5.7225,4.504,14.8486,5.6318,1.1278000000000006,-9.2168
19961229,13.2214,13.2615,14.8002,8.6309,4.6253,4.5521,4.5093,4.849,5.7421,4.5093,14.8002,5.6318,1.1225000000000005,-9.1684
19961230,13.2147,13.2567,14.7528,8.5817,4.6292,4.554,4.5144,4.8541,5.7612,4.5144,14.7528,5.6944,1.1799999999999997,-9.0584
19961231,13.2088,13.247,14.7043,8.5326,4.6334,4.5562,4.5199,4.8593,5.7806,4.5199,14.7043,5.7013,1.1814,-9.003
19970101,13.2026,13.2423,14.6557,8.4821,4.6376,4.5585,4.5255,4.8646,5.8,4.5255,14.6557,5.7013,1.1757999999999997,-8.9544
19970102,13.1964,13.2377,14.6071,8.4324,4.6418,4.5606,4.5312,4.871,5.8195,4.5312,14.6071,5.5275,0.9962999999999997,-9.079600000000001
19970103,13.1901,13.2328,14.5583,8.3824,4.6457,4.5619,4.5363,4.8772,5.8368,4.5363,14.5583,5.5484,1.0121000000000002,-9.009899999999998
19970104,13.184,13.2278,14.5109,8.3348,4.6496,4.5634,4.5415,4.8834,5.8533,4.5415,14.5109,5.5484,1.0069,-8.962499999999999
19970105,13.1778,13.2229,14.4609,8.2873,4.6535,4.5649,4.5471,4.8896,5.8681,4.5471,14.4609,5.5484,1.0012999999999996,-8.912500000000001
19970106,13.1716,13.2183,14.4072,8.2397,4.6573,4.5663,4.5526,4.8956,5.882,4.5526,14.4072,5.2146,0.6619999999999999,-9.192599999999999
19970107,13.1651,13.2134,14.3536,8.1917,4.6607,4.5671,4.557,4.9004,5.8931,4.557,14.3536,5.3885,0.8314999999999992,-8.9651
19970108,13.1587,13.2085,14.2962,8.1454,4.6643,4.5683,4.5621,4.9062,5.9056,4.5621,14.2962,5.3815,0.8193999999999999,-8.9147
19970109,13.1524,13.2035,14.2389,8.0976,4.6678,4.5693,4.5673,4.9121,5.918,4.5673,14.2389,5.8334,1.2660999999999998,-8.4055
19970110,13.1463,13.199,14.1821,8.0515,4.6721,4.5714,4.5737,4.92,5.9341,4.5714,14.1821,6.2576,1.6862000000000004,-7.9245
19970111,13.1403,13.195,14.1149,8.006,4.6772,4.5746,4.5814,4.9296,5.9547,4.5746,14.1149,6.2576,1.6829999999999998,-7.8573
19970112,13.1343,13.1911,14.0428,7.9605,4.6821,4.5778,4.5887,4.9392,5.9757,4.5778,14.0428,6.2576,1.6798000000000002,-7.7852
19970113,13.1283,13.187,13.965,7.915,4.6872,4.581,4.5962,4.9488,5.9972,4.581,13.965,6.188,1.6069999999999993,-7.777
19970114,13.1218,13.1824,13.8866,7.8711,4.6921,4.5844,4.6034,4.9583,6.0177,4.5844,13.8866,5.8682,1.2838000000000003,-8.0184
19970115,13.1158,13.1772,13.8082,7.8278,4.6963,4.5873,4.6093,4.966,6.0355,4.5873,13.8082,6.0837,1.4964000000000004,-7.724499999999999
19970116,13.1097,13.1722,13.7301,7.7845,4.701,4.5905,4.6159,4.9747,6.0552,4.5905,13.7301,5.9655,1.375,-7.764600000000001
19970117,13.1027,13.1671,13.6518,7.7422,4.7054,4.5933,4.6221,4.9823,6.0736,4.5933,13.6518,5.9099,1.3166000000000002,-7.741899999999999
19970118,13.0958,13.1615,13.5674,7.7004,4.7096,4.5958,4.6281,4.9897,6.0898,4.5958,13.5674,5.9099,1.3141000000000007,-7.657499999999999
19970119,13.0888,13.1561,13.4844,7.6587,4.7137,4.5982,4.6344,4.9971,6.1074,4.5982,13.4844,5.9099,1.3117,-7.5745000000000005
19970120,13.0819,13.1508,13.4051,7.6169,4.7177,4.6007,4.641,5.0047,6.1241,4.6007,13.4051,6.1463,1.5456000000000003,-7.258799999999999
19970121,13.0754,13.1457,13.3285,7.5762,4.7198,4.6036,4.6485,5.0143,6.1421,4.6036,13.3285,5.9655,1.3618999999999994,-7.363
19970122,13.0688,13.1411,13.249,7.5352,4.7185,4.6066,4.6554,5.0231,6.1587,4.6066,13.249,5.9586,1.3519999999999994,-7.290400000000001
19970123,13.0618,13.1366,13.1695,7.4938,4.7173,4.6094,4.6622,5.0325,6.1752,4.6094,13.1695,5.8543,1.2449000000000003,-7.315199999999999
19970124,13.0548,13.1319,13.0899,7.454,4.7159,4.6121,4.6688,5.0416,6.1898,4.6121,13.1319,5.9516,1.3395000000000001,-7.1803
19970125,13.0478,13.1272,13.0131,7.4129,4.714,4.6148,4.6757,5.051,6.2035,4.6148,13.1272,5.9516,1.3368000000000002,-7.1756
19970126,13.0408,13.1228,12.9363,7.3717,4.7144,4.6175,4.6823,5.0605,6.2174,4.6175,13.1228,5.9516,1.3341000000000003,-7.1712
19970127,13.0338,13.1186,12.8565,7.3306,4.7149,4.6202,4.6891,5.0699,6.2305,4.6202,13.1186,5.8404,1.2202000000000002,-7.278200000000001
19970128,13.0268,13.1144,12.7816,7.2895,4.7161,4.6217,4.6956,5.0787,6.2431,4.6217,13.1144,5.9099,1.2882000000000007,-7.2044999999999995
19970129,13.0197,13.11,12.7128,7.2484,4.7165,4.6235,4.7022,5.0876,6.2562,4.6235,13.11,5.8543,1.2308000000000003,-7.255699999999999
19970130,13.0127,13.1055,12.6439,7.2075,4.7168,4.6254,4.7086,5.0967,6.2688,4.6254,13.1055,5.7848,1.1593999999999998,-7.3206999999999995
19970131,13.0055,13.101,12.5749,7.1672,4.7171,4.6271,4.7149,5.1053,6.2809,4.6271,13.101,5.8056,1.1784999999999997,-7.295400000000001
19970201,12.9985,13.0962,12.505,7.1265,4.7173,4.6289,4.721,5.114,6.2932,4.6289,13.0962,5.8056,1.1767000000000003,-7.2905999999999995
19970202,12.9915,13.0917,12.433,7.0857,4.7176,4.6307,4.7268,5.1227,6.3054,4.6307,13.0917,5.8056,1.1749,-7.286099999999999
19970203,12.9845,13.0872,12.3596,7.0449,4.7183,4.6326,4.7327,5.1316,6.3168,4.6326,13.0872,5.8056,1.173,-7.281599999999999
19970204,12.9772,13.0827,12.289,7.0042,4.7188,4.6344,4.7386,5.1405,6.3274,4.6344,13.0827,5.8056,1.1711999999999998,-7.277100000000001
19970205,12.9697,13.0823,12.2219,6.9634,4.7192,4.6362,4.7446,5.1485,6.338,4.6362,13.0823,5.8056,1.1694000000000004,-7.2767
19970206,12.9623,13.0819,12.1548,6.9227,4.7197,4.6382,4.7505,5.157,6.3486,4.6382,13.0819,5.8056,1.1673999999999998,-7.276299999999999
19970207,12.955,13.0815,12.0877,6.8819,4.7201,4.6401,4.7569,5.165,6.3603,4.6401,13.0815,5.8056,1.1654999999999998,-7.2759
19970208,12.9476,13.0812,12.0206,6.8411,4.7209,4.6421,4.7633,5.173,6.3724,4.6421,13.0812,5.8056,1.1635,-7.275600000000001
19970209,12.9403,13.081,11.9535,6.8004,4.7214,4.644,4.7695,5.181,6.3846,4.644,13.081,5.8056,1.1616,-7.275399999999999
19970210,12.9329,13.0807,11.8935,6.7596,4.7217,4.646,4.7758,5.1878,6.3913,4.646,13.0807,5.8056,1.1596000000000002,-7.2751
19970211,12.9256,13.0803,11.8388,6.7222,4.7221,4.6482,4.7819,5.1947,6.3907,4.6482,13.0803,5.8056,1.1574,-7.274699999999999
19970212,12.9183,13.0799,11.781,6.6846,4.7227,4.6497,4.7881,5.202,6.39,4.6497,13.0799,5.8056,1.1559,-7.2743
19970213,12.9112,13.0794,11.7232,6.6473,4.7232,4.6504,4.7942,5.2095,6.3894,4.6504,13.0794,5.8056,1.1551999999999998,-7.2738
19970214,12.9042,13.0789,11.6654,6.6088,4.7237,4.6511,4.8005,5.2168,6.3831,4.6511,13.0789,5.8056,1.1545000000000005,-7.273300000000001
19970215,12.897,13.0784,11.6132,6.5705,4.7243,4.6522,4.8067,5.224,6.3765,4.6522,13.0784,5.8056,1.1534000000000004,-7.2728
19970216,12.8898,13.078,11.5618,6.5322,4.7249,4.6532,4.8129,5.2313,6.3652,4.6532,13.078,5.8056,1.1524,-7.272399999999999
19970217,12.8826,13.0775,11.5102,6.494,4.7256,4.6543,4.8189,5.2395,6.356,4.6543,13.0775,5.8612,1.2069,-7.2163
19970218,12.8756,13.0771,11.4658,6.4557,4.727,4.6555,4.8247,5.2474,6.3501,4.6555,13.0771,5.2772,0.6216999999999997,-7.7999
19970219,12.8681,13.0761,11.4198,6.4172,4.7274,4.6554,4.8288,5.2533,6.3394,4.6554,13.0761,5.597,0.9416000000000002,-7.4791
19970220,12.8609,13.0754,11.3742,6.3776,4.7283,4.6558,4.8338,5.2605,6.3314,4.6558,13.0754,5.3885,0.7326999999999995,-7.6869000000000005
19970221,12.8536,13.0746,11.3284,6.3383,4.7289,4.656,4.8382,5.2669,6.3142,4.656,13.0746,5.8195,1.1635,-7.2551000000000005
19970222,12.8466,13.0742,11.2863,6.2999,4.7301,4.6567,4.8439,5.275,6.3085,4.6567,13.0742,5.8195,1.1627999999999998,-7.2547
19970223,12.8397,13.0738,11.2432,6.2615,4.7315,4.6574,4.8495,5.2831,6.3006,4.6574,13.0738,5.8195,1.1620999999999997,-7.254300000000001
19970224,12.8327,13.0734,11.1979,6.2231,4.7327,4.658,4.8551,5.2906,6.2987,4.658,13.0734,6.2784,1.6204,-6.794999999999999
19970225,12.8274,13.0736,11.1487,6.1858,4.7345,4.6597,4.862,5.3009,6.3021,4.6597,13.0736,6.1741,1.5144000000000002,-6.899500000000001
19970226,12.8221,13.0736,11.1001,6.1483,4.7361,4.6611,4.8686,5.3093,6.3047,4.6611,13.0736,6.5009,1.8397999999999994,-6.572700000000001
19970227,12.8172,13.0739,11.0519,6.1067,4.7383,4.6628,4.876,5.3193,6.31,4.6628,13.0739,6.3271,1.6643,-6.7468
19970228,12.8122,13.074,11.0035,6.0663,4.7402,4.6642,4.883,5.3288,6.3158,4.6642,13.074,6.2923,1.6280999999999999,-6.7817
19970301,12.8073,13.0743,10.9494,6.0282,4.742,4.6661,4.89,5.3382,6.3211,4.6661,13.0743,6.2923,1.6261999999999999,-6.781999999999999
19970302,12.8024,13.0745,10.8971,5.99,4.7439,4.668,4.8969,5.3476,6.3241,4.668,13.0745,6.2923,1.6242999999999999,-6.7822000000000005
19970303,12.7975,13.0747,10.8495,5.9519,4.7459,4.6699,4.9038,5.3577,6.3268,4.6699,13.0747,6.5079,1.838,-6.5668
19970304,12.7955,13.0752,10.8015,5.9138,4.7481,4.6726,4.9113,5.3689,6.3343,4.6726,13.0752,6.7999,2.1273,-6.2753000000000005
19970305,12.7939,13.0759,10.7564,5.8776,4.7512,4.6764,4.9196,5.3812,6.3442,4.6764,13.0759,6.5009,1.8244999999999996,-6.575000000000001
19970306,12.7918,13.0763,10.7109,5.8404,4.7537,4.6798,4.927,5.3928,6.3517,4.6798,13.0763,7.1545,2.4746999999999995,-5.9218
19970307,12.7894,13.0772,10.6662,5.8042,4.7573,4.6844,4.9355,5.4072,6.3635,4.6844,13.0772,7.0571,2.3727,-6.020099999999999
19970308,12.7872,13.0783,10.6232,5.7666,4.7609,4.6887,4.9439,5.4212,6.3763,4.6887,13.0783,7.0571,2.3684000000000003,-6.0212
19970309,12.7851,13.0795,10.5772,5.729,4.7645,4.693,4.9529,5.4352,6.3912,4.693,13.0795,7.0571,2.3641000000000005,-6.022399999999999
19970310,12.7829,13.081,10.5326,5.6914,4.7676,4.6972,4.9617,5.4475,6.4046,4.6972,13.081,7.1058,2.4086000000000007,-5.975199999999999
19970311,12.7807,13.0825,10.4838,5.6504,4.7709,4.7016,4.9705,5.4607,6.4151,4.7016,13.0825,7.1197,2.4181,-5.9628
19970312,12.7786,13.0841,10.44,5.6076,4.7738,4.7062,4.9794,5.4742,6.4257,4.7062,13.0841,7.1753,2.4691,-5.908799999999999
19970313,12.7767,13.0858,10.3962,5.5665,4.7769,4.7111,4.9884,5.4884,6.4367,4.7111,13.0858,6.9528,2.2417,-6.133000000000001
19970314,12.7746,13.0872,10.3522,5.527,4.7796,4.7155,4.9963,5.5013,6.445,4.7155,13.0872,7.1197,2.4042000000000003,-5.967499999999999
19970315,12.7716,13.089,10.3079,5.4893,4.7826,4.7203,5.0046,5.5149,6.4534,4.7203,13.089,7.1197,2.3994,-5.9693000000000005
19970316,12.7687,13.0908,10.2612,5.4516,4.7859,4.725,5.0131,5.5286,6.4632,4.725,13.0908,7.1197,2.3947000000000003,-5.9711
19970317,12.7658,13.0926,10.214,5.4138,4.7891,4.7298,5.0217,5.5425,6.4742,4.7298,13.0926,7.0224,2.2926,-6.070199999999999
19970318,12.7626,13.0946,10.1676,5.376,4.7921,4.7348,5.0302,5.5553,6.4858,4.7348,13.0946,6.8694,2.1346,-6.2252
19970319,12.7593,13.0962,10.1194,5.3372,4.795,4.7396,5.0382,5.5679,6.4962,4.7396,13.0962,6.8207,2.0811,-6.275499999999999
19970320,12.7563,13.0978,10.0712,5.2998,4.7978,4.7443,5.0461,5.5801,6.5062,4.7443,13.0978,6.7443,2.0,-6.3534999999999995
19970321,12.7532,13.0994,10.0229,5.2617,4.8005,4.7487,5.0534,5.5911,6.5123,4.7487,13.0994,7.0085,2.2597999999999994,-6.0908999999999995
19970322,12.75,13.1005,9.9743,5.2226,4.8033,4.7538,5.0618,5.6032,6.5155,4.7538,13.1005,7.0085,2.2546999999999997,-6.0920000000000005
19970323,12.7468,13.1017,9.9278,5.1836,4.806,4.7589,5.0702,5.6153,6.5125,4.7589,13.1017,7.0085,2.2496,-6.0931999999999995
19970324,12.7437,13.1029,9.882,5.1445,4.809,4.7639,5.0784,5.6264,6.5169,4.7639,13.1029,6.9389,2.1750000000000007,-6.164
19970325,12.7398,13.1041,9.8364,5.1058,4.8118,4.7689,5.0862,5.6378,6.5223,4.7689,13.1041,6.8555,2.0866,-6.248600000000001
19970326,12.7356,13.105,9.7911,5.0666,4.8145,4.7736,5.0937,5.6485,6.527,4.7736,13.105,6.786,2.0123999999999995,-6.319000000000001
19970327,12.7314,13.1059,9.7457,5.0258,4.817,4.7784,5.101,5.6595,6.5311,4.7784,13.1059,7.1614,2.383,-5.9445
19970328,12.7273,13.1072,9.7007,4.9859,4.8202,4.7841,5.1091,5.6728,6.5331,4.7841,13.1072,6.9598,2.175700000000001,-6.1474
19970329,12.7229,13.1086,9.6555,4.9462,4.823,4.7894,5.1171,5.6852,6.5346,4.7894,13.1086,6.9598,2.1704000000000008,-6.148799999999999
19970330,12.7185,13.1099,9.6104,4.9066,4.8259,4.7947,5.1248,5.6977,6.5367,4.7947,13.1099,6.9598,2.1651000000000007,-6.150099999999999
19970331,12.7141,13.1113,9.5671,4.8669,4.8288,4.8001,5.1328,5.708,6.5387,4.8001,13.1113,7.5647,2.7646000000000006,-5.5466
19970401,12.7101,13.1134,9.5242,4.8255,4.8327,4.8069,5.1424,5.7211,6.5407,4.8069,13.1134,7.4952,2.6883,-5.618200000000001
19970402,12.706,13.1154,9.4809,4.7848,4.8365,4.8135,5.1518,5.7332,6.5421,4.7848,13.1154,7.5021,2.7173000000000007,-5.613299999999999
19970403,12.7017,13.1174,9.4375,4.7902,4.8404,4.8204,5.1612,5.7458,6.5435,4.7902,13.1174,7.2657,2.4755000000000003,-5.8517
19970404,12.6971,13.1191,9.3938,4.7954,4.8439,4.8266,5.1699,5.7576,6.5351,4.7954,13.1191,7.1823,2.3869,-5.9368
19970405,12.6927,13.1209,9.3504,4.8004,4.8471,4.8327,5.1786,5.7691,6.5229,4.8004,13.1209,7.1823,2.3819,-5.938600000000001
19970406,12.6884,13.1226,9.3068,4.8054,4.8505,4.8388,5.1873,5.7806,6.5073,4.8054,13.1226,7.1823,2.3769,-5.940300000000001
19970407,12.684,13.1244,9.2632,4.8103,4.8539,4.845,5.196,5.7918,6.486,4.8103,13.1244,7.0989,2.2886000000000006,-6.025499999999999
19970408,12.6792,13.1261,9.2197,4.8151,4.8571,4.8509,5.2043,5.8026,6.4618,4.8151,13.1261,7.0154,2.2002999999999995,-6.1107
19970409,12.674,13.1277,9.1762,4.8199,4.8602,4.8566,5.2123,5.8134,6.4369,4.8199,13.1277,7.1962,2.3763000000000005,-5.931500000000001
19970410,12.6692,13.1294,9.133,4.825,4.8636,4.8628,5.2208,5.8245,6.4135,4.825,13.1294,7.1128,2.2878,-6.0166
19970411,12.6644,13.1311,9.0896,4.83,4.8667,4.8688,5.2292,5.8357,6.3904,4.83,13.1311,6.9528,2.1228,-6.1783
19970412,12.6594,13.1325,9.0473,4.8347,4.8697,4.8744,5.2372,5.8463,6.3677,4.8347,13.1325,6.9528,2.1181,-6.1797
19970413,12.6544,13.134,9.0061,4.8394,4.8727,4.88,5.245,5.8568,6.3457,4.8394,13.134,6.9528,2.1133999999999995,-6.1812000000000005
19970414,12.6494,13.1356,8.9646,4.8442,4.8757,4.8856,5.2526,5.8673,6.3292,4.8442,13.1356,7.2657,2.4215,-5.8699
19970415,12.6446,13.1374,8.9246,4.8493,4.8792,4.892,5.2611,5.8796,6.3235,4.8493,13.1374,7.4048,2.5554999999999994,-5.7326
19970416,12.6398,13.1393,8.8851,4.8548,4.8828,4.8987,5.2701,5.8927,6.319,4.8548,13.1393,7.2588,2.404,-5.8805000000000005
19970417,12.6348,13.1411,8.8455,4.8602,4.8862,4.9053,5.2786,5.9053,6.3133,4.8602,13.1411,7.4117,2.5515,-5.7294
19970418,12.6302,13.143,8.806,4.8657,4.8895,4.9122,5.2876,5.919,6.3154,4.8657,13.143,7.5021,2.6364,-5.6409
19970419,12.6258,13.1451,8.7682,4.8714,4.8928,4.9194,5.2968,5.9331,6.3241,4.8714,13.1451,7.5021,2.6307,-5.642999999999999
