trade_date,pb1220,pb1098,pb976,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb1,min1,min2,min3,max1,max2,max3,close
20090708,2.1514,2.1124,2.1941,2.3245,2.5297,2.6911,2.6851,2.0137,1.5405,1.9354,3.0986,1.5405,1.9354,2.0137,2.6911,2.6851,2.5297,17.49
20090709,2.1513,2.1138,2.1961,2.3272,2.5318,2.6889,2.6842,2.0091,1.5472,1.953,3.1527,1.5472,1.953,2.0091,2.6889,2.6842,2.5318,19.0
20090710,2.1515,2.1154,2.1984,2.3301,2.5341,2.6869,2.6835,2.0049,1.5551,1.9724,3.4248,1.5551,1.9724,2.0049,2.6869,2.6835,2.5341,18.8
20090713,2.1517,2.1169,2.2006,2.333,2.5363,2.6849,2.6833,2.0005,1.5624,1.9915,3.3888,1.5624,1.9915,2.0005,2.6849,2.6833,2.5363,18.53
20090714,2.1521,2.1183,2.2028,2.3359,2.5385,2.6829,2.6831,1.996,1.5697,2.0106,3.3401,1.5697,1.996,2.0106,2.6831,2.6829,2.5385,18.96
20090715,2.1525,2.1199,2.2051,2.3388,2.5408,2.6856,2.6833,1.9916,1.5774,2.0301,3.4176,1.5774,1.9916,2.0301,2.6856,2.6833,2.5408,19.55
20090716,2.153,2.1215,2.2075,2.3418,2.5434,2.6885,2.6835,1.9874,1.5854,2.0503,3.524,1.5854,1.9874,2.0503,2.6885,2.6835,2.5434,18.97
20090717,2.1534,2.123,2.2098,2.3447,2.5457,2.6913,2.6832,1.9829,1.5934,2.0695,3.4194,1.5934,1.9829,2.0695,2.6913,2.6832,2.5457,18.57
20090720,2.1537,2.1245,2.212,2.3475,2.5478,2.694,2.683,1.9778,1.6013,2.088,3.3473,1.6013,1.9778,2.088,2.694,2.683,2.5478,19.05
20090721,2.154,2.1261,2.2143,2.3504,2.55,2.6969,2.6827,1.9732,1.6097,2.1073,3.4339,1.6097,1.9732,2.1073,2.6969,2.6827,2.55,18.31
20090722,2.1543,2.1275,2.2165,2.3532,2.5521,2.6996,2.6813,1.9684,1.6173,2.1256,3.3005,1.6173,1.9684,2.1256,2.6996,2.6813,2.5521,18.62
20090723,2.1546,2.129,2.2187,2.356,2.5542,2.7022,2.6803,1.9639,1.6249,2.1442,3.3563,1.6249,1.9639,2.129,2.7022,2.6803,2.5542,18.95
20090724,2.1549,2.1305,2.2209,2.3589,2.5565,2.7049,2.679,1.9602,1.6326,2.1635,3.4158,1.6326,1.9602,2.1305,2.7049,2.679,2.5565,18.76
20090727,2.1551,2.1321,2.2232,2.3617,2.5588,2.7073,2.6778,1.956,1.6402,2.1825,3.3816,1.6402,1.956,2.1321,2.7073,2.6778,2.5588,18.89
20090728,2.1554,2.1337,2.2255,2.3646,2.5612,2.7096,2.6767,1.9521,1.6478,2.2018,3.405,1.6478,1.9521,2.1337,2.7096,2.6767,2.5612,18.77
20090729,2.1556,2.1352,2.2277,2.3675,2.5635,2.7118,2.6756,1.9494,1.6555,2.2203,3.3834,1.6555,1.9494,2.1352,2.7118,2.6756,2.5635,18.82
20090730,2.1559,2.1368,2.23,2.3703,2.5658,2.714,2.6744,1.9478,1.663,2.2381,3.3924,1.663,1.9478,2.1368,2.714,2.6744,2.5658,19.2
20090731,2.1563,2.1385,2.2323,2.3733,2.5682,2.7164,2.6732,1.9461,1.6709,2.2564,3.4609,1.6709,1.9461,2.1385,2.7164,2.6732,2.5682,19.39
20090803,2.1566,2.1402,2.2345,2.3762,2.5705,2.7191,2.6723,1.9444,1.679,2.2746,3.4951,1.679,1.9444,2.1402,2.7191,2.6723,2.5705,19.04
20090804,2.157,2.1419,2.2367,2.3791,2.5726,2.7214,2.6708,1.942,1.6871,2.2922,3.432,1.6871,1.942,2.1419,2.7214,2.6708,2.5726,18.92
20090805,2.1574,2.1435,2.2388,2.382,2.5746,2.7236,2.6689,1.9406,1.695,2.3091,3.4104,1.695,1.9406,2.1435,2.7236,2.6689,2.5746,18.89
20090806,2.1578,2.1451,2.241,2.3848,2.5767,2.7259,2.667,1.9392,1.703,2.326,3.405,1.703,1.9392,2.1451,2.7259,2.667,2.5767,18.29
20090807,2.1581,2.1466,2.243,2.3875,2.5786,2.7279,2.6645,1.9375,1.7106,2.3419,3.2969,1.7106,1.9375,2.1466,2.7279,2.6645,2.5786,17.27
20090810,2.1582,2.148,2.2449,2.39,2.5804,2.7292,2.6616,1.9356,1.7175,2.3563,3.113,1.7175,1.9356,2.148,2.7292,2.6616,2.5804,17.23
20090811,2.1584,2.1493,2.2468,2.3925,2.5822,2.7305,2.6583,1.9343,1.7243,2.3696,3.1058,1.7243,1.9343,2.1493,2.7305,2.6583,2.5822,17.61
20090812,2.1586,2.1507,2.2487,2.395,2.5841,2.732,2.6551,1.9321,1.732,2.3824,3.1743,1.732,1.9321,2.1507,2.732,2.6551,2.5841,16.94
20090813,2.1588,2.1519,2.2504,2.3974,2.5859,2.7333,2.6517,1.9296,1.7396,2.3944,3.0535,1.7396,1.9296,2.1519,2.7333,2.6517,2.5859,17.29
20090814,2.1592,2.1533,2.2522,2.3999,2.5877,2.7349,2.6488,1.9275,1.7473,2.4077,3.1166,1.7473,1.9275,2.1533,2.7349,2.6488,2.5877,17.46
20090817,2.1597,2.1547,2.2541,2.4024,2.5895,2.7364,2.6456,1.9251,1.7553,2.4217,3.1472,1.7553,1.9251,2.1547,2.7364,2.6456,2.5895,16.0
20090818,2.16,2.1558,2.2556,2.4046,2.591,2.7377,2.6415,1.9223,1.7621,2.4334,2.8841,1.7621,1.9223,2.1558,2.7377,2.6415,2.591,15.86
20090819,2.1601,2.157,2.2571,2.4068,2.5924,2.7391,2.6372,1.9193,1.7688,2.4443,2.8588,1.7688,1.9193,2.157,2.7391,2.6372,2.5924,14.76
20090820,2.1602,2.158,2.2584,2.4087,2.5938,2.7401,2.6328,1.9154,1.7751,2.4531,2.6606,1.7751,1.9154,2.158,2.7401,2.6328,2.5938,15.78
20090821,2.1604,2.1593,2.2599,2.4109,2.5954,2.7417,2.6287,1.9123,1.7822,2.4634,2.8444,1.7822,1.9123,2.1593,2.7417,2.6287,2.5954,16.27
20090824,2.1607,2.1606,2.2616,2.4132,2.5972,2.7433,2.6251,1.9096,1.7892,2.4744,2.9327,1.7892,1.9096,2.1606,2.7433,2.6251,2.5972,16.95
20090825,2.161,2.162,2.2633,2.4156,2.5992,2.745,2.6222,1.9084,1.797,2.4875,3.0553,1.797,1.9084,2.161,2.745,2.6222,2.5992,17.19
20090826,2.1614,2.1635,2.2652,2.4179,2.6014,2.7468,2.6192,1.9075,1.8049,2.5022,3.0986,1.8049,1.9075,2.1614,2.7468,2.6192,2.6014,18.66
20090827,2.162,2.1652,2.2673,2.4206,2.6042,2.7489,2.6167,1.9071,1.8139,2.5182,3.3636,1.8139,1.9071,2.162,2.7489,2.6167,2.6042,18.28
20090828,2.1624,2.1668,2.2692,2.4231,2.6067,2.7507,2.6142,1.9065,1.8226,2.532,3.2144,1.8226,1.9065,2.1624,2.7507,2.6142,2.6067,17.88
20090831,2.1628,2.1683,2.2711,2.4255,2.609,2.7524,2.6114,1.9056,1.8309,2.5447,3.1441,1.8309,1.9056,2.1628,2.7524,2.6114,2.609,16.46
20090901,2.163,2.1697,2.2726,2.4276,2.611,2.7536,2.6074,1.9038,1.8382,2.5553,2.8944,1.8382,1.9038,2.163,2.7536,2.611,2.6074,16.9
20090902,2.1632,2.1711,2.2743,2.4298,2.6131,2.7548,2.6037,1.9026,1.8456,2.5655,2.9717,1.8456,1.9026,2.1632,2.7548,2.6131,2.6037,17.38
20090903,2.1635,2.1727,2.276,2.4321,2.6155,2.7557,2.6,1.9017,1.8537,2.5771,3.0562,1.8537,1.9017,2.1635,2.7557,2.6155,2.6,18.55
20090904,2.164,2.1744,2.2779,2.4347,2.618,2.7566,2.5969,1.9011,1.8627,2.5904,3.2619,1.8627,1.9011,2.164,2.7566,2.618,2.5969,19.37
20090907,2.1646,2.1763,2.2799,2.4375,2.6207,2.7575,2.594,1.901,1.8721,2.6054,3.4061,1.8721,1.901,2.1646,2.7575,2.6207,2.6054,19.08
20090908,2.1652,2.1781,2.2819,2.4402,2.6233,2.7588,2.5909,1.9012,1.8813,2.6199,3.3551,1.8813,1.9012,2.1652,2.7588,2.6233,2.6199,20.15
20090909,2.1659,2.18,2.284,2.4432,2.6262,2.76,2.5884,1.9023,1.8915,2.6359,3.5432,1.8915,1.9023,2.1659,2.76,2.6359,2.6262,20.37
20090910,2.1667,2.182,2.2862,2.4463,2.6292,2.7613,2.5863,1.9039,1.902,2.6519,3.5819,1.902,1.9039,2.1667,2.7613,2.6519,2.6292,19.51
20090911,2.1675,2.1839,2.2883,2.449,2.632,2.7622,2.5837,1.9055,1.9117,2.6659,3.4307,1.9055,1.9117,2.1675,2.7622,2.6659,2.632,19.67
20090914,2.1683,2.1858,2.2904,2.4519,2.6348,2.763,2.5811,1.907,1.9213,2.68,3.4588,1.907,1.9213,2.1683,2.763,2.68,2.6348,19.98
20090915,2.1692,2.1877,2.2925,2.4548,2.6376,2.764,2.578,1.909,1.9312,2.6943,3.5133,1.909,1.9312,2.1692,2.764,2.6943,2.6376,20.01
20090916,2.1701,2.1896,2.2946,2.4577,2.6404,2.765,2.5754,1.9116,1.941,2.7091,3.5186,1.9116,1.941,2.1701,2.765,2.7091,2.6404,19.62
20090917,2.1709,2.1915,2.2967,2.4605,2.6431,2.766,2.5727,1.9137,1.9507,2.7226,3.45,1.9137,1.9507,2.1709,2.766,2.7226,2.6431,20.0
20090918,2.1719,2.1933,2.2987,2.4634,2.6457,2.7674,2.57,1.9158,1.9609,2.7367,3.5169,1.9158,1.9609,2.1719,2.7674,2.7367,2.6457,19.66
20090921,2.1727,2.1951,2.3007,2.4663,2.6483,2.7686,2.5662,1.9175,1.9711,2.7509,3.4571,1.9175,1.9711,2.1727,2.7686,2.7509,2.6483,20.82
20090922,2.1738,2.1971,2.3029,2.4694,2.6512,2.7702,2.5625,1.9202,1.9817,2.7665,3.6611,1.9202,1.9817,2.1738,2.7702,2.7665,2.6512,21.16
20090923,2.1749,2.199,2.3051,2.4725,2.6542,2.7719,2.5592,1.9228,1.9923,2.7828,3.7208,1.9228,1.9923,2.1749,2.7828,2.7719,2.6542,20.3
20090924,2.1758,2.2008,2.3072,2.4755,2.657,2.7732,2.5554,1.9251,2.0025,2.7981,3.5696,1.9251,2.0025,2.1758,2.7981,2.7732,2.657,19.76
20090925,2.1766,2.2025,2.3092,2.4784,2.6597,2.7746,2.5511,1.928,2.0122,2.8121,3.4747,1.928,2.0122,2.1766,2.8121,2.7746,2.6597,19.37
20090928,2.1774,2.2043,2.3111,2.4812,2.6622,2.7759,2.5463,1.9303,2.0214,2.8256,3.4061,1.9303,2.0214,2.1774,2.8256,2.7759,2.6622,18.8
20090929,2.1782,2.2059,2.3129,2.4839,2.6646,2.7769,2.5412,1.9327,2.03,2.8383,3.3058,1.9327,2.03,2.1782,2.8383,2.7769,2.6646,19.14
20090930,2.1789,2.2076,2.3146,2.4866,2.6672,2.7779,2.5367,1.9359,2.0392,2.8509,3.3656,1.9359,2.0392,2.1789,2.8509,2.7779,2.6672,19.75
20091009,2.1797,2.2094,2.3166,2.4894,2.6698,2.7791,2.5323,1.9393,2.0488,2.8649,3.4729,1.9393,2.0488,2.1797,2.8649,2.7791,2.6698,20.41
20091012,2.1806,2.2112,2.3187,2.4924,2.6726,2.7806,2.5285,1.9427,2.0591,2.8805,3.589,1.9427,2.0591,2.1806,2.8805,2.7806,2.6726,20.62
20091013,2.1816,2.213,2.3208,2.4954,2.6755,2.7818,2.5251,1.9456,2.0696,2.8963,3.6259,1.9456,2.0696,2.1816,2.8963,2.7818,2.6755,21.16
20091014,2.1825,2.2148,2.323,2.4986,2.6786,2.7832,2.5212,1.9485,2.0808,2.9126,3.7208,1.9485,2.0808,2.1825,2.9126,2.7832,2.6786,20.68
20091015,2.1834,2.2167,2.3251,2.5016,2.6815,2.7846,2.5176,1.9517,2.0915,2.9281,3.6364,1.9517,2.0915,2.1834,2.9281,2.7846,2.6815,21.21
20091016,2.1844,2.2186,2.3273,2.5047,2.6844,2.7862,2.5139,1.9548,2.1027,2.9432,3.7296,1.9548,2.1027,2.1844,2.9432,2.7862,2.6844,21.04
20091019,2.1853,2.2205,2.3295,2.5078,2.6874,2.7882,2.5098,1.9579,2.1138,2.958,3.6997,1.9579,2.1138,2.1853,2.958,2.7882,2.6874,21.8
20091020,2.1864,2.2225,2.3319,2.511,2.6906,2.7902,2.5061,1.9619,2.1255,2.9738,3.8334,1.9619,2.1255,2.1864,2.9738,2.7902,2.6906,22.0
20091021,2.1875,2.2245,2.3342,2.5143,2.6938,2.7921,2.5027,1.9659,2.1373,2.9895,3.8685,1.9659,2.1373,2.1875,2.9895,2.7921,2.6938,21.21
20091022,2.1885,2.2264,2.3364,2.5175,2.697,2.7936,2.4986,1.9698,2.1484,3.0035,3.7296,1.9698,2.1484,2.1885,3.0035,2.7936,2.697,20.84
20091023,2.1893,2.2283,2.3386,2.5207,2.7,2.7951,2.4945,1.9739,2.1593,3.0176,3.6646,1.9739,2.1593,2.1893,3.0176,2.7951,2.7,21.22
20091026,2.1902,2.2303,2.3408,2.5239,2.7032,2.7965,2.49,1.9779,2.1706,3.0326,3.7314,1.9779,2.1706,2.1902,3.0326,2.7965,2.7032,21.89
20091027,2.1912,2.2323,2.3432,2.5272,2.7064,2.7981,2.485,1.9822,2.1824,3.048,3.8492,1.9822,2.1824,2.1912,3.048,2.7981,2.7064,21.71
20091028,2.1922,2.2344,2.3455,2.5305,2.7096,2.7996,2.4804,1.986,2.1942,3.0629,3.8176,1.986,2.1922,2.1942,3.0629,2.7996,2.7096,22.0
20091029,2.1932,2.2365,2.348,2.5339,2.7128,2.8012,2.4763,1.9893,2.2064,3.0791,3.8685,1.9893,2.1932,2.2064,3.0791,2.8012,2.7128,22.35
20091030,2.1943,2.2387,2.3506,2.5374,2.7162,2.803,2.4727,1.9927,2.2188,3.0956,3.9301,1.9927,2.1943,2.2188,3.0956,2.803,2.7162,23.22
20091102,2.1956,2.2411,2.3533,2.541,2.7198,2.805,2.4696,1.9967,2.232,3.1122,4.0831,1.9967,2.1956,2.232,3.1122,2.805,2.7198,24.68
20091103,2.1969,2.2434,2.3559,2.5446,2.7233,2.8069,2.4673,2.0008,2.2449,3.1275,4.0656,2.0008,2.1969,2.2434,3.1275,2.8069,2.7233,24.4
20091104,2.1982,2.2457,2.3585,2.5481,2.7268,2.8085,2.4644,2.0043,2.2577,3.142,4.0195,2.0043,2.1982,2.2457,3.142,2.8085,2.7268,24.1
20091105,2.1994,2.2479,2.3611,2.5516,2.7302,2.8102,2.4618,2.0074,2.2704,3.1556,3.9701,2.0074,2.1994,2.2479,3.1556,2.8102,2.7302,24.64
20091106,2.2008,2.2503,2.3637,2.5552,2.7337,2.8124,2.4601,2.011,2.2835,3.1681,4.059,2.011,2.2008,2.2503,3.1681,2.8124,2.7337,24.74
20091109,2.2022,2.2526,2.3664,2.5587,2.7372,2.8144,2.4585,2.0152,2.2965,3.181,4.0755,2.0152,2.2022,2.2526,3.181,2.8144,2.7372,24.92
20091110,2.2036,2.2551,2.369,2.5623,2.7408,2.8163,2.4572,2.0193,2.3097,3.1944,4.1051,2.0193,2.2036,2.2551,3.1944,2.8163,2.7408,25.27
20091111,2.2051,2.2576,2.3717,2.566,2.7444,2.8183,2.4559,2.0238,2.3231,3.2088,4.1628,2.0238,2.2051,2.2576,3.2088,2.8183,2.7444,25.21
20091112,2.2065,2.2601,2.3744,2.5697,2.748,2.8204,2.4544,2.0282,2.3361,3.2212,4.1529,2.0282,2.2065,2.2601,3.2212,2.8204,2.748,24.91
20091113,2.208,2.2626,2.377,2.5732,2.7515,2.8223,2.4535,2.0328,2.349,3.2332,4.1035,2.0328,2.208,2.2626,3.2332,2.8223,2.7515,25.09
20091116,2.2095,2.2652,2.3796,2.5769,2.7551,2.8244,2.4531,2.0371,2.3619,3.245,4.1331,2.0371,2.2095,2.2652,3.245,2.8244,2.7551,26.14
20091117,2.2112,2.2679,2.3825,2.5807,2.7589,2.8268,2.453,2.0419,2.3755,3.2582,4.3061,2.0419,2.2112,2.2679,3.2582,2.8268,2.7589,25.59
20091118,2.2128,2.2705,2.3853,2.5845,2.7626,2.8286,2.4527,2.0465,2.3885,3.2705,4.2155,2.0465,2.2128,2.2705,3.2705,2.8286,2.7626,25.54
20091119,2.2145,2.2732,2.388,2.5883,2.7663,2.8303,2.4524,2.0513,2.4011,3.2831,4.2073,2.0513,2.2145,2.2732,3.2831,2.8303,2.7663,25.16
20091120,2.216,2.2758,2.3907,2.592,2.7699,2.832,2.4525,2.0564,2.4139,3.2955,4.1447,2.0564,2.216,2.2758,3.2955,2.832,2.7699,25.02
20091123,2.2174,2.2783,2.3939,2.5956,2.7734,2.8337,2.4527,2.0613,2.4262,3.3084,4.1216,2.0613,2.2174,2.2783,3.3084,2.8337,2.7734,25.49
20091124,2.2189,2.281,2.3971,2.5994,2.777,2.8355,2.4531,2.0667,2.4391,3.3216,4.199,2.0667,2.2189,2.281,3.3216,2.8355,2.777,24.33
20091125,2.22,2.2835,2.4001,2.6029,2.7803,2.8373,2.4527,2.0715,2.4514,3.3335,4.0079,2.0715,2.22,2.2835,3.3335,2.8373,2.7803,25.04
20091126,2.2214,2.2861,2.4033,2.6066,2.7836,2.8392,2.4524,2.077,2.4642,3.3465,4.1249,2.077,2.2214,2.2861,3.3465,2.8392,2.7836,23.72
20091127,2.2226,2.2885,2.4064,2.61,2.7867,2.8407,2.4517,2.0818,2.4762,3.3571,3.9075,2.0818,2.2226,2.2885,3.3571,2.8407,2.7867,23.6
20091130,2.2238,2.2909,2.4094,2.6132,2.7899,2.8421,2.4507,2.0864,2.4881,3.3668,3.8877,2.0864,2.2238,2.2909,3.3668,2.8421,2.7899,25.37
20091201,2.2251,2.2936,2.4128,2.6168,2.7934,2.8439,2.4503,2.0921,2.5009,3.3788,4.1793,2.0921,2.2251,2.2936,3.3788,2.8439,2.7934,25.54
20091202,2.2265,2.2964,2.4162,2.6204,2.7969,2.8456,2.4499,2.0977,2.5139,3.3911,4.2073,2.0977,2.2265,2.2964,3.3911,2.8456,2.7969,25.53
20091207,2.228,2.2991,2.4196,2.6238,2.8004,2.8472,2.4501,2.1032,2.5268,3.4041,4.2056,2.1032,2.228,2.2991,3.4041,2.8472,2.8004,25.69
20091208,2.2295,2.3019,2.423,2.6272,2.804,2.8491,2.45,2.1088,2.5398,3.418,4.232,2.1088,2.2295,2.3019,3.418,2.8491,2.804,25.76
20091209,2.2311,2.3046,2.4264,2.6306,2.8076,2.851,2.4499,2.1145,2.5527,3.4326,4.2435,2.1145,2.2311,2.3046,3.4326,2.851,2.8076,25.93
20091210,2.2327,2.3073,2.4298,2.634,2.8112,2.8529,2.4498,2.1201,2.5655,3.4468,4.2715,2.1201,2.2327,2.3073,3.4468,2.8529,2.8112,25.82
20091211,2.2345,2.3101,2.4332,2.6374,2.8148,2.8546,2.4496,2.1258,2.5782,3.4613,4.2534,2.1258,2.2345,2.3101,3.4613,2.8546,2.8148,25.42
20091214,2.2362,2.3128,2.4366,2.6408,2.8182,2.8566,2.449,2.1318,2.5905,3.4754,4.1875,2.1318,2.2362,2.3128,3.4754,2.8566,2.8182,25.53
20091215,2.238,2.3155,2.44,2.6442,2.8215,2.8586,2.4485,2.1383,2.6031,3.4893,4.2056,2.1383,2.238,2.3155,3.4893,2.8586,2.8215,26.03
20091216,2.24,2.3183,2.4435,2.6479,2.825,2.8605,2.4483,2.1451,2.6159,3.5041,4.288,2.1451,2.24,2.3183,3.5041,2.8605,2.825,25.85
20091217,2.2419,2.321,2.447,2.6514,2.8285,2.8629,2.4476,2.152,2.6286,3.518,4.2583,2.152,2.2419,2.321,3.518,2.8629,2.8285,25.31
20091218,2.2436,2.3237,2.4504,2.6548,2.8318,2.865,2.4466,2.1587,2.6413,3.5313,4.1694,2.1587,2.2436,2.3237,3.5313,2.865,2.8318,25.18
20091221,2.2455,2.3264,2.4537,2.6582,2.8351,2.8672,2.4455,2.1653,2.6538,3.5444,4.148,2.1653,2.2455,2.3264,3.5444,2.8672,2.8351,25.47
20091223,2.2474,2.3292,2.4571,2.6616,2.8384,2.8693,2.4442,2.1724,2.6665,3.5579,4.1957,2.1724,2.2474,2.3292,3.5579,2.8693,2.8384,25.9
20091224,2.2493,2.332,2.4605,2.6649,2.8419,2.8715,2.443,2.18,2.6794,3.5714,4.2666,2.18,2.2493,2.332,3.5714,2.8715,2.8419,26.99
20091225,2.2515,2.335,2.4642,2.6683,2.8455,2.874,2.4423,2.1882,2.6929,3.5848,4.4461,2.1882,2.2515,2.335,3.5848,2.874,2.8455,26.9
20091228,2.2537,2.338,2.4678,2.6715,2.849,2.876,2.4422,2.1963,2.7065,3.5981,4.4313,2.1963,2.2537,2.338,3.5981,2.876,2.849,26.81
20091229,2.2558,2.3409,2.4714,2.6748,2.8524,2.8778,2.4416,2.204,2.7201,3.6116,4.4165,2.204,2.2558,2.3409,3.6116,2.8778,2.8524,26.66
20091230,2.258,2.3438,2.475,2.6779,2.8558,2.8798,2.4408,2.2116,2.7339,3.6245,4.3918,2.2116,2.258,2.3438,3.6245,2.8798,2.8558,26.61
20091231,2.2602,2.3468,2.4785,2.6811,2.8567,2.8814,2.4404,2.2196,2.7477,3.6384,4.3835,2.2196,2.2602,2.3468,3.6384,2.8814,2.8567,26.13
20100104,2.2623,2.3496,2.4821,2.6841,2.8572,2.8827,2.4395,2.2275,2.7612,3.6514,4.3045,2.2275,2.2623,2.3496,3.6514,2.8827,2.8572,26.96
20100105,2.2645,2.3526,2.4857,2.6873,2.8582,2.8841,2.4387,2.2359,2.7754,3.6652,4.4412,2.2359,2.2645,2.3526,3.6652,2.8841,2.8582,25.65
20100106,2.2666,2.3554,2.4891,2.6904,2.8585,2.8852,2.4374,2.2436,2.7888,3.6762,4.2254,2.2436,2.2666,2.3554,3.6762,2.8852,2.8585,25.24
20100107,2.2686,2.3581,2.4925,2.6932,2.8587,2.886,2.4357,2.251,2.8019,3.6861,4.1578,2.251,2.2686,2.3581,3.6861,2.886,2.8587,24.12
20100108,2.2705,2.3607,2.4956,2.6959,2.8581,2.8867,2.4336,2.2581,2.8143,3.6932,3.9733,2.2581,2.2705,2.3607,3.6932,2.8867,2.8581,22.92
20100111,2.2723,2.363,2.4986,2.6984,2.8571,2.887,2.4314,2.2643,2.8257,3.6983,3.7779,2.2643,2.2723,2.363,3.6983,2.887,2.8571,22.38
20100112,2.2739,2.3653,2.5014,2.7007,2.8558,2.8869,2.4288,2.2702,2.8365,3.7005,3.6889,2.2702,2.2739,2.3653,3.7005,2.8869,2.8558,23.16
20100113,2.2756,2.3677,2.5044,2.7031,2.8548,2.8874,2.4264,2.2763,2.8478,3.704,3.8175,2.2756,2.2763,2.3677,3.704,2.8874,2.8548,22.53
20100114,2.2772,2.37,2.5073,2.7054,2.8536,2.8879,2.4237,2.2822,2.8588,3.7071,3.7136,2.2772,2.2822,2.37,3.7071,2.8879,2.8588,22.76
20100115,2.2789,2.3723,2.5102,2.7078,2.8563,2.8886,2.4212,2.2882,2.8699,3.7098,3.7516,2.2789,2.2882,2.3723,3.7098,2.8886,2.8699,23.09
20100118,2.2806,2.3747,2.5131,2.7103,2.8591,2.8892,2.4186,2.2943,2.8812,3.7121,3.806,2.2806,2.2943,2.3747,3.7121,2.8892,2.8812,22.79
20100119,2.2822,2.377,2.516,2.7127,2.8619,2.8896,2.4159,2.3005,2.8922,3.7149,3.7565,2.2822,2.3005,2.377,3.7149,2.8922,2.8896,22.53
20100120,2.2838,2.3793,2.5188,2.7149,2.8646,2.89,2.4128,2.3068,2.9029,3.7179,3.7136,2.2838,2.3068,2.3793,3.7179,2.9029,2.89,21.5
20100121,2.2853,2.3815,2.5215,2.7169,2.8672,2.8899,2.4096,2.3127,2.9131,3.7188,3.5439,2.2853,2.3127,2.3815,3.7188,2.9131,2.8899,21.22
20100122,2.2868,2.3836,2.5241,2.719,2.8697,2.8891,2.4064,2.3183,2.923,3.7204,3.4977,2.2868,2.3183,2.3836,3.7204,2.923,2.8891,21.64
20100125,2.2883,2.3857,2.5268,2.7211,2.8722,2.8887,2.4035,2.324,2.9332,3.7221,3.5669,2.2883,2.324,2.3857,3.7221,2.9332,2.8887,21.31
20100126,2.2898,2.3878,2.5294,2.7232,2.8746,2.8878,2.4009,2.3294,2.9432,3.7229,3.5126,2.2898,2.3294,2.3878,3.7229,2.9432,2.8878,21.36
20100127,2.2913,2.3899,2.532,2.7253,2.8767,2.887,2.398,2.3349,2.9533,3.7241,3.5208,2.2913,2.3349,2.3899,3.7241,2.9533,2.887,20.76
20100128,2.2927,2.392,2.5346,2.7273,2.8787,2.8862,2.3952,2.34,2.963,3.7242,3.4219,2.2927,2.34,2.392,3.7242,2.963,2.8862,20.61
20100129,2.2941,2.394,2.5371,2.7293,2.8805,2.8853,2.3931,2.3451,2.9723,3.7243,3.3972,2.2941,2.3451,2.3931,3.7243,2.9723,2.8853,20.13
20100201,2.2955,2.396,2.5395,2.7312,2.8823,2.8843,2.3918,2.3499,2.9809,3.7237,3.3181,2.2955,2.3499,2.3918,3.7237,2.9809,2.8843,19.45
20100202,2.2968,2.3978,2.5418,2.733,2.8839,2.8829,2.39,2.3545,2.989,3.7216,3.206,2.2968,2.3545,2.39,3.7216,2.989,2.8839,19.82
20100203,2.2981,2.3996,2.5442,2.7347,2.8859,2.8818,2.3883,2.3592,2.9972,3.7198,3.267,2.2981,2.3592,2.3883,3.7198,2.9972,2.8859,20.47
20100204,2.2996,2.4015,2.5466,2.7364,2.8877,2.8805,2.3863,2.3645,3.0058,3.7193,3.3741,2.2996,2.3645,2.3863,3.7193,3.0058,2.8877,20.46
20100205,2.3011,2.4033,2.5491,2.7381,2.8895,2.8789,2.3852,2.3696,3.0141,3.719,3.3724,2.3011,2.3696,2.3852,3.719,3.0141,2.8895,20.15
20100208,2.3024,2.4051,2.5515,2.7398,2.8913,2.8773,2.384,2.3747,3.0221,3.7183,3.3213,2.3024,2.3747,2.384,3.7183,3.0221,2.8913,20.13
20100209,2.3038,2.407,2.5539,2.7415,2.893,2.8753,2.3827,2.3799,3.0302,3.7185,3.3181,2.3038,2.3799,2.3827,3.7185,3.0302,2.893,19.99
20100210,2.3052,2.4088,2.5563,2.7432,2.8944,2.8732,2.3817,2.385,3.0382,3.72,3.295,2.3052,2.3817,2.385,3.72,3.0382,2.8944,20.67
20100211,2.3066,2.4107,2.5587,2.7451,2.8958,2.8711,2.3813,2.3903,3.046,3.7224,3.4071,2.3066,2.3813,2.3903,3.7224,3.046,2.8958,21.11
20100212,2.3081,2.4127,2.5613,2.7471,2.8975,2.8691,2.3803,2.3963,3.0537,3.7249,3.4796,2.3081,2.3803,2.3963,3.7249,3.0537,2.8975,21.21
20100222,2.3096,2.4147,2.5638,2.7491,2.8992,2.8671,2.3793,2.4026,3.0615,3.7286,3.4961,2.3096,2.3793,2.4026,3.7286,3.0615,2.8992,20.66
20100223,2.3111,2.4165,2.5663,2.751,2.9009,2.8652,2.3783,2.4085,3.0693,3.7309,3.4054,2.3111,2.3783,2.4085,3.7309,3.0693,2.9009,21.25
20100224,2.3126,2.4185,2.5688,2.753,2.9027,2.8633,2.3773,2.4148,3.0778,3.7338,3.5027,2.3126,2.3773,2.4148,3.7338,3.0778,2.9027,21.29
20100225,2.3141,2.4205,2.5714,2.755,2.9046,2.861,2.3765,2.421,3.0862,3.739,3.5093,2.3141,2.3765,2.4205,3.739,3.0862,2.9046,21.47
20100226,2.3157,2.4224,2.574,2.757,2.9066,2.8587,2.3756,2.4274,3.0944,3.7445,3.5389,2.3157,2.3756,2.4224,3.7445,3.0944,2.9066,22.0
