trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,max1,pb1,maxdif
20180712,4.5947,4.645,4.8766,4.7125,4.5919,4.6032,4.3755,3.9772,3.4141,4.8766,2.3259,-2.5507
20180716,4.591,4.6421,4.8713,4.6929,4.5832,4.593,4.3586,3.9624,3.3815,4.8713,2.3259,-2.5454
20180705,4.6051,4.6524,4.8903,4.7576,4.6131,4.6259,4.4196,4.0133,3.5016,4.8903,2.3499,-2.5404
20180702,4.6115,4.6567,4.8979,4.782,4.6253,4.6387,4.446,4.0348,3.5527,4.8979,2.358,-2.5399
20200506,4.4431,4.244,4.0888,3.8399,3.7059,3.6038,3.9287,4.2466,4.4377,4.4431,1.9073,-2.5358
20180709,4.6008,4.6496,4.8849,4.7402,4.6049,4.6169,4.4018,3.9992,3.4657,4.8849,2.3499,-2.535
20180720,4.5841,4.6364,4.8598,4.6521,4.5642,4.5732,4.3241,3.9326,3.3181,4.8598,2.3259,-2.5339
20180713,4.5928,4.6435,4.874,4.7032,4.5877,4.5984,4.3671,3.9698,3.3974,4.874,2.3419,-2.5321
20180710,4.5988,4.6481,4.882,4.7311,4.6004,4.6124,4.3928,3.9921,3.4486,4.882,2.358,-2.5239999999999996
20180627,4.6175,4.6611,4.9055,4.8068,4.6415,4.6505,4.4723,4.0553,3.6039,4.9055,2.382,-2.5235
20180703,4.6093,4.6552,4.8952,4.7743,4.6208,4.6344,4.437,4.0276,3.5356,4.8952,2.374,-2.5212
20180717,4.5893,4.6406,4.8684,4.6826,4.5786,4.5879,4.3503,3.9548,3.3652,4.8684,2.3499,-2.5185000000000004
20180629,4.6135,4.6582,4.9004,4.7898,4.6306,4.6428,4.4548,4.0419,3.5694,4.9004,2.382,-2.5184
20180718,4.5875,4.6392,4.8656,4.6722,4.5739,4.583,4.3419,3.9473,3.3489,4.8656,2.3499,-2.5157
20180723,4.5825,4.635,4.8571,4.6428,4.5592,4.5684,4.3145,3.9252,3.3029,4.8571,2.3499,-2.5072
20180806,4.5716,4.6232,4.8316,4.5762,4.5125,4.5146,4.2212,3.8454,3.1612,4.8316,2.3259,-2.5057
20180615,4.6314,4.6713,4.9219,4.855,4.6767,4.6787,4.5372,4.1053,3.7424,4.9219,2.4382,-2.4837
20180803,4.5728,4.6244,4.8343,4.5803,4.5168,4.5215,4.2319,3.8549,3.1752,4.8343,2.358,-2.4762999999999997
20180817,4.5611,4.6136,4.8058,4.5481,4.4859,4.4576,4.139,3.7708,3.0814,4.8058,2.3419,-2.4638999999999998
20180802,4.574,4.6257,4.8369,4.5852,4.5214,4.5277,4.2418,3.8639,3.1896,4.8369,2.374,-2.4629
