trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,max1,pb1,maxdif
20200212,2.6969,2.8373,3.291,3.4509,3.4697,3.6191,3.8497,3.2679,2.6703,3.8497,2.1448,-1.7048999999999999
20200430,2.7229,2.8814,3.3061,3.3092,3.3989,3.5201,3.3454,2.7072,2.3388,3.5201,1.8245,-1.6955999999999998
20200506,2.7233,2.8821,3.3062,3.3059,3.3979,3.5176,3.3358,2.7005,2.3326,3.5176,1.8428,-1.6747999999999998
20200427,2.7214,2.8795,3.3059,3.3191,3.4032,3.5275,3.3734,2.7276,2.3581,3.5275,1.8793,-1.6481999999999999
20200323,2.7083,2.861,3.3036,3.3669,3.4271,3.5823,3.6313,2.9666,2.508,3.6313,1.9994,-1.6319
20200316,2.7067,2.8576,3.3033,3.3746,3.4367,3.5922,3.6649,3.0258,2.5456,3.6649,2.0358,-1.6290999999999998
20200318,2.7072,2.859,3.3034,3.3723,3.4327,3.5883,3.6513,3.0029,2.5304,3.6513,2.0267,-1.6246
20200317,2.7069,2.8583,3.3034,3.3732,3.435,3.5903,3.6584,3.0145,2.538,3.6584,2.0358,-1.6225999999999998
20200319,2.7075,2.8597,3.3033,3.3709,3.4309,3.5863,3.6445,2.9907,2.5229,3.6445,2.0267,-1.6178
20200424,2.7209,2.8787,3.3058,3.3217,3.4042,3.5299,3.3853,2.7377,2.3641,3.5299,1.9158,-1.6141
20200228,2.7025,2.8485,3.2992,3.4077,3.4609,3.6079,3.7643,3.1517,2.6076,3.7643,2.1721,-1.5922
20200330,2.7104,2.8647,3.3037,3.3571,3.4201,3.5715,3.591,2.912,2.4736,3.591,1.9994,-1.5916000000000001
20200422,2.7198,2.8772,3.3055,3.3264,3.4062,3.5348,3.4094,2.7575,2.3759,3.5348,1.9503,-1.5845000000000002
20200320,2.7079,2.8603,3.3034,3.3691,3.4288,3.5843,3.6378,2.9787,2.5153,3.6378,2.054,-1.5838
20200423,2.7203,2.8779,3.3056,3.3241,3.4052,3.5323,3.3971,2.7475,2.37,3.5323,1.9523,-1.5800000000000003
20200421,2.7193,2.8764,3.3054,3.3287,3.4071,3.5373,3.4204,2.7681,2.382,3.5373,1.9595,-1.5778
20200324,2.7086,2.8617,3.3036,3.3646,3.4255,3.5803,3.6237,2.9543,2.5006,3.6237,2.054,-1.5697
20200326,2.7095,2.8632,3.3036,3.3611,3.4225,3.5761,3.6094,2.9296,2.4872,3.6094,2.0449,-1.5644999999999998
20200313,2.7064,2.8569,3.3031,3.3764,3.4382,3.5941,3.6716,3.0372,2.5527,3.6716,2.1085,-1.5631000000000004
20200327,2.7099,2.864,3.3037,3.3591,3.4213,3.5738,3.6009,2.9206,2.4803,3.6009,2.0449,-1.556
