trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,max1,pb1,maxdif
20200415,,,,,,,,198.9066,196.3471,198.9066,168.4341,-30.472499999999997
20200409,,,,,,,,200.0401,197.6703,200.0401,169.7604,-30.27969999999999
20200401,,,,,,,,,198.4906,198.4906,168.4341,-30.0565
20200407,,,,,,,,200.6303,198.0692,200.6303,171.0866,-29.5437
20200408,,,,,,,,200.3569,197.9085,200.3569,171.0866,-29.27029999999999
20200327,,,,,,,,,199.5268,199.5268,172.4129,-27.1139
20200326,,,,,,,,,199.8447,199.8447,174.4022,-25.442499999999995
20200226,,,,,,,,,201.7977,201.7977,177.0548,-24.74289999999999
20200225,,,,,,,,,201.7638,201.7638,177.0548,-24.709000000000003
20200323,,,,,,,,,200.7619,200.7619,176.3916,-24.370299999999986
20200204,,,,,,,,,200.8564,200.8564,179.0441,-21.812300000000022
20190930,,,,,,,,,203.5684,203.5684,181.7994,-21.769000000000005
20200319,,,,,,,,,201.4691,201.4691,179.7073,-21.761799999999994
20200317,,,,,,,,,202.0873,202.0873,180.3704,-21.71690000000001
20190927,,,,,,,,,203.956,203.956,182.3916,-21.564399999999978
20200416,,,,,,,,198.6121,196.0288,198.6121,177.0548,-21.557299999999998
20200324,,,,,,,,,200.4117,200.4117,179.7073,-20.704399999999993
20200224,,,,,,,,,201.707,201.707,181.0335,-20.67349999999999
20200316,,,,,,,,,202.3551,202.3551,181.6966,-20.658500000000004
20200320,,,,,,,,,201.117,201.117,181.6966,-19.4204
