trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,max1,pb1,maxdif
20191113,0.8328,0.8281,0.8342,0.855,0.8459,0.8115,0.754,0.7008,0.6249,0.855,0.5203,-0.3347
20191114,0.8328,0.8275,0.8341,0.8546,0.8455,0.8105,0.753,0.6995,0.6233,0.8546,0.5203,-0.33430000000000004
20200401,0.812,0.7918,0.8176,0.8081,0.7799,0.7216,0.6716,0.6116,0.5464,0.8176,0.484,-0.3336
20200423,0.8054,0.7883,0.813,0.7997,0.7668,0.7096,0.657,0.5914,0.537,0.813,0.4804,-0.33259999999999995
20200331,0.8124,0.792,0.818,0.8087,0.7808,0.7224,0.6726,0.6129,0.547,0.818,0.4858,-0.33219999999999994
20200421,0.8064,0.7887,0.8136,0.8007,0.7685,0.7112,0.659,0.594,0.5382,0.8136,0.4822,-0.3314
20200422,0.8059,0.7885,0.8133,0.8002,0.7677,0.7104,0.6581,0.5927,0.5376,0.8133,0.4822,-0.3311
20200319,0.8152,0.7939,0.8204,0.8133,0.7886,0.7298,0.6796,0.6231,0.5534,0.8204,0.4896,-0.33080000000000004
20200205,0.8226,0.8044,0.8285,0.833,0.819,0.7651,0.7117,0.6577,0.5716,0.833,0.5022,-0.3308
20191115,0.8326,0.827,0.8339,0.8543,0.8451,0.8095,0.7521,0.6982,0.6219,0.8543,0.5239,-0.3303999999999999
20200410,0.8096,0.7905,0.8157,0.8047,0.7746,0.717,0.6656,0.6031,0.5426,0.8157,0.4858,-0.32989999999999997
20200413,0.8092,0.7903,0.8154,0.8041,0.7738,0.7162,0.6647,0.6017,0.5419,0.8154,0.4858,-0.3296
20191112,0.8329,0.8285,0.8344,0.8553,0.8463,0.8125,0.755,0.702,0.6263,0.8553,0.5257,-0.3296
20200207,0.8221,0.8037,0.828,0.8317,0.8173,0.7628,0.7091,0.6558,0.5693,0.8317,0.5022,-0.3295
20200326,0.8134,0.7927,0.819,0.8104,0.7836,0.7248,0.6754,0.6164,0.5491,0.819,0.4896,-0.32939999999999997
20200408,0.8104,0.7909,0.8163,0.8058,0.7764,0.7185,0.6674,0.6061,0.5439,0.8163,0.4876,-0.32870000000000005
20200416,0.8078,0.7895,0.8145,0.8023,0.7712,0.7136,0.6619,0.5978,0.5399,0.8145,0.4858,-0.3287
20200324,0.8142,0.7931,0.8195,0.8115,0.7854,0.7267,0.6772,0.619,0.5506,0.8195,0.4914,-0.3281
20200420,0.8069,0.789,0.8139,0.8012,0.7694,0.7121,0.6599,0.5952,0.5388,0.8139,0.4858,-0.32809999999999995
20200402,0.8116,0.7915,0.8173,0.8076,0.7791,0.7208,0.6706,0.6103,0.5458,0.8173,0.4894,-0.3279
