trade_date,pb1220,pb1098,pb854,pb732,pb610,pb488,pb366,pb244,pb122,max1,pb1,maxdif
20200421,1.4527,1.3654,1.3345,1.3311,1.2834,1.2794,1.2426,1.1847,1.0701,1.4527,0.8979,-0.5548000000000001
20200430,1.4451,1.3596,1.3307,1.3253,1.2771,1.2745,1.2366,1.1699,1.0531,1.4451,0.8929,-0.5522
20200415,1.456,1.3691,1.3366,1.3338,1.2873,1.2823,1.2472,1.1931,1.0796,1.456,0.9043,-0.5517
20200420,1.4536,1.3663,1.335,1.3318,1.2844,1.2801,1.2437,1.1868,1.0725,1.4536,0.9022,-0.5514
20200506,1.4439,1.3588,1.3302,1.3243,1.2764,1.2738,1.2358,1.1678,1.051,1.4439,0.8929,-0.5509999999999999
20200417,1.4544,1.3673,1.3355,1.3325,1.2854,1.2808,1.2449,1.1889,1.0748,1.4544,0.9086,-0.5458
20200413,1.4576,1.3709,1.3376,1.3352,1.2893,1.2838,1.2497,1.1971,1.0844,1.4576,0.9128,-0.5448000000000001
20200326,1.4649,1.3798,1.343,1.3414,1.2997,1.2927,1.2667,1.2187,1.11,1.4649,0.9247,-0.5402000000000001
20200317,1.4695,1.3859,1.3469,1.3461,1.3068,1.2994,1.2772,1.2331,1.1321,1.4695,0.9308,-0.5387000000000001
20200416,1.4552,1.3682,1.3361,1.3331,1.2863,1.2815,1.246,1.191,1.0772,1.4552,0.9193,-0.5359
20200414,1.4569,1.37,1.3371,1.3345,1.2883,1.283,1.2484,1.1951,1.082,1.4569,0.9214,-0.5355000000000001
20200403,1.461,1.375,1.3401,1.3382,1.2941,1.2874,1.2573,1.207,1.0954,1.461,0.9257,-0.5353000000000001
20200327,1.4643,1.379,1.3425,1.3408,1.2988,1.2917,1.2651,1.2167,1.1072,1.4643,0.9308,-0.5335
20200324,1.4662,1.3815,1.344,1.3426,1.3016,1.2944,1.2698,1.2225,1.1155,1.4662,0.9349,-0.5313
20200410,1.4583,1.3718,1.3381,1.3358,1.2903,1.2844,1.2511,1.199,1.0867,1.4583,0.9278,-0.5305
20200325,1.4655,1.3807,1.3435,1.342,1.3007,1.2935,1.2683,1.2205,1.1127,1.4655,0.9369,-0.5286000000000001
20200408,1.4596,1.3735,1.3391,1.337,1.2922,1.2858,1.2539,1.203,1.091,1.4596,0.9321,-0.5275
20200316,1.4701,1.3869,1.3474,1.3467,1.3078,1.3003,1.2786,1.235,1.1352,1.4701,0.943,-0.5271
20200407,1.4603,1.3742,1.3396,1.3376,1.2931,1.2865,1.2555,1.205,1.0932,1.4603,0.9342,-0.5260999999999999
20200409,1.4589,1.3726,1.3386,1.3364,1.2912,1.2851,1.2524,1.201,1.0889,1.4589,0.9364,-0.5225000000000001
